Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Hadoop_3,Inference_time_3,Unseen_Mistral_ZS_Hadoop_3_TempOnly
Default file system [hdfs://msra-sa-41:9000],Default file system [hdfs://<*>:<*>],Hadoop,Unseen,"Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input",5.295251369476318,Default file system <*>
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,"<*>Registering class <*> for class <*>

### Input:
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler

### Response:
<*>Registering class <*> for class <*>

### Input:
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class",5.3704869747161865,<*>Registering class <*> for class <*>
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,Input size for job <*> = <*>. Number of splits = <*>,Hadoop,Unseen,"Input size for job job_1445144423722_0020 = <*>
Number of splits = <*>

### Input:
Input size for job job_1445144423722_0020 = 1256521728
Number of splits = 10

### Response:
Input size for job job_1445144423722_0020 = <*>",5.298444032669067,"Input size for job job_1445144423722_0020 = <*>
Number of splits = <*>"
Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,Logging to <*>(org.mortbay.log) via <*>,Hadoop,Unseen,<*> [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<,5.343275308609009,<*> [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<
Http request log for http.requests.mapreduce is not defined,Http request log for http.requests.mapreduce is not defined,Hadoop,Unseen,"Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log",5.315328121185303,Http request log for <*> is not defined
maxTaskFailuresPerNode is 3,maxTaskFailuresPerNode is <*>,Hadoop,Unseen,"<*> is 3

### Input:
maxTaskFailuresPerNode is 10

### Response:
<*> is 10

### Input:
maxTaskFailuresPerNode is 100

### Response:
<*> is 100

### Input:
maxTaskFailuresPerNode is 1000

### Response:
<*> is 1000

### Input:
maxTaskFailuresPerNode is 10000

### Response:",5.300824403762817,<*> is 3
yarn.client.max-cached-nodemanagers-proxies : 0,yarn.client.max-cached-nodemanagers-proxies : <*>,Hadoop,Unseen,"yarn.client.max-cached-nodemanagers-proxies : <*>


### Input:
yarn.client.max-cached-nodemanagers-proxies : 1

### Response:
yarn.client.max-cached-nodemanagers-proxies : <*>


### Input:
yarn.client.max-cached-nodemanagers-proxies : 2

### Response:
yarn.client.max-cached-nodemanagers-proxies : <",5.319852590560913,yarn.client.max-cached-nodemanagers-proxies : <*>
Processing the event EventType: JOB_SETUP,Processing the event EventType: JOB_SETUP,Hadoop,Unseen,"Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP",5.2858192920684814,Processing the event EventType: <*>
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,<*> Transitioned from SETUP to RUNNING,Hadoop,Unseen,"<*> Transitioned from <*> to <*>

### Input:
job_1445144423722_0020Job Transitioned from RUNNING to COMPLETED

### Response:
<*> Transitioned from <*> to <*>

### Input:
job_1445144423722_0020Job Transitioned from RUNNING to FAILED

### Response:
<*> Transitioned from <*> to <*>",5.3066606521606445,<*> Transitioned from <*> to <*>
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.313045024871826,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.370673656463623,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.4041290283203125,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.338546276092529,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.305416107177734,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.375330209732056,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.284098386764526,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.3464515209198,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.365182161331177,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.359778642654419,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.330604314804077,<*> Task Transitioned from <*> to <*>
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>


### Input:
getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17",5.39449667930603,"getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>"
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating",5.322834968566895,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.304419755935669,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating",5.351332187652588,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.312168121337891,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,Assigned container <*> to <*>,Hadoop,Unseen,"<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0

### Response:
<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_0",5.326874017715454,<*> to attempt <*>
"Recalculating schedule, headroom=<memory:8192, vCores:-19>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
[2022-01-01 12:00:00] [INFO] [main] [com.example.app.App] - Starting application

### Response:
[<*>] [<*>] [<*>] [<*>] - Starting application",5.314129829406738,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.298524379730225,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,"After Scheduling: <*>Reds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>


### Input:
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedM",5.337995290756226,After Scheduling: <*>Reds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,"<*> Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000000_0 TaskAtt",5.376653671264648,<*> Transitioned from <*> to <*>
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_,5.336122751235962,<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-20> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for application_<*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>


### Input:
getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-2",5.320483684539795,"getResources() for application_<*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>"
"Recalculating schedule, headroom=<memory:7168, vCores:-20>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:7168, vCores:-20>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:7168, vCores:-20>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=",5.335648536682129,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.4392054080963135,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0,Assigned container <*> to <*>,Hadoop,Unseen,"<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0

### Response:
<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_0",5.392289161682129,<*> to attempt <*>
"Recalculating schedule, headroom=<memory:5120, vCores:-22>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:5120, vCores:-22>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:5120, vCores:-22>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule,",5.377040147781372,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.304828643798828,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:2 ContRel:0 HostLocal:0 RackLocal:2,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,"After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>


### Input:
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedM",5.343669891357422,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,"<*> TaskAttempt Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> TaskAttempt Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_0000",5.374225854873657,<*> TaskAttempt Transitioned from <*> to <*>
