Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_OpenSSH_2,Inference_time_2,Unseen_Mistral_ZS_OpenSSH_2_TempOnly
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.173606396,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.401645184,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.189578772,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.249189615,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.206219912,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.19026494,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.246651173,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.184387922,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.261826992,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.18848443,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.27626729,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.224490643,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.288663387,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.226835728,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.223615646,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.201490164,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.258156538,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.204182863,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.249165535,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.214107513,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.282266378,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.357379436,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.272283316,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.226871252,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.16835475,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.239501476,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.16229701,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.252480507,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
Connection closed by 191.210.223.172 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.22",5.149406672,<*> closed by <*> [preauth]
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.213469505,error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.254416943,error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.182348251,<*> closed by <*> [preauth]
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.223639727,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.149216652,<*> closed by <*> [preauth]
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response",5.231000423,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.148569822,<*> closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.192504406,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.177201033,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.138894796,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.192866325,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.191433191,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.221186399,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.188022375,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.18959403,<*> closed by <*> [<*>]
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,"PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>

### Input:
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180

### Response:
PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>",5.248478413,PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>
