Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Spark_2,Inference_time_2,Unseen_Mistral_ZS_Spark_2_TempOnly
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Response",5.325696468,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Response",5.237315893,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Response",5.266324997,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Response",5.229132175,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Response",5.259383917,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 2.0 (TID 87)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 2.0 (TID 87)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in",5.223475218,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 2.0 (TID 101),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 101)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 101)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 1",5.221469402,<*> in stage <*> (TID <*>
Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 2.0 (TID 112)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 2.0 (TID 112)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.213973522,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 2.0 (TID 118)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 2.0 (TID 118)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.215064764,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 2.0 (TID 119)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 2.0 (TID 119)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.",5.22898531,Running task <*> in stage <*> (TID <*>).
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver",5.227109909,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver",5.210291147,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver",5.179512262,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver",5.278863907,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Response",5.191222191,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 3.0 (TID 122)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 3.0 (TID 122)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.184999704,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 136)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 136)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 1",5.191132069,<*> in stage <*> (TID <*>
Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 3.0 (TID 150)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 3.0 (TID 150)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.176385641,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 3.0 (TID 158)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 3.0 (TID 158)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.198568344,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 159)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 159)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 1",5.157734394,<*> in stage <*> (TID <*>
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver",5.233674765,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver",5.197372913,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver",5.200302124,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver",5.175572157,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver",5.244038582,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 4.0 (TID 171)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 4.0 (TID 171)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.183977365,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 185)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 185)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 1",5.227999687,<*> in stage <*> (TID <*>
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 4.0 (TID 195)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 4.0 (TID 195)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.188671112,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 4.0 (TID 198)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 4.0 (TID 198)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.158081293,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 4.0 (TID 199)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 4.0 (TID 199)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.",5.188869476,Running task <*> in stage <*> (TID <*>).
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver",5.17948842,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver",5.213886499,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver",5.189440012,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver",5.196404696,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver",5.168907404,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 5.0 (TID 206)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 5.0 (TID 206)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.204485893,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 5.0 (TID 220)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 5.0 (TID 220)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.",5.202265501,Running task <*> in stage <*> (TID <*>).
Running task 2.0 in stage 5.0 (TID 231),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 5.0 (TID 231)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 5.0 (TID 231)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.201600313,Running task <*> in stage <*> (TID <*>).
