Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HPC_1,Inference_time,New_Mistral_ZS_HPC_1_TempOnly
wait  (command 2189),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command",5.368186473846436,<*> (command <*> )
wait  (command 2302),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command",5.367836952209473,<*> (command <*> )
wait  (command 2270),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command",5.363040924072266,<*> (command <*> )
wait  (command 2257),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command",5.3435218334198,<*> (command <*> )
boot  (command 2257),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.292315006256104,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2316),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.238590478897095,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2316),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.233426094055176,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 2322),wait (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.2286224365234375,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 2354),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command",5.263697147369385,<*> (command <*> )
wait  (command 2347),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command",5.261863946914673,<*> (command <*> )
boot  (command 2368),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.248582124710083,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2392),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.282492160797119,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2406),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.264281988143921,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
