Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Spark_4,Inference_time_4,Unseen_Mistral_ZS_Spark_4_TempOnly
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Response:",5.3801634311676025,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Response:",5.353018760681152,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver

### Response",5.371043205261231,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Response:",5.371145486831665,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Response",5.368014574050903,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 1.0 (TID 42),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 1.0 (TID 42)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 1.0 (TID 42)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in",5.316366910934448,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 1.0 (TID 56),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 1.0 (TID 56)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 1.0 (TID 56)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in",5.344063520431519,Running task <*> in stage <*> (TID <*>).
Running task 2.0 in stage 1.0 (TID 69),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 1.0 (TID 69)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 1.0 (TID 69)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in",5.299417972564697,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 1.0 (TID 78),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 1.0 (TID 78)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 1.0 (TID 78)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in",5.352030515670776,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 1.0 (TID 79),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 1.0 (TID 79)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 1.0 (TID 79)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in",5.329791784286499,Running task <*> in stage <*> (TID <*>).
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Response",5.386334657669067,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Response",5.353637456893921,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Response",5.362221002578735,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Response",5.346405744552612,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Response",5.360369920730591,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 2.0 (TID 87)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 2.0 (TID 87)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in",5.333404779434204,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 2.0 (TID 101),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 101)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 101)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 1",5.359784841537476,<*> in stage <*> (TID <*>
Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 2.0 (TID 112)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 2.0 (TID 112)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.357035875320435,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 2.0 (TID 118)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 2.0 (TID 118)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.36485481262207,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 2.0 (TID 119)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 2.0 (TID 119)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.",5.321162700653076,Running task <*> in stage <*> (TID <*>).
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver",5.378602743148804,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver",5.372159481048584,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver",5.337706089019775,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver",5.373962163925171,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Response",5.32641339302063,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 3.0 (TID 122)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 3.0 (TID 122)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.343712568283081,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 136)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 136)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 1",5.351381301879883,<*> in stage <*> (TID <*>
Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 3.0 (TID 150)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 3.0 (TID 150)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.350151062011719,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 3.0 (TID 158)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 3.0 (TID 158)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.330797433853149,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 159)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 159)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 1",5.326211452484131,<*> in stage <*> (TID <*>
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver",5.343884944915772,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver",5.377369403839111,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver",5.337727308273315,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver",5.36476469039917,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver",5.34964919090271,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 4.0 (TID 171)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 4.0 (TID 171)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.339730978012085,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 185)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 185)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 1",5.33543062210083,<*> in stage <*> (TID <*>
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 4.0 (TID 195)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 4.0 (TID 195)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.357319116592407,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 4.0 (TID 198)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 4.0 (TID 198)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.348282098770142,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 4.0 (TID 199)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 4.0 (TID 199)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.",5.327826499938965,Running task <*> in stage <*> (TID <*>).
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver",5.378033399581909,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver",5.345546245574951,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver",5.370102405548096,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver",5.341055154800415,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver",5.3389952182769775,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 5.0 (TID 206)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 5.0 (TID 206)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.343355178833008,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 5.0 (TID 220)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 5.0 (TID 220)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.",5.361176729202271,Running task <*> in stage <*> (TID <*>).
