Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_OpenSSH_1,Inference_time_1,Unseen_Mistral_ZS_OpenSSH_1_TempOnly
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.331678867340088,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.3700852394104,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.316730976104736,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.3283209800720215,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.352606773376465,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.365715742111206,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.3323376178741455,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.272926092147827,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.3324291706085205,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.350372791290283,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.32358717918396,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.317763805389404,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.328723669052124,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.3664023876190186,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.333462953567505,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.294914245605469,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.344169616699219,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.322943210601807,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.336546421051025,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.33092999458313,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.300251245498657,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.330953359603882,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.320252418518066,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.342458009719849,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.335346460342407,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.323091268539429,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.317997455596924,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]

### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received dis",5.289145231246948,Received disconnect from <*> : <*> : <*> [<*>]
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.352943420410156,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
Connection closed by 191.210.223.172 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.22",5.319637298583984,<*> closed by <*> [preauth]
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.41829252243042,error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.33018684387207,error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.335613965988159,<*> closed by <*> [preauth]
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.302120685577393,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.314264297485352,<*> closed by <*> [preauth]
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response",5.2850306034088135,<*> disconnect from <*> : <*> : Bye Bye [preauth]
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.339428424835205,<*> closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.303224086761475,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.332830190658569,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.322622537612915,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.332900285720825,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.351741075515747,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.339016914367676,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.304847002029419,<*> closed by <*> [<*>]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.333462476730347,<*> closed by <*> [<*>]
