Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Hadoop_2,Inference_time_2,Unseen_Mistral_ZS_Hadoop_2_TempOnly
Default file system [hdfs://msra-sa-41:9000],Default file system [hdfs://<*>:<*>],Hadoop,Unseen,"Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input",5.220273972,Default file system <*>
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,"<*>Registering class <*> for class <*>

### Input:
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler

### Response:
<*>Registering class <*> for class <*>

### Input:
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class",5.24697423,<*>Registering class <*> for class <*>
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,Input size for job <*> = <*>. Number of splits = <*>,Hadoop,Unseen,"Input size for job job_1445144423722_0020 = <*>
Number of splits = <*>

### Input:
Input size for job job_1445144423722_0020 = 1256521728
Number of splits = 10

### Response:
Input size for job job_1445144423722_0020 = <*>",5.117117405,"Input size for job job_1445144423722_0020 = <*>
Number of splits = <*>"
Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,Logging to <*>(org.mortbay.log) via <*>,Hadoop,Unseen,<*> [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<,5.120728493,<*> [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<
Http request log for http.requests.mapreduce is not defined,Http request log for http.requests.mapreduce is not defined,Hadoop,Unseen,"Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log",5.109323025,Http request log for <*> is not defined
maxTaskFailuresPerNode is 3,maxTaskFailuresPerNode is <*>,Hadoop,Unseen,"<*> is 3

### Input:
maxTaskFailuresPerNode is 10

### Response:
<*> is 10

### Input:
maxTaskFailuresPerNode is 100

### Response:
<*> is 100

### Input:
maxTaskFailuresPerNode is 1000

### Response:
<*> is 1000

### Input:
maxTaskFailuresPerNode is 10000

### Response:",5.112098455,<*> is 3
yarn.client.max-cached-nodemanagers-proxies : 0,yarn.client.max-cached-nodemanagers-proxies : <*>,Hadoop,Unseen,"yarn.client.max-cached-nodemanagers-proxies : <*>


### Input:
yarn.client.max-cached-nodemanagers-proxies : 1

### Response:
yarn.client.max-cached-nodemanagers-proxies : <*>


### Input:
yarn.client.max-cached-nodemanagers-proxies : 2

### Response:
yarn.client.max-cached-nodemanagers-proxies : <",5.100441694,yarn.client.max-cached-nodemanagers-proxies : <*>
Processing the event EventType: JOB_SETUP,Processing the event EventType: JOB_SETUP,Hadoop,Unseen,"Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP",5.076601028,Processing the event EventType: <*>
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,<*> Transitioned from SETUP to RUNNING,Hadoop,Unseen,"<*> Transitioned from <*> to <*>

### Input:
job_1445144423722_0020Job Transitioned from RUNNING to COMPLETED

### Response:
<*> Transitioned from <*> to <*>

### Input:
job_1445144423722_0020Job Transitioned from RUNNING to FAILED

### Response:
<*> Transitioned from <*> to <*>",5.158778429,<*> Transitioned from <*> to <*>
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.129205704,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.219136,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.159743786,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.159597874,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.129920006,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.142988205,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.121076822,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.101042032,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.127022028,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.125426292,<*> Task Transitioned from <*> to <*>
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.142401218,<*> Task Transitioned from <*> to <*>
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>


### Input:
getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17",5.160989285,"getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>"
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating",5.174874544,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.101499796,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating",5.143643618,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.117484093,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,Assigned container <*> to <*>,Hadoop,Unseen,"<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0

### Response:
<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_0",5.153675556,<*> to attempt <*>
"Recalculating schedule, headroom=<memory:8192, vCores:-19>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
[2022-01-01 12:00:00] [INFO] [main] [com.example.app.App] - Starting application

### Response:
[<*>] [<*>] [<*>] [<*>] - Starting application",5.094689608,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.115488052,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,"After Scheduling: <*>Reds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>


### Input:
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedM",5.12193346,After Scheduling: <*>Reds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,"<*> Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000000_0 TaskAtt",5.157134533,<*> Transitioned from <*> to <*>
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_,5.224560499,<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-20> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for application_<*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>


### Input:
getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-2",5.228257179,"getResources() for application_<*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>"
"Recalculating schedule, headroom=<memory:7168, vCores:-20>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:7168, vCores:-20>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:7168, vCores:-20>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=",5.133157492,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.086722136,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0,Assigned container <*> to <*>,Hadoop,Unseen,"<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0

### Response:
<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_0",5.184715271,<*> to attempt <*>
"Recalculating schedule, headroom=<memory:5120, vCores:-22>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:5120, vCores:-22>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:5120, vCores:-22>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule,",5.106273174,"Recalculating schedule, headroom=<*>"
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.139786005,<*> slow start threshold not met. completedMapsForReduceSlowstart <*>
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:2 ContRel:0 HostLocal:0 RackLocal:2,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,"After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>


### Input:
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedM",5.137228251,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,"<*> TaskAttempt Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> TaskAttempt Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_0000",5.106883764,<*> TaskAttempt Transitioned from <*> to <*>
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,"<*> TaskAttempt Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> TaskAttempt Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_0000",5.186357021,<*> TaskAttempt Transitioned from <*> to <*>
