Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_HealthApp_5,Inference_time_5,Unseen_Mistral_ZS_HealthApp_5_TempOnly
onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,HealthApp,Unseen,"onReceive <*> <*>


### Input:
onReceive action: android.intent.action.SCREEN_ON

### Response:
onReceive <*> <*>


### Input:
onReceive action: android.intent.action.BOOT_COMPLETED

### Response:
onReceive <*> <*>


### Input:
onReceive action: android.intent.action.USER_PRESENT

### Response:
onReceive <*> <*>


### Input",5.246171712875366,onReceive <*> <*>
setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.247226715087891,<*>##<*>##<*>##<*>##<*>##<*>
"screen status unknown,think screen on","screen status unknown,think screen on",HealthApp,Unseen,"<*> status <*>

### Input:
screen status unknown,think screen on

### Response:
<*> status <*>

### Input:
screen status unknown,think screen on

### Response:
<*> status <*>

### Input:
screen status unknown,think screen on

### Response:
<*> status <*>

### Input:
screen status unknown,think screen on

### Response:
<*> status <*>

### Input:
screen status unknown,think screen on

### Response:",5.245946407318115,<*> status <*>
REPORT : 7017 5010 150304 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7017 5010 150304 240 10000000000000000000000000000000000000000000000000000000000000000000000000000",5.192441701889038,REPORT : <*> <*> <*> <*>
onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,HealthApp,Unseen,"<*> action: <*>


### Input:
onReceive action: android.intent.action.SCREEN_ON

### Response:
<*> action: <*>


### Input:
onReceive action: android.intent.action.SCREEN_ON

### Response:
<*> action: <*>


### Input:
onReceive action: android.intent.action.SCREEN_ON

### Response:
<*> action: <*>


### Input:
onReceive action:",5.215161323547363,<*> action: <*>
setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.254147052764893,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7017 5010 150304 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7017 5010 150304 240 10000000000000000000000000000000000000000000000000000000000000000000000000000",5.18097734451294,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.262984752655029,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7018 5010 150325 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7018 5010 150325 240 100000000000000000000000000000000000000000000000000000000000000000000000000000",5.205012559890747,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.259761333465576,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7019 5011 150346 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7019 5011 150346 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7019 5011 150346 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7019",5.2008137702941895,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.258092641830444,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7020 5012 150368 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7020 5012 150368 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7020 5012 150368 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7020",5.191965579986572,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971

### Response:",5.232690811157227,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7021 5012 150389 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7021 5012 150389 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7021 5012 150389 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7021",5.198484182357788,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.236600399017334,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7022 5013 150411 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7022 5013 150411 240

### Response:
REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7022 5013 150411 240

### Response:
REPORT : <*> <*> <*> <*>


### Input:
REPORT : 70",5.213149785995483,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.198775768280029,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7023 5014 150432 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7023 5014 150432 240 1000

### Response:
REPORT : <*> <*> <*> <*> <*>

### Input:
REPORT : 7023 5014 150432 240 1000 1000

### Response:
REPORT : <*> <*> <*>",5.2406227588653564,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.225053071975708,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7024 5015 150454 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*> <*>

### Input:
REPORT : 7024 5015 150454 240 1000

### Response:
REPORT : <*> <*> <*> <*> <*> <*>

### Input:
REPORT : 7024 5015 150454 240 1000 1000

### Response:
REPORT : <*>",5.225222826004028,REPORT : <*> <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.239382266998291,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7025 5015 150475 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*> <*>

### Input:
REPORT : 7025 5015 150475 240 1000000000000000000000000000000000000000000000000000000000000000000000000000",5.243274688720703,REPORT : <*> <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.225208520889282,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7026 5016 150496 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7026 5016 150496 240 100000000000000000000000000000000000000000000000000000000000000000000000000000",5.208046913146973,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*##7027##548365##8661##14166##27185467>


### Input:
setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467##1514038440000##7027##54836",5.1828131675720215,<*##7027##548365##8661##14166##27185467>
REPORT : 7027 5017 150518 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7027 5017 150518 240 100000000000000000000000000000000000000000000000000000000000000000000000000000",5.228348970413208,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.238733768463135,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7028 5017 150539 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7028 5017 150539 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7028 5017 150539 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7028",5.19060206413269,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.24264931678772,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7029 5018 150561 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7029 5018 150561 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7029 5018 150561 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7029",5.201264142990112,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.253995656967163,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7030 5019 150582 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7030 5019 150582 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7030 5019 150582 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7030",5.203204154968262,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.27107310295105,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7031 5020 150604 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7031 5020 150604 240 10000000000000000000000000000000000000000000000000000000000000000000000000000",5.242876529693604,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.300766706466675,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7032 5020 150625 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7032 5020 150625 240

### Response:
REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7032 5020 150625 240

### Response:
REPORT : <*> <*> <*> <*>


### Input:
REPORT : 70",5.196000814437866,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.242388963699341,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7033 5021 150646 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7033 5021 150646 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7033 5021 150646 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7033",5.22579550743103,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.237474679946899,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7034 5022 150668 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7034 5022 150668 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7034 5022 150668 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7034",5.200576305389404,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.250127553939819,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7035 5022 150689 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7035 5022 150689 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7035 5022 150689 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7035",5.252484083175659,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.213620185852051,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7036 5023 150711 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7036 5023 150711 240

### Response:
REPORT : <*> <*> <*> <*>


### Input:
REPORT : 7036 5023 150711 240

### Response:
REPORT : <*> <*> <*> <*>


### Input:
REPORT : 70",5.2071213722229,REPORT : <*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,"<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969

### Response:
<*>##<*>##<*>##<*>##<*>##<*>


### Input:
setTodayTotalDetailSteps=15140",5.250721454620361,<*>##<*>##<*>##<*>##<*>##<*>
REPORT : 7037 5024 150732 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,"REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7037 5024 150732 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7037 5024 150732 240

### Response:
REPORT : <*> <*> <*> <*>

### Input:
REPORT : 7037",5.254393815994263,REPORT : <*> <*> <*> <*>
