Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HPC_5,Inference_time_5,New_Mistral_ZS_HPC_5_TempOnly
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*> is in the <*> state (HWID=<*>

### Input:
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159)

### Response:
Component State Change: Component <*> is in the <*> state (HWID=<*>

### Input:
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159)

### Response",5.296645164489746,Component State Change: Component <*> is in the <*> state (HWID=<*>
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2608),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*> is in the unavailable state (HWID=<*>

### Input:
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2608)

### Response:
Component State Change: Component <*> is in the unavailable state (HWID=<*>

### Input:
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2608)

### Response",5.27342700958252,Component State Change: Component <*> is in the unavailable state (HWID=<*>
clusterAddMember  (command 1902),clusterAddMember (command <*>),HPC,New,"clusterAddMember <*>


### Input:
clusterAddMember  (command 1902) 10.10.10.10

### Response:
clusterAddMember <*> <*>


### Input:
clusterAddMember  (command 1902) 10.10.10.10 10.10.10.10

### Response:
clusterAddMember <*> <*> <*>


### Input:
clusterAddMember  (command",5.3118736743927,clusterAddMember <*>
clusterAddMember  (command 1900),clusterAddMember (command <*>),HPC,New,"clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:
clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:
clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:
clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:",5.248189687728882,clusterAddMember <*>
risBoot  (command 1903),risBoot (command <*>),HPC,New,"risBoot <*>

### Input:
risBoot  (command 1903)  (command 1904)

### Response:
risBoot <*> <*>

### Input:
risBoot  (command 1903)  (command 1904)  (command 1905)

### Response:
risBoot <*> <*> <*>

### Input:
risBoot  (command 1903)  (command 1904)  (command",5.276806831359863,risBoot <*>
bootGenvmunix  (command 1903),bootGenvmunix (command <*>),HPC,New,"<*> (command <*> )


### Input:
bootGenvmunix  (command 1903)

### Response:
<*> (command <*> )


### Input:
bootGenvmunix  (command 1903)

### Response:
<*> (command <*> )


### Input:
bootGenvmunix  (command 1903)

### Response:
<*> (command <*> )


### Input:
bootGenvmun",5.2787697315216064,<*> (command <*> )
boot  (command 1911),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.33151912689209,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 1910),boot (command <*>),HPC,New,"<*> (command <*> )


### Input:
boot  (command 1910)

### Response:
<*> (command <*> )


### Input:
boot  (command 1910)

### Response:
<*> (command <*> )


### Input:
boot  (command 1910)

### Response:
<*> (command <*> )


### Input:
boot  (command 1910)

### Response:",5.284331798553467,<*> (command <*> )
boot  (command 1978),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.273139953613281,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 1967),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.254950046539307,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 1975),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command",5.315785646438599,<*> (command <*> )
boot  (command 1999),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.265197038650513,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
halt  (command 1982),halt (command <*>),HPC,New,"<*> (command <*> )


### Input:
halt  (command 1982)

### Response:
<*> (command <*> )


### Input:
halt  (command 1982)

### Response:
<*> (command <*> )


### Input:
halt  (command 1982)

### Response:
<*> (command <*> )


### Input:
halt  (command 1982)

### Response:",5.276959657669067,<*> (command <*> )
boot  (command 1981),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.273736953735352,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 1973),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.23507571220398,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 1973),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command",5.329334259033203,<*> (command <*> )
wait  (command 2057),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command",5.34477686882019,<*> (command <*> )
boot  (command 2152),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.353417873382568,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 2154),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command",5.34238338470459,<*> (command <*> )
boot  (command 2141),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.367010831832886,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2110),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.338415861129761,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2160),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.353020906448364,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
halt  (command 2221),halt (command <*>),HPC,New,"<*> (command <*> )


### Input:
halt  (command 2221)

### Response:
<*> (command <*> )


### Input:
halt  (command 2221)

### Response:
<*> (command <*> )


### Input:
halt  (command 2221)

### Response:
<*> (command <*> )


### Input:
halt  (command 2221)

### Response:",5.353116035461426,<*> (command <*> )
wait  (command 2217),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command",5.324573755264282,<*> (command <*> )
wait  (command 2217),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command",5.308476686477661,<*> (command <*> )
wait  (command 2201),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2201)

### Response:
<*> (command <*> )

### Input:
wait  (command 2201)

### Response:
<*> (command <*> )

### Input:
wait  (command 2201)

### Response:
<*> (command <*> )

### Input:
wait  (command 2201)

### Response:
<*> (command",5.33409309387207,<*> (command <*> )
wait  (command 2199),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command",5.2911646366119385,<*> (command <*> )
boot  (command 2183),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.285720109939575,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 2189),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command",5.291355848312378,<*> (command <*> )
wait  (command 2302),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command",5.297647476196289,<*> (command <*> )
wait  (command 2270),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command",5.334750652313232,<*> (command <*> )
wait  (command 2257),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command",5.297368049621582,<*> (command <*> )
boot  (command 2257),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.266078948974609,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2316),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.279096364974976,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2316),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.283287286758423,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 2322),wait (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.298007488250732,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
wait  (command 2354),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command <*> )

### Input:
wait  (command 2354)

### Response:
<*> (command",5.312100172042847,<*> (command <*> )
wait  (command 2347),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command",5.3668975830078125,<*> (command <*> )
boot  (command 2368),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.313733577728272,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2392),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.270241498947144,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
boot  (command 2406),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.334617376327515,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <
