Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Spark_1,Inference_time_1,Unseen_Mistral_ZS_Spark_1_TempOnly
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Response:",5.194663763046265,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Response:",5.246750354766846,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver

### Response",5.180198192596436,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Response:",5.24961256980896,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver


### Input:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Response",5.214278221130371,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 1.0 (TID 42),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 1.0 (TID 42)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 1.0 (TID 42)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in",5.2184648513793945,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 1.0 (TID 56),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 1.0 (TID 56)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 1.0 (TID 56)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in",5.235229969024658,Running task <*> in stage <*> (TID <*>).
Running task 2.0 in stage 1.0 (TID 69),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 1.0 (TID 69)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 1.0 (TID 69)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in",5.232843637466431,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 1.0 (TID 78),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 1.0 (TID 78)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 1.0 (TID 78)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in",5.125620603561401,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 1.0 (TID 79),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 1.0 (TID 79)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 1.0 (TID 79)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in",5.182981729507446,Running task <*> in stage <*> (TID <*>).
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Response",5.184795618057251,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Response",5.145035028457642,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Response",5.199565887451172,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Response",5.220019817352295,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Response",5.218586683273315,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 2.0 (TID 87)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 2.0 (TID 87)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in",5.130250453948975,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 2.0 (TID 101),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 101)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 101)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 2.0 (TID 1",5.185582876205444,<*> in stage <*> (TID <*>
Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 2.0 (TID 112)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 2.0 (TID 112)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.207403182983398,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 2.0 (TID 118)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 2.0 (TID 118)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.156100273132324,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 2.0 (TID 119)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 2.0 (TID 119)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.",5.146525621414185,Running task <*> in stage <*> (TID <*>).
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver",5.172426223754883,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver",5.151587247848511,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver",5.2138352394104,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver",5.227380037307739,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Response",5.231199264526367,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 3.0 (TID 122)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 3.0 (TID 122)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.2709059715271,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 136)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 136)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 3.0 (TID 1",5.222274303436279,<*> in stage <*> (TID <*>
Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 3.0 (TID 150)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 3.0 (TID 150)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.219187021255493,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 3.0 (TID 158)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 3.0 (TID 158)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.191652297973633,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 159)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 159)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 4.0 in stage 3.0 (TID 1",5.200772285461426,<*> in stage <*> (TID <*>
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver",5.195381879806519,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver",5.185424327850342,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver",5.268676280975342,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver",5.200332164764404,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver",5.208577871322632,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 4.0 (TID 171)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 4.0 (TID 171)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.229006052017212,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 185)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 185)

### Response:
<*> in stage <*> (TID <*>

### Input:
Running task 1.0 in stage 4.0 (TID 1",5.200297594070435,<*> in stage <*> (TID <*>
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 4.0 (TID 195)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.0 in stage 4.0 (TID 195)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 2.",5.169094800949097,Running task <*> in stage <*> (TID <*>).
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 4.0 (TID 198)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.0 in stage 4.0 (TID 198)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 3.",5.189778804779053,Running task <*> in stage <*> (TID <*>).
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 4.0 (TID 199)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.0 in stage 4.0 (TID 199)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 4.",5.1734044551849365,Running task <*> in stage <*> (TID <*>).
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver",5.2198686599731445,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver",5.166037082672119,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver",5.20173978805542,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver",5.213957786560059,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Response:
<*> in stage <*> (TID <*>). <*> bytes result sent to driver

### Input:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver",5.1571364402771,<*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 5.0 (TID 206)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.0 in stage 5.0 (TID 206)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 0.",5.245110988616943,Running task <*> in stage <*> (TID <*>).
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 5.0 (TID 220)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.0 in stage 5.0 (TID 220)

### Response:
Running task <*> in stage <*> (TID <*>).


### Input:
Running task 1.",5.181060552597046,Running task <*> in stage <*> (TID <*>).
