Content,EventTemplate,Dataset,Category,New_Mistral_FT_HPC_4,Inference_time_4
boot  (command 2183),boot (command <*>),HPC,New,boot (command <*>),0.5560431480407715
wait  (command 2189),wait (command <*>),HPC,New,wait (command <*>),0.5587241649627686
wait  (command 2302),wait (command <*>),HPC,New,wait (command <*>),0.5627913475036621
wait  (command 2270),wait (command <*>),HPC,New,wait (command <*>),0.5448205471038818
wait  (command 2257),wait (command <*>),HPC,New,wait (command <*>),0.5485677719116211
boot  (command 2257),boot (command <*>),HPC,New,boot (command <*>),0.5517773628234863
boot  (command 2316),boot (command <*>),HPC,New,boot (command <*>),0.5470240116119385
boot  (command 2316),boot (command <*>),HPC,New,boot (command <*>),0.5502424240112305
wait  (command 2322),wait (command <*>),HPC,New,wait (command <*>),0.5521082878112793
wait  (command 2354),wait (command <*>),HPC,New,wait (command <*>),0.5453701019287109
wait  (command 2347),wait (command <*>),HPC,New,wait (command <*>),0.5550878047943115
boot  (command 2368),boot (command <*>),HPC,New,boot (command <*>),0.5510742664337158
boot  (command 2392),boot (command <*>),HPC,New,boot (command <*>),0.5608017444610596
boot  (command 2406),boot (command <*>),HPC,New,boot (command <*>),0.5625994205474854
boot  (command 2417),boot (command <*>),HPC,New,boot (command <*>),0.5578291416168213
boot  (command 2423),boot (command <*>),HPC,New,boot (command <*>),0.5564939975738525
wait  (command 2424),wait (command <*>),HPC,New,wait (command <*>),0.551459550857544
wait  (command 2449),wait (command <*>),HPC,New,wait (command <*>),0.5536034107208252
boot  (command 2464),boot (command <*>),HPC,New,boot (command <*>),0.553844690322876
wait  (command 2468),wait (command <*>),HPC,New,wait (command <*>),0.5584826469421387
boot  (command 2520),boot (command <*>),HPC,New,boot (command <*>),0.5588834285736084
wait  (command 2517),wait (command <*>),HPC,New,wait (command <*>),0.5551061630249023
boot  (command 2517),boot (command <*>),HPC,New,boot (command <*>),0.5576639175415039
wait  (command 2511),wait (command <*>),HPC,New,wait (command <*>),0.5586109161376953
wait  (command 2513),wait (command <*>),HPC,New,wait (command <*>),0.5586631298065186
boot  (command 2514),boot (command <*>),HPC,New,boot (command <*>),0.554767370223999
wait  (command 2484),wait (command <*>),HPC,New,wait (command <*>),0.5505692958831787
boot  (command 2625),boot (command <*>),HPC,New,boot (command <*>),0.5511083602905273
wait  (command 2607),wait (command <*>),HPC,New,wait (command <*>),0.5500133037567139
boot  (command 2616),boot (command <*>),HPC,New,boot (command <*>),0.5447103977203369
boot  (command 2619),boot (command <*>),HPC,New,boot (command <*>),0.5496053695678711
boot  (command 2616),boot (command <*>),HPC,New,boot (command <*>),0.5608649253845215
boot  (command 2616),boot (command <*>),HPC,New,boot (command <*>),0.5617766380310059
boot  (command 2602),boot (command <*>),HPC,New,boot (command <*>),0.5567331314086914
wait  (command 2582),wait (command <*>),HPC,New,wait (command <*>),0.5436191558837891
boot  (command 2584),boot (command <*>),HPC,New,boot (command <*>),0.5520670413970947
wait  (command 2549),wait (command <*>),HPC,New,wait (command <*>),0.5495266914367676
boot  (command 2550),boot (command <*>),HPC,New,boot (command <*>),0.5553174018859863
boot  (command 2548),boot (command <*>),HPC,New,boot (command <*>),0.5531132221221924
boot  (command 2538),boot (command <*>),HPC,New,boot (command <*>),0.5534152984619141
wait  (command 2683),wait (command <*>),HPC,New,wait (command <*>),0.5522010326385498
boot  (command 2686),boot (command <*>),HPC,New,boot (command <*>),0.5436768531799316
wait  (command 2682),wait (command <*>),HPC,New,wait (command <*>),0.5493636131286621
wait  (command 2763),wait (command <*>),HPC,New,wait (command <*>),0.5568230152130127
wait  (command 2800),wait (command <*>),HPC,New,wait (command <*>),0.5521116256713867
boot  (command 2790),boot (command <*>),HPC,New,boot (command <*>),0.5569939613342285
wait  (command 2817),wait (command <*>),HPC,New,wait (command <*>),0.5565636157989502
wait  (command 2823),wait (command <*>),HPC,New,wait (command <*>),0.5466475486755371
wait  (command 2817),wait (command <*>),HPC,New,wait (command <*>),0.5478391647338867
wait  (command 2900),wait (command <*>),HPC,New,wait (command <*>),0.541895866394043
wait  (command 2885),wait (command <*>),HPC,New,wait (command <*>),0.5409500598907471
wait  (command 2909),wait (command <*>),HPC,New,wait (command <*>),0.5612974166870117
boot  (command 2960),boot (command <*>),HPC,New,boot (command <*>),0.5601263046264648
wait  (command 2963),wait (command <*>),HPC,New,wait (command <*>),0.562802791595459
boot  (command 2999),boot (command <*>),HPC,New,boot (command <*>),0.5515191555023193
halt  (command 2992),halt (command <*>),HPC,New,halt (command <*>),0.5449397563934326
wait  (command 3087),wait (command <*>),HPC,New,wait (command <*>),0.542670488357544
wait  (command 3079),wait (command <*>),HPC,New,wait (command <*>),0.5434625148773193
wait  (command 3078),wait (command <*>),HPC,New,wait (command <*>),0.5439064502716064
wait  (command 3141),wait (command <*>),HPC,New,wait (command <*>),0.5558900833129883
boot  (command 3138),boot (command <*>),HPC,New,boot (command <*>),0.541161298751831
boot  (command 3169),boot (command <*>),HPC,New,boot (command <*>),0.5430848598480225
boot  (command 3169),boot (command <*>),HPC,New,boot (command <*>),0.5443177223205566
boot  (command 3194),boot (command <*>),HPC,New,boot (command <*>),0.5541422367095947
boot  (command 3320),boot (command <*>),HPC,New,boot (command <*>),0.5541715621948242
boot  (command 3318),boot (command <*>),HPC,New,boot (command <*>),0.5500092506408691
boot  (command 3317),boot (command <*>),HPC,New,boot (command <*>),0.5518054962158203
wait  (command 3319),wait (command <*>),HPC,New,wait (command <*>),0.5489530563354492
wait  (command 3334),wait (command <*>),HPC,New,wait (command <*>),0.5583310127258301
boot  (command 3334),boot (command <*>),HPC,New,boot (command <*>),0.5516953468322754
wait  (command 3412),wait (command <*>),HPC,New,wait (command <*>),0.5469906330108643
boot  (command 3413),boot (command <*>),HPC,New,boot (command <*>),0.5512304306030273
boot  (command 3473),boot (command <*>),HPC,New,boot (command <*>),0.5609786510467529
wait  (command 3523),wait (command <*>),HPC,New,wait (command <*>),0.5635058879852295
wait  (command 3525),wait (command <*>),HPC,New,wait (command <*>),0.5536000728607178
wait  (command 3519),wait (command <*>),HPC,New,wait (command <*>),0.5504534244537354
boot  (command 3519),boot (command <*>),HPC,New,boot (command <*>),0.5531525611877441
boot  (command 3512),boot (command <*>),HPC,New,boot (command <*>),0.5602664947509766
boot  (command 3579),boot (command <*>),HPC,New,boot (command <*>),0.5524110794067383
boot  (command 3572),boot (command <*>),HPC,New,boot (command <*>),0.5559353828430176
boot  (command 3580),boot (command <*>),HPC,New,boot (command <*>),0.5504312515258789
wait  (command 3612),wait (command <*>),HPC,New,wait (command <*>),0.5500233173370361
boot  (command 3615),boot (command <*>),HPC,New,boot (command <*>),0.5518155097961426
wait  (command 3609),wait (command <*>),HPC,New,wait (command <*>),0.5473084449768066
boot  (command 3624),boot (command <*>),HPC,New,boot (command <*>),0.5517985820770264
wait  (command 3649),wait (command <*>),HPC,New,wait (command <*>),0.5531880855560303
boot  (command 3639),boot (command <*>),HPC,New,boot (command <*>),0.5463643074035645
wait  (command 3690),wait (command <*>),HPC,New,wait (command <*>),0.5448977947235107
boot  (command 3696),boot (command <*>),HPC,New,boot (command <*>),0.5575964450836182
wait  (command 3698),wait (command <*>),HPC,New,wait (command <*>),0.5528178215026855
wait  (command 3709),wait (command <*>),HPC,New,wait (command <*>),0.542492151260376
wait  (command 3837),wait (command <*>),HPC,New,wait (command <*>),0.5464019775390625
wait  (command 3847),wait (command <*>),HPC,New,wait (command <*>),0.5577399730682373
boot  (command 3951),boot (command <*>),HPC,New,boot (command <*>),0.5599968433380127
boot  (command 3928),boot (command <*>),HPC,New,boot (command <*>),0.5584983825683594
boot  (command 3939),boot (command <*>),HPC,New,boot (command <*>),0.5567295551300049
boot  (command 3964),boot (command <*>),HPC,New,boot (command <*>),0.552234411239624
wait  (command 3973),wait (command <*>),HPC,New,wait (command <*>),0.5477228164672852
wait  (command 3981),wait (command <*>),HPC,New,wait (command <*>),0.5539095401763916
wait  (command 3981),wait (command <*>),HPC,New,wait (command <*>),0.5528531074523926
boot  (command 4024),boot (command <*>),HPC,New,boot (command <*>),0.5532214641571045
wait  (command 4061),wait (command <*>),HPC,New,wait (command <*>),0.5548958778381348
wait  (command 4110),wait (command <*>),HPC,New,wait (command <*>),0.5536487102508545
boot  (command 4118),boot (command <*>),HPC,New,boot (command <*>),0.5527589321136475
wait  (command 4116),wait (command <*>),HPC,New,wait (command <*>),0.5532419681549072
wait  (command 4117),wait (command <*>),HPC,New,wait (command <*>),0.54219651222229
boot  (command 4109),boot (command <*>),HPC,New,boot (command <*>),0.5514926910400391
wait  (command 4145),wait (command <*>),HPC,New,wait (command <*>),0.5489439964294434
boot  (command 4176),boot (command <*>),HPC,New,boot (command <*>),0.5568263530731201
boot  (command 4170),boot (command <*>),HPC,New,boot (command <*>),0.5601649284362793
wait  (command 4176),wait (command <*>),HPC,New,wait (command <*>),0.5495355129241943
wait  (command 4176),wait (command <*>),HPC,New,wait (command <*>),0.5582189559936523
bootGenvmunix  (command 4185),bootGenvmunix (command <*>),HPC,New,bootGenvmunix (command <*>),0.8125884532928467
boot  (command 4223),boot (command <*>),HPC,New,boot (command <*>),0.5661132335662842
wait  (command 4221),wait (command <*>),HPC,New,wait (command <*>),0.5559356212615967
wait  (command 4219),wait (command <*>),HPC,New,wait (command <*>),0.5475223064422607
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4317948818206787
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.42223525047302246
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.422865629196167
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4248325824737549
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4233827590942383
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.430591344833374
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.43169140815734863
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4319279193878174
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4333677291870117
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4288504123687744
Targeting domains:node-D3 and nodes:node-[104-127] child of command 1963,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1422114372253418
Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1535141468048096
Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.8525006771087646
Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1759531497955322
Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1726274490356445
Targeting domains:node-D0 and nodes:node-0,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.8645229339599609
Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.8541724681854248
Targeting domains:node-D2 and nodes:node-[64-95] child of command 3488,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1594743728637695
Targeting domains:node-D2 and nodes:node-84,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.8604292869567871
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.7362725734710693
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.7182271480560303
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.7317817211151123
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.7400624752044678
psu failure\ ambient=31,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.7376143932342529
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.7981390953063965
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.7960164546966553
ClusterFileSystem: There is no server for ServerFileSystem domain storage234,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0933074951171875
ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.133136510848999
ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1108908653259277
ClusterFileSystem: There is no server for ServerFileSystem domain storage1534,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.088181495666504
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0940203666687012
ClusterFileSystem: There is no server for ServerFileSystem domain storage934,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.094700574874878
ClusterFileSystem: There is no server for ServerFileSystem domain storage131,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0975406169891357
ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.080507516860962
ClusterFileSystem: There is no server for ServerFileSystem domain storage444,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0943348407745361
ClusterFileSystem: There is no server for ServerFileSystem domain storage141,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1011838912963867
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1010289192199707
ClusterFileSystem: There is no server for ServerFileSystem domain storage1612,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1186933517456055
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.127051830291748
ClusterFileSystem: There is no server for ServerFileSystem domain storage1542,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1073698997497559
ClusterFileSystem: There is no server for ServerFileSystem domain storage1644,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.105980634689331
ClusterFileSystem: There is no server for ServerFileSystem domain storage242,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1042120456695557
ClusterFileSystem: There is no server for ServerFileSystem domain storage1031,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0960497856140137
ClusterFileSystem: There is no server for ServerFileSystem domain storage1331,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0848298072814941
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1031684875488281
ClusterFileSystem: There is no server for ServerFileSystem domain storage221,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.091268539428711
ClusterFileSystem: There is no server for ServerFileSystem domain storage622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.095808506011963
ClusterFileSystem: There is no server for ServerFileSystem domain storage112,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1070492267608643
ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1191065311431885
ClusterFileSystem: There is no server for ServerFileSystem domain storage142,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1043689250946045
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1083197593688965
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.103025197982788
ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0933187007904053
ClusterFileSystem: There is no server for ServerFileSystem domain storage411,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0992095470428467
ClusterFileSystem: There is no server for ServerFileSystem domain storage132,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0927174091339111
ClusterFileSystem: There is no server for ServerFileSystem domain storage832,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0911264419555664
ClusterFileSystem: There is no server for ServerFileSystem domain storage531,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0989222526550293
ClusterFileSystem: There is no server for ServerFileSystem domain storage321,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1024210453033447
NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,NIFF: node <*> detected a failed network connection on network <*> via interface alt0,1.3559017181396484
NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,NIFF: node <*> detected a failed network connection on network <*> via interface alt<*>,1.4299004077911377
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,HPC,New,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,1.1097650527954102
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2412197589874268
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2478041648864746
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2312445640563965
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2468211650848389
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2401959896087646
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2071080207824707
Fan speeds ( 3552 3534 3375 11637 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.251957654953003
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2390429973602295
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2267394065856934
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2274792194366455
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2385623455047607
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2486751079559326
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.236821174621582
Fan speeds ( 3552 3534 3375 4470 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.228733777999878
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2126924991607666
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2359395027160645
