Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_Mac_4,Inference_time_4
"ARPT: 645791.413780: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 156,","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",Mac,Unseen,"ARPT: <*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>",2.17213773727417
Captive: CNPluginHandler en0: Authenticated,Captive: CNPluginHandler en0: Authenticated,Mac,Unseen,Captive: CNPluginHandler en0: Authenticated,0.7984039783477783
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,Location icon should now be in state '<*>,0.6729791164398193
"ARPT: 646292.668059: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Mac,Unseen,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",1.3829865455627441
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,Location icon should now be in state '<*>',0.7455778121948242
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,Location icon should now be in state '<*>,0.6968097686767578
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",Mac,Unseen,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",2.6358797550201416
2017-07-02 15:46:41.445 ksfetch[32435/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1005110b0> { URL: https://tools.google.com/service/update2?cup2hreq=53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key=7:1132320327 }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to folder:<*>,Mac,Unseen,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*>> { URL: <*> }) to folder:<*>,3.0025510787963867
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,Location icon should now be in state '<*>',0.74405837059021
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,Location icon should now be in state '<*>',0.7346370220184326
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,Mac,Unseen,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>,1.681833267211914
CCXPCService::setStreamEventHandler Registered for notification callback.,CCXPCService::setStreamEventHandler Registered for notification callback.,Mac,Unseen,CCXPCService::setStreamEventHandler Registered for notification callback.,0.9081394672393799
"ARPT: 661856.313502: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Mac,Unseen,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",1.4077630043029785
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,Mac,Unseen,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>,1.6931679248809814
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,AppleCamIn::wakeEventHandlerThread,0.5422341823577881
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,Location icon should now be in state 'Active',0.7290573120117188
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe13512cf70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",Mac,Unseen,,7.2692389488220215
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,Location icon should now be in state 'Active',0.7190961837768555
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",Mac,Unseen,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<*> ""<*> Account identity not set"" UserInfo={NSDescription=<*> Account identity not set}",2.4834816455841064
"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",Mac,Unseen,"Configuration Notice: ASL Module ""<*> claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",1.8612287044525146
"ARPT: 671856.784669: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 18011,","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",Mac,Unseen,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",2.103609323501587
"ARPT: 672041.595629: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10","ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",Mac,Unseen,"ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",1.444080114364624
"ARPT: 672113.005012: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10","ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",Mac,Unseen,"ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",1.470883846282959
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,AppleCamIn::wakeEventHandlerThread,0.556354284286499
"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520765684.9","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,"NETWORK: requery, <*>",0.496798038482666
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,AppleCamIn::wakeEventHandlerThread,0.5720655918121338
RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Mac,Unseen,RTC: PowerByCalendarDate setting ignored,0.6278021335601807
"ARPT: 672922.026642: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Mac,Unseen,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",1.4153974056243896
"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520783088.4","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",1.922055959701538
"ARPT: 673399.580233: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 13027,","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",Mac,Unseen,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",2.1009199619293213
"ARPT: 673493.721766: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Mac,Unseen,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",1.3790686130523682
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,AppleCamIn::wakeEventHandlerThread,0.5423927307128906
[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,Mac,Unseen,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (<*>) (<*>) at <*> line <*>,1.738276481628418
[11:34:44.290] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,Mac,Unseen,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (<*>) (<*>) at <*><*> line <*>,1.8833012580871582
[11:58:36.563] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,Mac,Unseen,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line <*>,4.0856640338897705
[12:11:47.043] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,Mac,Unseen,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (<*>) (<*>) at <*>,1.6146056652069092
"Unexpected payload found for message 9, dataLen 0","Unexpected payload found for message <*>, dataLen <*>",Mac,Unseen,Unexpected payload found for message <*> dataLen <*>,0.667855978012085
Internal name did not resolve to internal address!,Internal name did not resolve to internal address!,Mac,Unseen,Internal name did not resolve to internal address!,0.6663293838500977
__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc20795 14.17.42.14:14000,<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>:<*>,Mac,Unseen,__<*>-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.<*> tc<*> <*>:<*>,2.176025390625
"CCFile::copyFile fileName is [2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_13,50,14.954481]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,"CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>",1.2064235210418701
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",Mac,Unseen,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",2.387009620666504
"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec.","<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*> to complete, <*> reads >= <*> sec.",Mac,Unseen,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*> sec.",2.2036261558532715
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,Mac,Unseen,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>,1.6847662925720215
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,AppleCamIn::wakeEventHandlerThread,0.5455446243286133
"CCFile::copyFile fileName is [2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_15,47,15.349129]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,"CCFile::copyFile fileName is <*>-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//<*>, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/<*>-AuthFail:sts:<*>_rsn:<*>/DriverLogs//<*>",5.735170602798462
"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4321 bytes @ 48 took 0.607292 sec. to complete, 7 reads >= 0.5 sec.","<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*> to complete, <*> reads >= <*> sec.",Mac,Unseen,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> sec. to complete, <*> reads >= <*> sec.",2.2572991847991943
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,AppleCamIn::wakeEventHandlerThread,0.5493149757385254
"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,"CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>",1.2009918689727783
"CCFile::copyFile fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.094895]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,"CCFile::copyFile fileName is <*>-io80211Family-<*>.pcapng, source path:<*>, dest path:<*>",1.9233837127685547
"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,"CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>",1.202887773513794
ARPT: 682834.192587: wlc_dump_aggfifo:,ARPT: <*>: wlc_dump_aggfifo:,Mac,Unseen,ARPT: <*>: wlc_dump_aggfifo:,0.7853488922119141
"CCFile::copyFile fileName is [2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,46.298508]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,,7.313759803771973
"CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,CCFile::copyFile fileName is <*> source path:<*> dest path:<*>,1.093675136566162
ARPT: 682977.654133: wlc_dump_aggfifo:,ARPT: <*>: wlc_dump_aggfifo:,Mac,Unseen,ARPT: <*>: wlc_dump_aggfifo:,0.7894012928009033
"CCFile::copyFile fileName is [2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_16,27,10.162319]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,"CCFile::copyFile fileName is <*>-AirPortBrcm4360_Logs-<*>, source path:<*>, dest path:<*>",1.9261538982391357
Captive: CNPluginHandler en0: Authenticated,Captive: CNPluginHandler en0: Authenticated,Mac,Unseen,Captive: CNPluginHandler en0: Authenticated,0.7868118286132812
__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 tc9008 103.251.128.144:80,<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>:<*>,Mac,Unseen,__<*>-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.<*> tc9008 <*>:<*>,2.2941250801086426
"ARPT: 683239.026135: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Mac,Unseen,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",1.4680020809173584
