Content,EventTemplate,Dataset,Category,New_LLAMA_FT_HPC_1,Inference_time_1
boot  (command 2625),boot (command <*>),HPC,New,boot  (command <*>),0.4966440200805664
wait  (command 2607),wait (command <*>),HPC,New,wait  (command <*>),0.5027973651885986
boot  (command 2616),boot (command <*>),HPC,New,boot  (command <*>,0.4368124008178711
boot  (command 2619),boot (command <*>),HPC,New,boot  (command <*>),0.491793155670166
boot  (command 2616),boot (command <*>),HPC,New,boot  (command <*>),0.5012586116790771
boot  (command 2616),boot (command <*>),HPC,New,boot  (command <*>),0.49447059631347656
boot  (command 2602),boot (command <*>),HPC,New,boot  (command <*>),0.49655914306640625
wait  (command 2582),wait (command <*>),HPC,New,wait  (command <*>),0.4940474033355713
boot  (command 2584),boot (command <*>),HPC,New,boot  (command <*>),0.49589037895202637
wait  (command 2549),wait (command <*>),HPC,New,wait  (command <*>,0.4340169429779053
boot  (command 2550),boot (command <*>),HPC,New,boot  (command <*>),0.4957618713378906
boot  (command 2548),boot (command <*>),HPC,New,boot  (command <*>),0.49128270149230957
boot  (command 2538),boot (command <*>),HPC,New,boot  (command <*>),0.49393582344055176
wait  (command 2683),wait (command <*>),HPC,New,wait  (command <*>),0.4939568042755127
boot  (command 2686),boot (command <*>),HPC,New,boot  (command <*>),0.4909789562225342
wait  (command 2682),wait (command <*>),HPC,New,wait  (command <*>),0.4844822883605957
wait  (command 2763),wait (command <*>),HPC,New,wait  (command <*>),0.4963102340698242
wait  (command 2800),wait (command <*>),HPC,New,wait  (command <*>),0.4919860363006592
boot  (command 2790),boot (command <*>),HPC,New,boot  (command <*>),0.4954690933227539
wait  (command 2817),wait (command <*>),HPC,New,wait  (command <*>),0.49124979972839355
wait  (command 2823),wait (command <*>),HPC,New,,0.4940307140350342
wait  (command 2817),wait (command <*>),HPC,New,wait  (command <*>),0.49392247200012207
wait  (command 2900),wait (command <*>),HPC,New,wait  (command <*>),0.4998307228088379
wait  (command 2885),wait (command <*>),HPC,New,wait  (command <*>),0.5009660720825195
wait  (command 2909),wait (command <*>),HPC,New,wait  (command <*>),0.505030632019043
boot  (command 2960),boot (command <*>),HPC,New,boot  (command <*>,0.4434478282928467
wait  (command 2963),wait (command <*>),HPC,New,,0.5074045658111572
boot  (command 2999),boot (command <*>),HPC,New,boot  (command <*>),0.5046253204345703
halt  (command 2992),halt (command <*>),HPC,New,halt  (command <*>),0.5038585662841797
wait  (command 3087),wait (command <*>),HPC,New,wait  (command <*>),0.5021390914916992
wait  (command 3079),wait (command <*>),HPC,New,wait  (command <*>),0.5049910545349121
wait  (command 3078),wait (command <*>),HPC,New,wait  (command <*>),0.4995133876800537
wait  (command 3141),wait (command <*>),HPC,New,wait  (command <*>),0.49744486808776855
boot  (command 3138),boot (command <*>),HPC,New,boot  (command <*>),0.4988727569580078
boot  (command 3169),boot (command <*>),HPC,New,boot  (command <*>),0.5008385181427002
boot  (command 3169),boot (command <*>),HPC,New,boot  (command <*>),0.49782752990722656
boot  (command 3194),boot (command <*>),HPC,New,boot  (command <*>),0.5066568851470947
boot  (command 3320),boot (command <*>),HPC,New,boot  (command <*>),0.4953792095184326
boot  (command 3318),boot (command <*>),HPC,New,boot  (command <*>),0.4916987419128418
boot  (command 3317),boot (command <*>),HPC,New,boot  (command <*>),0.49286437034606934
wait  (command 3319),wait (command <*>),HPC,New,,0.4966702461242676
wait  (command 3334),wait (command <*>),HPC,New,wait  (command <*>),0.48697757720947266
boot  (command 3334),boot (command <*>),HPC,New,boot  (command <*>),0.4888651371002197
wait  (command 3412),wait (command <*>),HPC,New,wait  (command <*>,0.429457426071167
boot  (command 3413),boot (command <*>),HPC,New,boot  (command <*>),0.4889061450958252
boot  (command 3473),boot (command <*>),HPC,New,boot <*> (command <*>),0.48914575576782227
wait  (command 3523),wait (command <*>),HPC,New,,0.4944422245025635
wait  (command 3525),wait (command <*>),HPC,New,wait  (command <*>),0.4920010566711426
wait  (command 3519),wait (command <*>),HPC,New,wait  (command <*>),0.5104012489318848
boot  (command 3519),boot (command <*>),HPC,New,boot  (command <*>),0.49401044845581055
boot  (command 3512),boot (command <*>),HPC,New,boot  (command <*>),0.5045559406280518
boot  (command 3579),boot (command <*>),HPC,New,boot  (command <*>),0.4967648983001709
boot  (command 3572),boot (command <*>),HPC,New,boot  (command <*>),0.4871678352355957
boot  (command 3580),boot (command <*>),HPC,New,boot  (command <*>),0.49103212356567383
wait  (command 3612),wait (command <*>),HPC,New,wait  (command <*>,0.42878270149230957
boot  (command 3615),boot (command <*>),HPC,New,boot  (command <*>,0.43389105796813965
wait  (command 3609),wait (command <*>),HPC,New,wait  (command <*>),0.4892435073852539
boot  (command 3624),boot (command <*>),HPC,New,boot  (command <*>),0.49750614166259766
wait  (command 3649),wait (command <*>),HPC,New,wait  (command <*>),0.49082159996032715
boot  (command 3639),boot (command <*>),HPC,New,boot  (command <*>),0.49077558517456055
wait  (command 3690),wait (command <*>),HPC,New,wait  (command <*>),0.4895443916320801
boot  (command 3696),boot (command <*>),HPC,New,boot  (command <*>),0.4937918186187744
wait  (command 3698),wait (command <*>),HPC,New,wait  (command <*>),0.49570775032043457
wait  (command 3709),wait (command <*>),HPC,New,,0.4952113628387451
wait  (command 3837),wait (command <*>),HPC,New,wait  (command <*>),0.48775315284729004
wait  (command 3847),wait (command <*>),HPC,New,wait  (command <*>,0.4291520118713379
boot  (command 3951),boot (command <*>),HPC,New,boot  (command <*>),0.48720383644104004
boot  (command 3928),boot (command <*>),HPC,New,boot  (command <*>),0.4994480609893799
boot  (command 3939),boot (command <*>),HPC,New,boot <*> (command <*>),0.4898862838745117
boot  (command 3964),boot (command <*>),HPC,New,boot  (command <*>,0.42917752265930176
wait  (command 3973),wait (command <*>),HPC,New,wait  (command <*>),0.4905812740325928
wait  (command 3981),wait (command <*>),HPC,New,wait  (command <*>),0.49260926246643066
wait  (command 3981),wait (command <*>),HPC,New,wait  (command <*>),0.5028142929077148
boot  (command 4024),boot (command <*>),HPC,New,boot  (command <*>),0.49666690826416016
wait  (command 4061),wait (command <*>),HPC,New,wait  (command <*>),0.5024893283843994
wait  (command 4110),wait (command <*>),HPC,New,wait  (command <*>),0.4941213130950928
boot  (command 4118),boot (command <*>),HPC,New,boot  (command <*>),0.49352598190307617
wait  (command 4116),wait (command <*>),HPC,New,wait  (command <*>,0.4301033020019531
wait  (command 4117),wait (command <*>),HPC,New,wait  (command <*>),0.49088525772094727
boot  (command 4109),boot (command <*>),HPC,New,boot  (command <*>),0.4930269718170166
wait  (command 4145),wait (command <*>),HPC,New,wait  (command <*>),0.4902019500732422
boot  (command 4176),boot (command <*>),HPC,New,boot  (command <*>,0.4279139041900635
boot  (command 4170),boot (command <*>),HPC,New,boot  (command <*>),0.48946380615234375
wait  (command 4176),wait (command <*>),HPC,New,wait  (command <*>,0.4314699172973633
wait  (command 4176),wait (command <*>),HPC,New,wait  (command <*>,0.4302248954772949
bootGenvmunix  (command 4185),bootGenvmunix (command <*>),HPC,New,bootGenvmunix  (command <*>,0.6716024875640869
boot  (command 4223),boot (command <*>),HPC,New,boot  (command <*>),0.4893827438354492
wait  (command 4221),wait (command <*>),HPC,New,wait  (command <*>),0.4922330379486084
wait  (command 4219),wait (command <*>),HPC,New,wait  (command <*>,0.43595457077026367
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.36960935592651367
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3699471950531006
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.36844873428344727
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.37169933319091797
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3717527389526367
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3693070411682129
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.36732912063598633
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.36873483657836914
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3759918212890625
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3681669235229492
Targeting domains:node-D3 and nodes:node-[104-127] child of command 1963,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,0.9321973323822021
Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,0.9246029853820801
Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.6710972785949707
Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,0.9212346076965332
Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,0.9160568714141846
Targeting domains:node-D0 and nodes:node-0,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.6747708320617676
Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.6708877086639404
Targeting domains:node-D2 and nodes:node-[64-95] child of command 3488,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,0.919522762298584
Targeting domains:node-D2 and nodes:node-84,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.6747884750366211
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.5488996505737305
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure<*> ambient=<*>,0.6081187725067139
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.5490844249725342
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.548783540725708
psu failure\ ambient=31,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.5527548789978027
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.5505881309509277
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.562272310256958
ClusterFileSystem: There is no server for ServerFileSystem domain storage234,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8748025894165039
ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8785393238067627
ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,1.001835584640503
ClusterFileSystem: There is no server for ServerFileSystem domain storage1534,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8680353164672852
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8544950485229492
ClusterFileSystem: There is no server for ServerFileSystem domain storage934,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage934,0.9224507808685303
ClusterFileSystem: There is no server for ServerFileSystem domain storage131,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,0.9715352058410645
ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8583006858825684
ClusterFileSystem: There is no server for ServerFileSystem domain storage444,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8552050590515137
ClusterFileSystem: There is no server for ServerFileSystem domain storage141,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,0.9775242805480957
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8581662178039551
ClusterFileSystem: There is no server for ServerFileSystem domain storage1612,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage1612,0.9782097339630127
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8688969612121582
ClusterFileSystem: There is no server for ServerFileSystem domain storage1542,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8732960224151611
ClusterFileSystem: There is no server for ServerFileSystem domain storage1644,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8533587455749512
ClusterFileSystem: There is no server for ServerFileSystem domain storage242,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8550710678100586
ClusterFileSystem: There is no server for ServerFileSystem domain storage1031,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8614835739135742
ClusterFileSystem: There is no server for ServerFileSystem domain storage1331,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8565666675567627
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage742,0.9202077388763428
ClusterFileSystem: There is no server for ServerFileSystem domain storage221,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage221,0.9138531684875488
ClusterFileSystem: There is no server for ServerFileSystem domain storage622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage622,0.9202446937561035
ClusterFileSystem: There is no server for ServerFileSystem domain storage112,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage112,0.9235734939575195
ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8574318885803223
ClusterFileSystem: There is no server for ServerFileSystem domain storage142,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8528909683227539
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage742,0.9183263778686523
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8745768070220947
ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,0.9990010261535645
ClusterFileSystem: There is no server for ServerFileSystem domain storage411,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8671634197235107
ClusterFileSystem: There is no server for ServerFileSystem domain storage132,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8713243007659912
ClusterFileSystem: There is no server for ServerFileSystem domain storage832,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,0.9807419776916504
ClusterFileSystem: There is no server for ServerFileSystem domain storage531,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.8562877178192139
ClusterFileSystem: There is no server for ServerFileSystem domain storage321,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.857222318649292
NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,NIFF: node node-69 detected a failed network connection on network <*> via interface <*>,1.2192738056182861
NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,<*>: node node-162 detected a failed network connection on network <*> via interface <*>,1.2254445552825928
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,HPC,New,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,0.8549826145172119
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.8542079925537109
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.8503873348236084
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*>),0.9982585906982422
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>),1.1199147701263428
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> ),0.795093297958374
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.8572041988372803
Fan speeds ( 3552 3534 3375 11637 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> ),0.792844295501709
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.855886697769165
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.8568289279937744
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*>),0.8023471832275391
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.8588535785675049
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.8534371852874756
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.8569560050964355
Fan speeds ( 3552 3534 3375 4470 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> ),0.7930622100830078
