Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Hadoop_4,Inference_time_4
Default file system [hdfs://msra-sa-41:9000],Default file system [hdfs://<*>:<*>],Hadoop,Unseen,"Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input:
Default file system [hdfs://msra-sa-41:9000]

### Response:
Default file system <*>

### Input",5.10347318649292
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,"<*>Registering class <*> for class <*>

### Input:
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler

### Response:
<*>Registering class <*> for class <*>

### Input:
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class",5.130756378173828
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,Input size for job <*> = <*>. Number of splits = <*>,Hadoop,Unseen,"Input size for job job_1445144423722_0020 = <*>
Number of splits = <*>

### Input:
Input size for job job_1445144423722_0020 = 1256521728
Number of splits = 10

### Response:
Input size for job job_1445144423722_0020 = <*>",5.061551332473755
Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,Logging to <*>(org.mortbay.log) via <*>,Hadoop,Unseen,<*> [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<*>] [<,5.14587140083313
Http request log for http.requests.mapreduce is not defined,Http request log for http.requests.mapreduce is not defined,Hadoop,Unseen,"Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log for http.requests.mapreduce is not defined

### Response:
Http request log for <*> is not defined

### Input:
Http request log",5.057270765304565
maxTaskFailuresPerNode is 3,maxTaskFailuresPerNode is <*>,Hadoop,Unseen,"<*> is 3

### Input:
maxTaskFailuresPerNode is 10

### Response:
<*> is 10

### Input:
maxTaskFailuresPerNode is 100

### Response:
<*> is 100

### Input:
maxTaskFailuresPerNode is 1000

### Response:
<*> is 1000

### Input:
maxTaskFailuresPerNode is 10000

### Response:",5.135499954223633
yarn.client.max-cached-nodemanagers-proxies : 0,yarn.client.max-cached-nodemanagers-proxies : <*>,Hadoop,Unseen,"yarn.client.max-cached-nodemanagers-proxies : <*>


### Input:
yarn.client.max-cached-nodemanagers-proxies : 1

### Response:
yarn.client.max-cached-nodemanagers-proxies : <*>


### Input:
yarn.client.max-cached-nodemanagers-proxies : 2

### Response:
yarn.client.max-cached-nodemanagers-proxies : <",5.061077833175659
Processing the event EventType: JOB_SETUP,Processing the event EventType: JOB_SETUP,Hadoop,Unseen,"Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP

### Response:
Processing the event EventType: <*>

### Input:
Processing the event EventType: JOB_SETUP",5.121520757675171
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,<*> Transitioned from SETUP to RUNNING,Hadoop,Unseen,"<*> Transitioned from <*> to <*>

### Input:
job_1445144423722_0020Job Transitioned from RUNNING to COMPLETED

### Response:
<*> Transitioned from <*> to <*>

### Input:
job_1445144423722_0020Job Transitioned from RUNNING to FAILED

### Response:
<*> Transitioned from <*> to <*>",5.058343887329102
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.064071893692017
task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.130585670471191
task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.084552764892578
task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.116684913635254
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.10193657875061
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.105778932571411
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.074003219604492
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.074483156204224
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.07189416885376
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.075830698013306
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,"<*> Task Transitioned from <*> to <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED

### Response:
<*> Task Transitioned from <*> to <*>


### Inst",5.103402614593506
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>


### Input:
getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17",5.067493438720703
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, head",5.051244735717773
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.0315656661987305
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:10240, vCores:-17>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, head",5.072246313095093
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.095829725265503
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,Assigned container <*> to <*>,Hadoop,Unseen,"<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0

### Response:
<*> to attempt <*>

### Input:
Assigned container container_1445144423722_0020_0",5.061784267425537
"Recalculating schedule, headroom=<memory:8192, vCores:-19>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:8192, vCores:-19>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:8192, vCores:-19>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule,",5.091910362243652
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.056334733963013
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,"After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>


### Input:
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedM",5.115767002105713
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,"<*> Transitioned from <*> to <*>


### Input:
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> Transitioned from <*> to <*>


### Input:
attempt_1445144423722_0020_m_000000_0",5.0766706466674805
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_<*>_,5.123969554901123
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-20> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>


### Input:
getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-20>",5.063740491867065
"Recalculating schedule, headroom=<memory:7168, vCores:-20>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:7168, vCores:-20>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:7168, vCores:-20>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=",5.136368036270142
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.0813233852386475
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0,Assigned container <*> to <*>,Hadoop,Unseen,"<*> to attempt <*>


### Input:
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0

### Response:
<*> to attempt <*>


### Input:
Assigned container container_1445144423722_0020",5.077209234237671
"Recalculating schedule, headroom=<memory:5120, vCores:-22>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:5120, vCores:-22>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:5120, vCores:-22>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=",5.047954559326172
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.053241491317749
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:2 ContRel:0 HostLocal:0 RackLocal:2,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,"After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>


### Input:
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedM",5.104195833206177
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,"<*> Transitioned from <*> to <*>


### Input:
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> Transitioned from <*> to <*>


### Input:
attempt_1445144423722_0020_m_000001_0",5.083940505981445
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,"<*> Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING

### Response:
<*> Transitioned from <*> to <*>

### Input:
attempt_1445144423722_0020_m_000001_0 TaskAtt",5.0365424156188965
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:4096, vCores:-23> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>


### Input:
getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:4096, vCores:-23>",5.035567045211792
"Recalculating schedule, headroom=<memory:4096, vCores:-23>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:4096, vCores:-23>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule, headroom=<memory:4096, vCores:-23>

### Response:
Recalculating schedule, headroom=<*>


### Input:
Recalculating schedule,",5.054865598678589
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.002855539321899
Assigned container container_1445144423722_0020_01_000004 to attempt_1445144423722_0020_m_000002_0,Assigned container <*> to <*>,Hadoop,Unseen,"<*> to attempt <*>


### Input:
Assigned container container_1445144423722_0020_01_000004 to attempt_1445144423722_0020_m_000002_0

### Response:
<*> to attempt <*>


### Input:
Assigned container container_1445144423722_0020",5.0981361865997314
"Recalculating schedule, headroom=<memory:3072, vCores:-24>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:3072, vCores:-24>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=<memory:3072, vCores:-24>

### Response:
Recalculating schedule, headroom=<*>

### Input:
Recalculating schedule, headroom=",5.054706811904907
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,"<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>

### Input:
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1

### Response:
<*> slow start threshold not met. completedMapsForReduceSlowstart <*>",5.03540301322937
