Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_OpenSSH_5,Inference_time_5
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.195833206176758
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.189148426055908
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.205150127410889
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.2156171798706055
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.216735601425171
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.226101398468018
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.200114965438843
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.215596437454224
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.185856580734253
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.189228057861328
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.212010383605957
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.231513977050781
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.1857078075408936
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.136608839035034
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.178231477737427
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.1413984298706055
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.193451166152954
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.203923225402832
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.236429214477539
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.179090261459351
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.197996139526367
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.173356771469116
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.170687675476074
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.189878225326538
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.185395956039429
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.151276588439941
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.091701030731201
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.1667115688323975
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.130942106246948
Connection closed by 191.210.223.172 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.22",5.147618770599365
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.182149648666382
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.168720960617065
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.124905824661255
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received dis",5.15060830116272
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.151233673095703
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response",5.1628522872924805
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.209827184677124
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.21781587600708
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.189619302749634
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.2097272872924805
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.182524681091309
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.15889310836792
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.157869577407837
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.212416410446167
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.2166993618011475
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,"PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>

### Input:
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180

### Response:
PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>",5.204949378967285
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.205030202865601
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.18528413772583
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.126725196838379
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.210566759109497
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received dis",5.192673206329346
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.202015399932861
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.097628831863403
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.032677173614502
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.176235675811768
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.190014600753784
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.189413785934448
