Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HDFS_2,Inference_time_2
Received block blk_5402003568334525940 of size 67108864 from /10.251.214.112,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_5402003568334525940 of size 67108864 from /10.251.214.112

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_5402003568334525",5.106483697891235
Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:5001",5.111180543899536
Receiving block blk_1724757848743533110 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_1724757848743533110 src: /10.251.111.130:49851 dest: /10.251.111.13",5.15381383895874
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_8015913224713045110 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_8015913224713045110 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.145139932632446
Receiving block blk_-5623176793330377570 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-5623176793330377570 src: /10.251.75.228:53725 dest: /10.251.75.228:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-56231",5.110122919082642
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_-1727475099218615100,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_-1727475099218615",5.067006587982178
PacketResponder 1 for block blk_5017373558217225674 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_5017373558217225674 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_5017373558217225674 terminating

### Response:
PacketResponder <*> for block",5.087059020996094
Received block blk_9212264480425680329 of size 67108864 from /10.251.123.1,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_9212264480425680329 of size 67108864 from /10.251.123.1

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_921226448042568032",5.108068466186523
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435702,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435",5.098053932189941
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.119714736938477
Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-57048997126621131",5.100891828536987
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.109669923782349
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.096987724304199
Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-58616367206451426",5.13396430015564
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.079179286956787
Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-283",5.098696947097778
Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_82914492416502127",5.139341592788696
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653",5.0893330574035645
Verification succeeded for blk_-4980916519894289629,Verification succeeded for <*>,HDFS,New,"<*> succeeded for <*>

### Input:
Verification succeeded for blk_-4980916519894289629

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_-4980916519894289629

### Response:
<*> succeeded for <*>

### Input:
Verification succeeded for blk_-4980916519894",5.124156713485718
Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-59748335459914088",5.063915014266968
Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-500",5.157586336135864
Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_69216747119598880",5.115677356719971
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.147738695144653
Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.12",5.090667486190796
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.09528660774231
Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-75269454486671948",5.164068222045898
Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-20943978557620912",5.121374607086182
Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225

### Response:
Received block blk",5.177561044692993
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.098964214324951
Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Input:
Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010

### Response:
<*> src: <*> dest: <*>


### Input:
Receiving block blk_-627",5.1670403480529785
Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_475556601126705000",5.100489377975464
Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-390954884154356574",5.1240293979644775
Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>

### Input:
Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010

### Response:
<*> src: <*> dest: <*>

### Input:
Receiving block blk_-68091",5.10739803314209
Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_88290274114585660",5.11143159866333
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.06799578666687
PacketResponder 1 for block blk_-5073870177832699716 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5073870177832699716 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-5073870177832699716 terminating

### Response:
PacketResponder <*> for block",5.084883213043213
Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-824109373758522240",5.0938615798950195
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock:",5.064056873321533
PacketResponder 0 for block blk_7791237942696729620 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_7791237942696729620 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_7791237942696729620 terminating

### Response:
PacketResponder <*> for block",5.1059558391571045
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.088228225708008
Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_10644706526083592",5.1021082401275635
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.107829809188843
PacketResponder 1 for block blk_-1527267659500322006 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1527267659500322006 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_-1527267659500322006 terminating

### Response:
PacketResponder <*> for block",5.148865699768066
PacketResponder 1 for block blk_4886940526690879848 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_4886940526690879848 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_4886940526690879848 terminating

### Response:
PacketResponder <*> for block",5.126793384552002
Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-245247735281219214",5.120882034301758
PacketResponder 0 for block blk_-4229375751333894621 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_-4229375751333894621 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_-4229375751333894621 terminating

### Response:
PacketResponder <*> for block",5.15176248550415
Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"<*> src: <*> dest: <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:500",5.084353685379028
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131",5.148334264755249
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"BLOCK* NameSystem.allocateBlock: <*> /user/root/rand/_temporary/_task_<*>_<*>_<*>/part-<*>


### Input:
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343",5.099350690841675
Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-518701095493827363",5.101938009262085
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.100033283233643
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>


### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.151476144790649
Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-967145856473901804 of",5.121543645858765
Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_84081253614977690",5.154920816421509
Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-1614641487214609",5.104334592819214
Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_757759565837700867",5.1055824756622314
Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5

### Response:
Received block blk_<*> of size <*> from <*>


### Input:
Received block blk_3777400576053320362",5.126506328582764
PacketResponder 0 for block blk_-5852844080027817147 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_-5852844080027817147 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_-5852844080027817147 terminating

### Response:
PacketResponder <*> for block",5.128638029098511
Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,Received block <*> of size <*> from <*>,HDFS,New,"Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228

### Response:
Received block blk_-<*> of size <*> from <*>


### Input:
Received block blk_-21291717143840274",5.1102094650268555
