Content,EventTemplate,Dataset,Category,New_Mistral_ZS_HPC_2,Inference_time_2
clusterAddMember  (command 1902),clusterAddMember (command <*>),HPC,New,"clusterAddMember <*>


### Input:
clusterAddMember  (command 1902)  (node 10.10.10.10)

### Response:
clusterAddMember <*> <*>


### Input:
clusterAddMember  (command 1902)  (node 10.10.10.10)  (node 10.10.10.11)

### Response:
clusterAddMember <*> <*> <*>",5.311035871505737
clusterAddMember  (command 1900),clusterAddMember (command <*>),HPC,New,"clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:
clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:
clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:
clusterAddMember <*>


### Input:
clusterAddMember  (command 1900)

### Response:",5.142885208129883
risBoot  (command 1903),risBoot (command <*>),HPC,New,"risBoot <*>

### Input:
risBoot  (command 1903)  (command 1904)

### Response:
risBoot <*> <*>

### Input:
risBoot  (command 1903)  (command 1904)  (command 1905)

### Response:
risBoot <*> <*> <*>

### Input:
risBoot  (command 1903)  (command 1904)  (command",5.1592512130737305
bootGenvmunix  (command 1903),bootGenvmunix (command <*>),HPC,New,"<*> (command <*> )


### Input:
bootGenvmunix  (command 1903)

### Response:
<*> (command <*> )


### Input:
bootGenvmunix  (command 1903)

### Response:
<*> (command <*> )


### Input:
bootGenvmunix  (command 1903)

### Response:
<*> (command <*> )


### Input:
bootGenvmun",5.1124022006988525
boot  (command 1911),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.1523542404174805
boot  (command 1910),boot (command <*>),HPC,New,"<*> (command <*> )


### Input:
boot  (command 1910)

### Response:
<*> (command <*> )


### Input:
boot  (command 1910)

### Response:
<*> (command <*> )


### Input:
boot  (command 1910)

### Response:
<*> (command <*> )


### Input:
boot  (command 1910)

### Response:",5.081589698791504
boot  (command 1978),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.188358545303345
boot  (command 1967),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.102765321731567
wait  (command 1975),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command <*> )

### Input:
wait  (command 1975)

### Response:
<*> (command",5.13663911819458
boot  (command 1999),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.1302008628845215
halt  (command 1982),halt (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.131129026412964
boot  (command 1981),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.177779912948608
boot  (command 1973),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.141584157943726
wait  (command 1973),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command <*> )

### Input:
wait  (command 1973)

### Response:
<*> (command",5.197528123855591
wait  (command 2057),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command <*> )

### Input:
wait  (command 2057)

### Response:
<*> (command",5.1106016635894775
boot  (command 2152),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.199396133422852
wait  (command 2154),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command <*> )

### Input:
wait  (command 2154)

### Response:
<*> (command",5.137890338897705
boot  (command 2141),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.168025970458984
boot  (command 2110),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.162182331085205
boot  (command 2160),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.137499570846558
halt  (command 2221),halt (command <*>),HPC,New,"<*> (command <*> )


### Input:
halt  (command 2221)

### Response:
<*> (command <*> )


### Input:
halt  (command 2221)

### Response:
<*> (command <*> )


### Input:
halt  (command 2221)

### Response:
<*> (command <*> )


### Input:
halt  (command 2221)

### Response:",5.201984167098999
wait  (command 2217),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command",5.1422131061553955
wait  (command 2217),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command <*> )

### Input:
wait  (command 2217)

### Response:
<*> (command",5.294568777084351
wait  (command 2201),wait (command <*>),HPC,New,"<*> (command <*> )


### Input:
wait  (command 2201)

### Response:
<*> (command <*> )


### Input:
wait  (command 2201)

### Response:
<*> (command <*> )


### Input:
wait  (command 2201)

### Response:
<*> (command <*> )


### Input:
wait  (command 2201)

### Response:",5.126832723617554
wait  (command 2199),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command <*> )

### Input:
wait  (command 2199)

### Response:
<*> (command",5.149524688720703
boot  (command 2183),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.083014249801636
wait  (command 2189),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command <*> )

### Input:
wait  (command 2189)

### Response:
<*> (command",5.1616456508636475
wait  (command 2302),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command <*> )

### Input:
wait  (command 2302)

### Response:
<*> (command",5.076465845108032
wait  (command 2270),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command <*> )

### Input:
wait  (command 2270)

### Response:
<*> (command",5.082029819488525
wait  (command 2257),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command <*> )

### Input:
wait  (command 2257)

### Response:
<*> (command",5.159879446029663
boot  (command 2257),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.125659942626953
boot  (command 2316),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.212800025939941
boot  (command 2316),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.124894618988037
wait  (command 2322),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2322)

### Response:
<*> (command <*> )

### Input:
wait  (command 2322)

### Response:
<*> (command <*> )

### Input:
wait  (command 2322)

### Response:
<*> (command <*> )

### Input:
wait  (command 2322)

### Response:
<*> (command",5.209758281707764
wait  (command 2354),wait (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.11930251121521
wait  (command 2347),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command <*> )

### Input:
wait  (command 2347)

### Response:
<*> (command",5.170818328857422
boot  (command 2368),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.144965648651123
boot  (command 2392),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.084291219711304
boot  (command 2406),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.158421993255615
boot  (command 2417),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.129841089248657
boot  (command 2423),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.186522722244263
wait  (command 2424),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2424)

### Response:
<*> (command <*> )

### Input:
wait  (command 2424)

### Response:
<*> (command <*> )

### Input:
wait  (command 2424)

### Response:
<*> (command <*> )

### Input:
wait  (command 2424)

### Response:
<*> (command",5.057015419006348
wait  (command 2449),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2449)

### Response:
<*> (command <*> )

### Input:
wait  (command 2449)

### Response:
<*> (command <*> )

### Input:
wait  (command 2449)

### Response:
<*> (command <*> )

### Input:
wait  (command 2449)

### Response:
<*> (command",5.147333860397339
boot  (command 2464),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.071518421173096
wait  (command 2468),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2468)

### Response:
<*> (command <*> )

### Input:
wait  (command 2468)

### Response:
<*> (command <*> )

### Input:
wait  (command 2468)

### Response:
<*> (command <*> )

### Input:
wait  (command 2468)

### Response:
<*> (command",5.1395087242126465
boot  (command 2520),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.137324810028076
wait  (command 2517),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2517)

### Response:
<*> (command <*> )

### Input:
wait  (command 2517)

### Response:
<*> (command <*> )

### Input:
wait  (command 2517)

### Response:
<*> (command <*> )

### Input:
wait  (command 2517)

### Response:
<*> (command",5.171502113342285
boot  (command 2517),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.174555778503418
wait  (command 2511),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2511)

### Response:
<*> (command <*> )

### Input:
wait  (command 2511)

### Response:
<*> (command <*> )

### Input:
wait  (command 2511)

### Response:
<*> (command <*> )

### Input:
wait  (command 2511)

### Response:
<*> (command",5.14430046081543
wait  (command 2513),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2513)

### Response:
<*> (command <*> )

### Input:
wait  (command 2513)

### Response:
<*> (command <*> )

### Input:
wait  (command 2513)

### Response:
<*> (command <*> )

### Input:
wait  (command 2513)

### Response:
<*> (command",5.190559148788452
boot  (command 2514),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.156658411026001
wait  (command 2484),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2484)

### Response:
<*> (command <*> )

### Input:
wait  (command 2484)

### Response:
<*> (command <*> )

### Input:
wait  (command 2484)

### Response:
<*> (command <*> )

### Input:
wait  (command 2484)

### Response:
<*> (command",5.150132417678833
boot  (command 2625),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.130250930786133
wait  (command 2607),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2607)

### Response:
<*> (command <*> )

### Input:
wait  (command 2607)

### Response:
<*> (command <*> )

### Input:
wait  (command 2607)

### Response:
<*> (command <*> )

### Input:
wait  (command 2607)

### Response:
<*> (command",5.152056455612183
boot  (command 2616),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.129892349243164
boot  (command 2619),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.15669322013855
boot  (command 2616),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.120662212371826
boot  (command 2616),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.170146226882935
boot  (command 2602),boot (command <*>),HPC,New,<*> (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.091015815734863
wait  (command 2582),wait (command <*>),HPC,New,"<*> (command <*> )

### Input:
wait  (command 2582)

### Response:
<*> (command <*> )

### Input:
wait  (command 2582)

### Response:
<*> (command <*> )

### Input:
wait  (command 2582)

### Response:
<*> (command <*> )

### Input:
wait  (command 2582)

### Response:
<*> (command",5.159030199050903
