Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_OpenSSH_4,Inference_time_4
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.0791401863098145
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.124612808227539
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.133195161819458
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.102971076965332
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.112173318862915
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.0754358768463135
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.102236032485962
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.051570415496826
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.1003477573394775
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.083693027496338
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.097333908081055
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.096403121948242
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.079521894454956
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.081902503967285
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.044496774673462
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.063194274902344
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.05928897857666
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.082807779312134
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.075047969818115
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.064222574234009
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.110347270965576
Connection closed by 191.210.223.172 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.22",5.012694597244263
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.042586803436279
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.025749683380127
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.118358850479126
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received dis",5.094906806945801
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.136288166046143
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response",5.108400106430054
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.077050447463989
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.0796966552734375
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.102599620819092
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.118425607681274
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.086039304733276
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.097146987915039
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.071888208389282
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.128020286560059
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.08081579208374
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,"PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>

### Input:
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180

### Response:
PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>",5.066240549087524
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.1216020584106445
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.067309379577637
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.100219488143921
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.065929889678955
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received dis",5.081266403198242
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.061365842819214
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.101146936416626
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.0995588302612305
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.093285083770752
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.102036476135254
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.052026033401489
