Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_OpenSSH_3,Inference_time_3
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.233943462371826
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.240718841552734
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.191800117492676
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.2071263790130615
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.2513039112091064
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.24809718132019
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.236223459243774
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.2204413414001465
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.212623119354248
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.235878944396973
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.295818328857422
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.229857921600342
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.266810178756714
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.23631739616394
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.263722658157349
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.210298299789429
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.280876159667969
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.197762489318848
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.226563453674316
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.204849481582642
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth]

### Response",5.202912330627441
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.197026968002319
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.166087627410889
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.224983215332031
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.187429189682007
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.194290637969971
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.156930685043335
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth]

### Response:",5.227740526199341
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,<*> disconnect from <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <,5.236534357070923
Connection closed by 191.210.223.172 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.223.172 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 191.210.22",5.207814931869507
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.195155620574951
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,"error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Input:
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth]

### Response:
error: Received disconnect from <*> : 3: com.jcraft.jsch.JSchException: Auth fail [preauth]",5.175120830535889
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.142197608947754
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received dis",5.137930154800415
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.198768854141235
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response:
<*> disconnect from <*> : <*> : Bye Bye [preauth]

### Input:
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth]

### Response",5.11450457572937
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.1319122314453125
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.1521759033203125
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.127341032028198
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.210227727890015
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.234067678451538
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.210673093795776
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.203722715377808
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.236070394515991
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.202604055404663
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,"PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>

### Input:
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180

### Response:
PAM <*> more authentication failure; logname= <*> uid=0 euid=0 tty=<*> ruser= rhost=<*>",5.199866533279419
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.202133417129517
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.193092107772827
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]

### Response:
<*> closed by <*> [<*>]

### Input:
Connection closed by 5.188.10.180 [preauth]",5.185829401016235
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.22 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 194.190.163.",5.19114089012146
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received disconnect from <*> : <*> : <*> [<*>]


### Input:
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]

### Response:
Received dis",5.245488405227661
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.232318639755249
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.172447919845581
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.156187534332275
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.250303745269775
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.18630051612854
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.151 [preauth]

### Response:
<*> closed by <*> [preauth]

### Input:
Connection closed by 185.190.58.1",5.216571092605591
