Content,EventTemplate,Dataset,Category,Unseen_Mistral_2S_Spark_4,Inference_time_4,Unseen_Mistral_2S_Spark_4_TempOnly
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,1.581472873687744,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task",5.38899564743042,Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.3968610763549805,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task",5.427560567855835,Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0",5.4138572216033936,Running task 0.0 in stage 4.0 (TID 171)
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 4.0 (TID 185)

### Output:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4",5.42287015914917,Running task 1.0 in stage 4.0 (TID 185)
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0",5.4103851318359375,Running task 2.0 in stage 4.0 (TID 195)
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0",5.432075023651123,Running task 3.0 in stage 4.0 (TID 198)
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0",5.42321252822876,Running task 4.0 in stage 4.0 (TID 199)
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task",5.469879388809204,Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task",5.4467644691467285,Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.420851945877075,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.4448821544647217,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task",5.400296211242676,Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0",5.443189382553101,Running task 0.0 in stage 5.0 (TID 206)
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0",5.413508653640747,Running task 1.0 in stage 5.0 (TID 220)
Running task 2.0 in stage 5.0 (TID 231),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0",5.4362077713012695,Running task 2.0 in stage 5.0 (TID 231)
Running task 3.0 in stage 5.0 (TID 238),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0",5.43532657623291,Running task 3.0 in stage 5.0 (TID 238)
