Content,EventTemplate,Dataset,Category,Unseen_Mistral_2S_Spark_1,Inference_time_1,Unseen_Mistral_2S_Spark_1_TempOnly
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Output:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver",4.7121312618255615,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Output:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 0",5.47497820854187,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.4462687969207764,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage",5.507667541503906,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage",5.47138261795044,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver
Running task 0.0 in stage 1.0 (TID 42),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 1.0 (TID 42)

### Output:
Running task 0.0 in stage 1.0 (TID 42)

### Explanation:
Running task 0.0 in stage 1.0 (TID 42)

### Example 3:
Log message: ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11",5.490349292755127,Running task 0.0 in stage 1.0 (TID 42)
Running task 1.0 in stage 1.0 (TID 56),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 1.0 (TID 56)

### Output:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (T",5.443300247192383,Running task 1.0 in stage 1.0 (TID 56)
Running task 2.0 in stage 1.0 (TID 69),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 1.0 (TID 69)

### Output:
Running task 2.0 in stage 1.0 (TID 69)

### Explanation:
Running task 2.0 in stage 1.0 (TID 69)

### Output:
Running task 2.0 in stage 1.0 (TID 69)

### Explanation:
Running task 2.0 in stage 1.0 (TID",5.521769046783447,Running task 2.0 in stage 1.0 (TID 69)
Running task 3.0 in stage 1.0 (TID 78),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 1.0 (TID 78)

### Output:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (T",5.525867938995361,Running task 3.0 in stage 1.0 (TID 78)
Running task 4.0 in stage 1.0 (TID 79),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 1.0 (TID 79)

### Output:
Running task 4.0 in stage 1.0 (TID 79)

### Explanation:
Running task 4.0 in stage 1.0 (TID 79)

### Output:
Running task 4.0 in stage 1.0 (TID 79)

### Explanation:
Running task 4.0 in stage 1.0 (TID",5.467117547988892,Running task 4.0 in stage 1.0 (TID 79)
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.",5.474885940551758,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Output:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Explanation:
Finished task 1.0 in",5.48738956451416,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.",5.457779169082642,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.",5.534668922424316,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.",5.556694030761719,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver
Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 2.0 (TID 87)

### Output:
Running task 0.0 in stage 2.0 (TID 87)

### Explanation:
Running task 0.0 in stage 2.0 (TID 87)

### Output:
Running task 0.0 in stage 2.0 (TID 87)

### Explanation:
Running task 0.0 in stage 2.0 (TID",5.565387725830078,Running task 0.0 in stage 2.0 (TID 87)
Running task 1.0 in stage 2.0 (TID 101),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 2.0 (TID 101)

### Output:
Running task 1.0 in stage 2.0 (TID 101)

### Explanation:
Running task 1.0 in stage 2.0 (TID 101)

### Output:
Running task 1.0 in stage 2.0 (TID 101)

### Explanation:
Running task 1.0 in stage 2.0",5.506061553955078,Running task 1.0 in stage 2.0 (TID 101)
Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 2.0 (TID 112)

### Output:
Running task 2.0 in stage 2.0 (TID 112)

### Explanation:
Running task 2.0 in stage 2.0 (TID 112)

### Output:
Running task 2.0 in stage 2.0 (TID 112)

### Explanation:
Running task 2.0 in stage 2.0",5.480958700180054,Running task 2.0 in stage 2.0 (TID 112)
Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 2.0 (TID 118)

### Output:
Running task 3.0 in stage 2.0 (TID 118)

### Explanation:
Running task 3.0 in stage 2.0 (TID 118)

### Output:
Running task 3.0 in stage 2.0 (TID 118)

### Explanation:
Running task 3.0 in stage 2.0",5.446525812149048,Running task 3.0 in stage 2.0 (TID 118)
Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 2.0 (TID 119)

### Output:
Running task 4.0 in stage 2.0 (TID 119)

### Explanation:
Running task 4.0 in stage 2.0 (TID 119)

### Output:
Running task 4.0 in stage 2.0 (TID 119)

### Explanation:
Running task 4.0 in stage 2.0",5.493229627609253,Running task 4.0 in stage 2.0 (TID 119)
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task",5.527153491973877,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.4519593715667725,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task",5.504151344299316,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task",5.544310569763184,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.",5.49755334854126,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver
Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 3.0 (TID 122)

### Output:
Running task 0.0 in stage 3.0 (TID 122)

### Explanation:
Running task 0.0 in stage 3.0 (TID 122)

### Output:
Running task 0.0 in stage 3.0 (TID 122)

### Explanation:
Running task 0.0 in stage 3.0",5.5182318687438965,Running task 0.0 in stage 3.0 (TID 122)
Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 3.0 (TID 136)

### Output:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3",5.517458915710449,Running task 1.0 in stage 3.0 (TID 136)
Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 3.0 (TID 150)

### Output:
Running task 2.0 in stage 3.0 (TID 150)

### Explanation:
Running task 2.0 in stage 3.0 (TID 150)

### Output:
Running task 2.0 in stage 3.0 (TID 150)

### Explanation:
Running task 2.0 in stage 3.0",5.496296644210815,Running task 2.0 in stage 3.0 (TID 150)
Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 3.0 (TID 158)

### Output:
Running task 3.0 in stage 3.0 (TID 158)

### Explanation:
Running task 3.0 in stage 3.0 (TID 158)

### Output:
Running task 3.0 in stage 3.0 (TID 158)

### Explanation:
Running task 3.0 in stage 3.0",5.527014017105103,Running task 3.0 in stage 3.0 (TID 158)
Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 3.0 (TID 159)

### Output:
Running task 4.0 in stage 3.0 (TID 159)

### Explanation:
Running task 4.0 in stage 3.0 (TID 159)

### Output:
Running task 4.0 in stage 3.0 (TID 159)

### Explanation:
Running task 4.0 in stage 3.0",5.457296371459961,Running task 4.0 in stage 3.0 (TID 159)
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Explanation:
Finished task",5.466118574142456,Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,1.62961745262146,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task",5.498966217041016,Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.452519655227661,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task",5.490736484527588,Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0",5.479496479034424,Running task 0.0 in stage 4.0 (TID 171)
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 4.0 (TID 185)

### Output:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4",5.521014451980591,Running task 1.0 in stage 4.0 (TID 185)
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0",5.482003211975098,Running task 2.0 in stage 4.0 (TID 195)
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0",5.540220737457275,Running task 3.0 in stage 4.0 (TID 198)
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0",5.487908124923706,Running task 4.0 in stage 4.0 (TID 199)
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task",5.46096396446228,Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task",5.472975015640259,Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.46394681930542,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.4660472869873047,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task",5.478608369827271,Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0",5.5084967613220215,Running task 0.0 in stage 5.0 (TID 206)
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0",5.503331899642944,Running task 1.0 in stage 5.0 (TID 220)
Running task 2.0 in stage 5.0 (TID 231),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0",5.509902000427246,Running task 2.0 in stage 5.0 (TID 231)
Running task 3.0 in stage 5.0 (TID 238),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0",5.448413848876953,Running task 3.0 in stage 5.0 (TID 238)
