Content,EventTemplate,Dataset,Category,Unseen_Mistral_2S_Spark_2,Inference_time_2,Unseen_Mistral_2S_Spark_2_TempOnly
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Output:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver",4.548898220062256,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Output:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 0",5.382914543151856,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.412874460220337,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage",5.4237916469573975,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage",5.356979370117188,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver
Running task 0.0 in stage 1.0 (TID 42),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 1.0 (TID 42)

### Output:
Running task 0.0 in stage 1.0 (TID 42)

### Explanation:
Running task 0.0 in stage 1.0 (TID 42)

### Example 3:
Log message: ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11",5.398589849472046,Running task 0.0 in stage 1.0 (TID 42)
Running task 1.0 in stage 1.0 (TID 56),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 1.0 (TID 56)

### Output:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (T",5.381194114685059,Running task 1.0 in stage 1.0 (TID 56)
Running task 2.0 in stage 1.0 (TID 69),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 1.0 (TID 69)

### Output:
Running task 2.0 in stage 1.0 (TID 69)

### Explanation:
Running task 2.0 in stage 1.0 (TID 69)

### Output:
Running task 2.0 in stage 1.0 (TID 69)

### Explanation:
Running task 2.0 in stage 1.0 (TID",5.398557662963867,Running task 2.0 in stage 1.0 (TID 69)
Running task 3.0 in stage 1.0 (TID 78),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 1.0 (TID 78)

### Output:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (T",5.371873140335083,Running task 3.0 in stage 1.0 (TID 78)
Running task 4.0 in stage 1.0 (TID 79),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 1.0 (TID 79)

### Output:
Running task 4.0 in stage 1.0 (TID 79)

### Explanation:
Running task 4.0 in stage 1.0 (TID 79)

### Output:
Running task 4.0 in stage 1.0 (TID 79)

### Explanation:
Running task 4.0 in stage 1.0 (TID",5.34988260269165,Running task 4.0 in stage 1.0 (TID 79)
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.",5.390333414077759,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Output:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Explanation:
Finished task 1.0 in",5.354846715927124,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.",5.4054036140441895,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.",5.358730792999268,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.",5.447293519973755,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver
Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 2.0 (TID 87)

### Output:
Running task 0.0 in stage 2.0 (TID 87)

### Explanation:
Running task 0.0 in stage 2.0 (TID 87)

### Output:
Running task 0.0 in stage 2.0 (TID 87)

### Explanation:
Running task 0.0 in stage 2.0 (TID",5.376011610031128,Running task 0.0 in stage 2.0 (TID 87)
Running task 1.0 in stage 2.0 (TID 101),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 2.0 (TID 101)

### Output:
Running task 1.0 in stage 2.0 (TID 101)

### Explanation:
Running task 1.0 in stage 2.0 (TID 101)

### Output:
Running task 1.0 in stage 2.0 (TID 101)

### Explanation:
Running task 1.0 in stage 2.0",5.416294097900391,Running task 1.0 in stage 2.0 (TID 101)
Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 2.0 (TID 112)

### Output:
Running task 2.0 in stage 2.0 (TID 112)

### Explanation:
Running task 2.0 in stage 2.0 (TID 112)

### Output:
Running task 2.0 in stage 2.0 (TID 112)

### Explanation:
Running task 2.0 in stage 2.0",5.416382551193237,Running task 2.0 in stage 2.0 (TID 112)
Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 2.0 (TID 118)

### Output:
Running task 3.0 in stage 2.0 (TID 118)

### Explanation:
Running task 3.0 in stage 2.0 (TID 118)

### Output:
Running task 3.0 in stage 2.0 (TID 118)

### Explanation:
Running task 3.0 in stage 2.0",5.417797327041626,Running task 3.0 in stage 2.0 (TID 118)
Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 2.0 (TID 119)

### Output:
Running task 4.0 in stage 2.0 (TID 119)

### Explanation:
Running task 4.0 in stage 2.0 (TID 119)

### Output:
Running task 4.0 in stage 2.0 (TID 119)

### Explanation:
Running task 4.0 in stage 2.0",5.403199672698975,Running task 4.0 in stage 2.0 (TID 119)
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task",5.473633050918579,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.427243232727051,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task",5.417309761047363,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task",5.447153329849243,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.",5.4138689041137695,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver
Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 3.0 (TID 122)

### Output:
Running task 0.0 in stage 3.0 (TID 122)

### Explanation:
Running task 0.0 in stage 3.0 (TID 122)

### Output:
Running task 0.0 in stage 3.0 (TID 122)

### Explanation:
Running task 0.0 in stage 3.0",5.446210145950317,Running task 0.0 in stage 3.0 (TID 122)
Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 3.0 (TID 136)

### Output:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3",5.442934036254883,Running task 1.0 in stage 3.0 (TID 136)
Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 3.0 (TID 150)

### Output:
Running task 2.0 in stage 3.0 (TID 150)

### Explanation:
Running task 2.0 in stage 3.0 (TID 150)

### Output:
Running task 2.0 in stage 3.0 (TID 150)

### Explanation:
Running task 2.0 in stage 3.0",5.469235181808472,Running task 2.0 in stage 3.0 (TID 150)
Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 3.0 (TID 158)

### Output:
Running task 3.0 in stage 3.0 (TID 158)

### Explanation:
Running task 3.0 in stage 3.0 (TID 158)

### Output:
Running task 3.0 in stage 3.0 (TID 158)

### Explanation:
Running task 3.0 in stage 3.0",5.451754093170166,Running task 3.0 in stage 3.0 (TID 158)
Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 3.0 (TID 159)

### Output:
Running task 4.0 in stage 3.0 (TID 159)

### Explanation:
Running task 4.0 in stage 3.0 (TID 159)

### Output:
Running task 4.0 in stage 3.0 (TID 159)

### Explanation:
Running task 4.0 in stage 3.0",5.469564437866211,Running task 4.0 in stage 3.0 (TID 159)
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver

### Explanation:
Finished task",5.422022581100464,Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,1.5914652347564695,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task",5.457774877548218,Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.430305004119873,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task",5.41265082359314,Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0",5.41384744644165,Running task 0.0 in stage 4.0 (TID 171)
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 4.0 (TID 185)

### Output:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4",5.427304029464722,Running task 1.0 in stage 4.0 (TID 185)
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0",5.485933542251587,Running task 2.0 in stage 4.0 (TID 195)
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0",5.410064458847046,Running task 3.0 in stage 4.0 (TID 198)
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0",5.438535690307617,Running task 4.0 in stage 4.0 (TID 199)
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task",5.45162296295166,Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task",5.487683057785034,Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.432460308074951,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.4438347816467285,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```"
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task",5.465070724487305,Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0",5.404974460601807,Running task 0.0 in stage 5.0 (TID 206)
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0",5.459274530410767,Running task 1.0 in stage 5.0 (TID 220)
Running task 2.0 in stage 5.0 (TID 231),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0",5.40398383140564,Running task 2.0 in stage 5.0 (TID 231)
Running task 3.0 in stage 5.0 (TID 238),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0",5.464161396026611,Running task 3.0 in stage 5.0 (TID 238)
