Content,EventTemplate,Dataset,Category,Unseen_Mistral_2S_OpenSSH_4,Inference_time_4
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.547025203704834
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.580970048904419
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.595700979232788
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5730221271514893
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5404887199401855
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5631537437438965
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.547853946685791
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.57218861579895
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5964486598968506
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5727763175964355
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5824155807495117
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5722177028656006
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.587679147720337
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5839502811431885
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.537759780883789
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.599820613861084
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.683769941329956
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.572584390640259
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.57780385017395
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5212926864624023
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.5715901851654053
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.4494447708129883
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.3925564289093018
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.4264817237854004
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.4117133617401123
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.4229111671447754
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.3953802585601807
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.4509315490722656
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.5792431831359863
Connection closed by 191.210.223.172 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.941406011581421
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,error: Received disconnect from <*> : <*> : com.jcraft.jsch.JSchException: Auth fail [preauth],1.3864774703979492
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,error: Received disconnect from <*> : <*> : com.jcraft.jsch.JSchException: Auth fail [preauth],1.3918707370758057
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9205520153045654
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for disconnecting. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.610276937484741
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9172248840332031
Received disconnect from 175.102.13.6: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client and the port number. The template is constructed by replacing these variable elements with the placeholder <*>.",2.548635244369507
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.8817479610443115
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9186286926269531
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.891167402267456
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.895775318145752
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.905836582183838
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9195921421051025
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9003818035125732
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9219410419464111
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.90152907371521
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9057331085205078
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.902658224105835
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.8825371265411377
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.893716812133789
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9167702198028564
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for disconnecting. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.6326680183410645
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.909447431564331
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.882575273513794
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.900031566619873
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9391705989837646
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9100925922393799
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9047458171844482
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.190.58.151,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9210278987884521
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.647921562194824
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.6594491004943848
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.5997798442840576
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9063835144042969
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.6275715827941895
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.6366586685180664
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.656754970550537
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.6583690643310547
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.6503281593322754
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.582521438598633
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.5902209281921387
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.646122694015503
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.625519037246704
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.635997772216797
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.644801616668701
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.587472438812256
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.624518394470215
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.651499032974243
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.596426010131836
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,"disconnect from <*> <*> (<*>)

### Explanation:
The input log message is a disconnect message. The variable elements are the IP address of the client, the port number, and the reason for the disconnect. The template should be constructed by replacing these variable elements with the placeholder <*>. The final template should be disconnect from <*> <*> (<*>).",3.6289279460906982
