Content,EventTemplate,Dataset,Category,New_Mistral_2S_HDFS_4,Inference_time_4
Receiving block blk_1724757848743533110 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.976729393005371
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_8015913224713045110 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_8015913224713045110 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.28398871421814
Receiving block blk_-5623176793330377570 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9756462574005127
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_-1727475099218615100,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)

### Explanation:
The log message contains the following variable elements:

Error = : This is the error message that appears in the log. It can be any text string.

, : This is a comma that separates the error message from the rest of the log message.

LOGIN : This is the action that is being performed in the",5.283580541610718
PacketResponder 1 for block blk_5017373558217225674 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_5017373558217225674 terminating

### Input:
PacketResponder 1 for block blk_5017373558217225674 terminating

### Response:
PacketResponder 1 for block blk_5017373558217225674 terminating

### Input:
PacketResponder 1",5.298891305923462
Received block blk_9212264480425680329 of size 67108864 from /10.251.123.1,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The input block is a log message. The log message contains the following variable elements:

- The IP addresses of the nodes involved in the packet transmission.
- The port numbers of the nodes involved in the packet transmission.
- The message code of the packet.
- The softheader of the packet.

The extracted template",5.293232679367065
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435702,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)

### Explanation:
The log message contains the following variable elements:

Error = : This is the error message that appears in the log. It can be any text string.

, : This is a comma that separates the error message from the rest of the log message.

LOGIN : This is the action that is being performed in the",5.25525689125061
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.255201816558838
Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.266913890838623
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.259516477584839
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.302351236343384
Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.268336772918701
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.302225828170776
Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.956052303314209
Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The input block is a log message. The log message contains the following variable elements:

- The IP addresses of the nodes involved in the packet: <*> and <*>
- The port number of the packet: <*>
- The message code: <*>
- The softheader of the packet: <*> <*> <",5.289876461029053
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)

### Explanation:
The log message contains the following variable elements:

Error = : This is the error message that appears in the log. It can be any text string.

, : This is a comma that separates the error message from the rest of the log message.

LOGIN : This is the action that is being performed in the",5.270065784454346
Verification succeeded for blk_-4980916519894289629,Verification succeeded for <*>,HDFS,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)

### Explanation:
The log message contains the following variable elements:

Error = : This is the error message that appears in the log. It can be any text string.

, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW",5.264149188995361
Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.254828691482544
Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9603040218353271
Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.2379584312438965
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.242637872695923
Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9906373023986816
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated:",5.269358158111572
Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.297718286514282
Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.27815842628479
Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.304437160491943
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.270209074020386
Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9700782299041748
Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9957330226898193
Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9836368560791016
Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9642524719238281
Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9541170597076416
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated:",5.228945255279541
PacketResponder 1 for block blk_-5073870177832699716 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_-5073870177832699716 terminating

### Input:
PacketResponder 1 for block blk_-5073870177832699716 terminating

### Response:
PacketResponder 1 for block blk_-5073870177832699716 terminating

### Input:
PacketResponder 1",5.26952600479126
Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.283732891082764
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: block",5.26126766204834
PacketResponder 0 for block blk_7791237942696729620 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_7791237942696729620 terminating

### Input:
PacketResponder 0 for block blk_7791237942696729620 terminating

### Response:
PacketResponder 0 for block blk_7791237942696729620 terminating

### Input:
PacketResponder 0",5.234599590301514
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.278961896896362
Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9668066501617432
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated",5.227690696716309
PacketResponder 1 for block blk_-1527267659500322006 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_-1527267659500322006 terminating

### Input:
PacketResponder 1 for block blk_-1527267659500322006 terminating

### Response:
PacketResponder 1 for block blk_-1527267659500322006 terminating

### Input:
PacketResponder 1",5.275936126708984
PacketResponder 1 for block blk_4886940526690879848 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_4886940526690879848 terminating

### Input:
PacketResponder 1 for block blk_4886940526690879848 terminating

### Response:
PacketResponder 1 for block blk_4886940526690879848 terminating

### Input:
PacketResponder 1",5.257720470428467
Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.410533905029297
PacketResponder 0 for block blk_-4229375751333894621 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message contains the following variable elements:

- The IP addresses of the nodes involved in the packet transmission: <*> and <*>
- The port number of the receiving node: <*>
- The message code: <*>
- The softheader: <*> <*> <*> <*>

The extracted template repl",5.265547037124634
Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",2.0146265029907227
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)

### Explanation:
The log message contains the following variable elements:

Error = : This is the error message that appears in the log. It can be any text string.

, : This is a comma that separates the error message from the rest of the log message.

LOGIN : This is the action that is being performed in the",5.334438800811768
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)

### Explanation:
The log message contains the following variable elements:

Error = : This is the error message that appears in the log. It can be any text string.

, : This is a comma that separates the error message from the rest of the log message.

LOGIN : This is the action that is being performed in the",5.300899505615234
Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.362667560577393
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_-<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.273565053939819
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap",5.332310914993286
Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The input block is a log message. The log message contains the following variable elements:

- The IP address of the sender node: <*>
- The IP address of the receiver node: <*>
- The port number of the sender node: <*>
- The port number of the receiver node: <*>
- The",5.252232074737549
Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The input block is a log message. The log message contains the following variable elements:

- The IP addresses of the nodes involved in the packet: <*> and <*>
- The port number of the packet: <*>
- The message code: <*>
- The softheader of the packet: <*> <*> <",5.304472923278809
Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message is:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=",5.307363033294678
Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",1.9860589504241943
Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",2.016389846801758
PacketResponder 0 for block blk_-5852844080027817147 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)

### Explanation:
The log message contains the following variable elements:

- The IP addresses of the nodes involved in the packet transmission: <*> and <*>
- The port number of the receiving node: <*>
- The message code: <*>
- The softheader: <*> <*> <*> <*>

The extracted template repl",5.267643213272095
