Content,EventTemplate,Dataset,Category,Unseen_Mistral_2S_Spark_3,Inference_time_3
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage",5.129272222518921
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Output:
Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 0",5.094156742095947
Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.233449935913086
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage",5.119915962219238
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage",5.1212828159332275
Running task 0.0 in stage 1.0 (TID 42),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 1.0 (TID 42)

### Output:
Running task 0.0 in stage 1.0 (TID 42)

### Explanation:
Running task 0.0 in stage 1.0 (TID 42)

### Example 3:
Log message: ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11",5.124240159988403
Running task 1.0 in stage 1.0 (TID 56),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 1.0 (TID 56)

### Output:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (TID 56)

### Explanation:
Running task 1.0 in stage 1.0 (T",5.13545823097229
Running task 2.0 in stage 1.0 (TID 69),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 1.0 (TID 69)

### Output:
Running task 2.0 in stage 1.0 (TID 69)

### Explanation:
Running task 2.0 in stage 1.0 (TID 69)

### Output:
Running task 2.0 in stage 1.0 (TID 69)

### Explanation:
Running task 2.0 in stage 1.0 (TID",5.108619928359985
Running task 3.0 in stage 1.0 (TID 78),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 1.0 (TID 78)

### Output:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (TID 78)

### Output:
Running task 3.0 in stage 1.0 (TID 78)

### Explanation:
Running task 3.0 in stage 1.0 (TID",5.1365461349487305
Running task 4.0 in stage 1.0 (TID 79),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 1.0 (TID 79)

### Output:
Running task 4.0 in stage 1.0 (TID 79)

### Explanation:
Running task 4.0 in stage 1.0 (TID 79)

### Output:
Running task 4.0 in stage 1.0 (TID 79)

### Explanation:
Running task 4.0 in stage 1.0 (TID",5.143095970153809
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver

### Explanation:
Finished task 4.",5.0681610107421875
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Output:
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver

### Explanation:
Finished task 1.0 in",5.116268634796143
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver

### Explanation:
Finished task 0.",5.093463182449341
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver

### Explanation:
Finished task 3.",5.096617698669434
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver

### Explanation:
Finished task 2.",5.125161409378052
Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 2.0 (TID 87)

### Output:
Running task 0.0 in stage 2.0 (TID 87)

### Explanation:
Running task 0.0 in stage 2.0 (TID 87)

### Output:
Running task 0.0 in stage 2.0 (TID 87)

### Explanation:
Running task 0.0 in stage 2.0 (TID",5.105563163757324
Running task 1.0 in stage 2.0 (TID 101),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 2.0 (TID 101)

### Output:
Running task 1.0 in stage 2.0 (TID 101)

### Explanation:
Running task 1.0 in stage 2.0 (TID 101)

### Output:
Running task 1.0 in stage 2.0 (TID 101)

### Explanation:
Running task 1.0 in stage 2.0",5.101471424102783
Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 2.0 (TID 112)

### Output:
Running task 2.0 in stage 2.0 (TID 112)

### Explanation:
Running task 2.0 in stage 2.0 (TID 112)

### Output:
Running task 2.0 in stage 2.0 (TID 112)

### Explanation:
Running task 2.0 in stage 2.0",5.066365480422974
Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 2.0 (TID 118)

### Output:
Running task 3.0 in stage 2.0 (TID 118)

### Explanation:
Running task 3.0 in stage 2.0 (TID 118)

### Output:
Running task 3.0 in stage 2.0 (TID 118)

### Explanation:
Running task 3.0 in stage 2.0",5.0691750049591064
Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 2.0 (TID 119)

### Output:
Running task 4.0 in stage 2.0 (TID 119)

### Explanation:
Running task 4.0 in stage 2.0 (TID 119)

### Output:
Running task 4.0 in stage 2.0 (TID 119)

### Explanation:
Running task 4.0 in stage 2.0",5.0674731731414795
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver

### Explanation:
Finished task",5.1665849685668945
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.190791606903076
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver

### Explanation:
Finished task",5.120085716247559
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver

### Explanation:
Finished task",5.138326168060303
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver

### Explanation:
Finished task 0.",5.07335090637207
Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 3.0 (TID 122)

### Output:
Running task 0.0 in stage 3.0 (TID 122)

### Explanation:
Running task 0.0 in stage 3.0 (TID 122)

### Output:
Running task 0.0 in stage 3.0 (TID 122)

### Explanation:
Running task 0.0 in stage 3.0",5.076478004455566
Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 3.0 (TID 136)

### Output:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3.0 (TID 136)

### Explanation:
Running task 1.0 in stage 3",5.071415424346924
Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 3.0 (TID 150)

### Output:
Running task 2.0 in stage 3.0 (TID 150)

### Explanation:
Running task 2.0 in stage 3.0 (TID 150)

### Output:
Running task 2.0 in stage 3.0 (TID 150)

### Explanation:
Running task 2.0 in stage 3.0",5.0724709033966064
Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 3.0 (TID 158)

### Output:
Running task 3.0 in stage 3.0 (TID 158)

### Explanation:
Running task 3.0 in stage 3.0 (TID 158)

### Output:
Running task 3.0 in stage 3.0 (TID 158)

### Explanation:
Running task 3.0 in stage 3.0",5.121540546417236
Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 3.0 (TID 159)

### Output:
Running task 4.0 in stage 3.0 (TID 159)

### Explanation:
Running task 4.0 in stage 3.0 (TID 159)

### Output:
Running task 4.0 in stage 3.0 (TID 159)

### Explanation:
Running task 4.0 in stage 3.0",5.053757667541504
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,1.4313781261444092
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,1.4291877746582031
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver

### Explanation:
Finished task",5.075815439224243
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.220767021179199
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver

### Explanation:
Finished task",5.114698886871338
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0 (TID 171)

### Output:
Running task 0.0 in stage 4.0 (TID 171)

### Explanation:
Running task 0.0 in stage 4.0",5.04801344871521
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 4.0 (TID 185)

### Output:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4.0 (TID 185)

### Explanation:
Running task 1.0 in stage 4",5.102477073669434
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0 (TID 195)

### Output:
Running task 2.0 in stage 4.0 (TID 195)

### Explanation:
Running task 2.0 in stage 4.0",5.0666420459747314
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0 (TID 198)

### Output:
Running task 3.0 in stage 4.0 (TID 198)

### Explanation:
Running task 3.0 in stage 4.0",5.095378160476685
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0 (TID 199)

### Output:
Running task 4.0 in stage 4.0 (TID 199)

### Explanation:
Running task 4.0 in stage 4.0",5.063591957092285
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver

### Explanation:
Finished task",5.138805389404297
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver

### Explanation:
Finished task",5.157926082611084
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.216022253036499
Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.194507122039795
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver

### Explanation:
Finished task",5.073566436767578
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0 (TID 206)

### Output:
Running task 0.0 in stage 5.0 (TID 206)

### Explanation:
Running task 0.0 in stage 5.0",5.075069189071655
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0 (TID 220)

### Output:
Running task 1.0 in stage 5.0 (TID 220)

### Explanation:
Running task 1.0 in stage 5.0",5.088330268859863
Running task 2.0 in stage 5.0 (TID 231),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0 (TID 231)

### Output:
Running task 2.0 in stage 5.0 (TID 231)

### Explanation:
Running task 2.0 in stage 5.0",5.084628343582153
Running task 3.0 in stage 5.0 (TID 238),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0 (TID 238)

### Output:
Running task 3.0 in stage 5.0 (TID 238)

### Explanation:
Running task 3.0 in stage 5.0",5.070194244384766
Running task 4.0 in stage 5.0 (TID 239),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 5.0 (TID 239)

### Output:
Running task 4.0 in stage 5.0 (TID 239)

### Explanation:
Running task 4.0 in stage 5.0 (TID 239)

### Output:
Running task 4.0 in stage 5.0 (TID 239)

### Explanation:
Running task 4.0 in stage 5.0",5.0692760944366455
Finished task 0.0 in stage 5.0 (TID 206). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 0.0 in stage 5.0 (TID 206). 2198 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 5.0 (TID 206). 2198 bytes result sent to driver

### Explanation:
Finished task 0.0 in stage 5.0 (TID 206). 2198 bytes result sent to driver

### Explanation:
Finished task",5.0540101528167725
Finished task 3.0 in stage 5.0 (TID 238). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task 3.0 in stage 5.0 (TID 238). 2198 bytes result sent to driver,1.4245212078094482
Finished task 2.0 in stage 5.0 (TID 231). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"```
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)
```",2.213912010192871
Finished task 4.0 in stage 5.0 (TID 239). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 4.0 in stage 5.0 (TID 239). 2198 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 5.0 (TID 239). 2198 bytes result sent to driver

### Explanation:
Finished task 4.0 in stage 5.0 (TID 239). 2198 bytes result sent to driver

### Explanation:
Finished task",5.111302375793457
Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,"Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver

### Explanation:
Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver

### Explanation:
Finished task",5.112152576446533
Running task 0.0 in stage 6.0 (TID 247),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 0.0 in stage 6.0 (TID 247)

### Output:
Running task 0.0 in stage 6.0 (TID 247)

### Explanation:
Running task 0.0 in stage 6.0 (TID 247)

### Output:
Running task 0.0 in stage 6.0 (TID 247)

### Explanation:
Running task 0.0 in stage 6.0",5.098993539810181
Running task 1.0 in stage 6.0 (TID 261),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 1.0 in stage 6.0 (TID 261)

### Output:
Running task 1.0 in stage 6.0 (TID 261)

### Explanation:
Running task 1.0 in stage 6.0 (TID 261)

### Output:
Running task 1.0 in stage 6.0 (TID 261)

### Explanation:
Running task 1.0 in stage 6.0",5.109648704528809
Running task 2.0 in stage 6.0 (TID 273),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 2.0 in stage 6.0 (TID 273)

### Output:
Running task 2.0 in stage 6.0 (TID 273)

### Explanation:
Running task 2.0 in stage 6.0 (TID 273)

### Output:
Running task 2.0 in stage 6.0 (TID 273)

### Explanation:
Running task 2.0 in stage 6.0",5.104847192764282
Running task 3.0 in stage 6.0 (TID 278),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 3.0 in stage 6.0 (TID 278)

### Output:
Running task 3.0 in stage 6.0 (TID 278)

### Explanation:
Running task 3.0 in stage 6.0 (TID 278)

### Output:
Running task 3.0 in stage 6.0 (TID 278)

### Explanation:
Running task 3.0 in stage 6.0",5.0906243324279785
Running task 4.0 in stage 6.0 (TID 279),Running task <*> in stage <*> (TID <*>),Spark,Unseen,"Running task 4.0 in stage 6.0 (TID 279)

### Output:
Running task 4.0 in stage 6.0 (TID 279)

### Explanation:
Running task 4.0 in stage 6.0 (TID 279)

### Output:
Running task 4.0 in stage 6.0 (TID 279)

### Explanation:
Running task 4.0 in stage 6.0",5.089438199996948
