Content,EventTemplate,Dataset,Category,Unseen_LLAMA_ZS_Zookeeper_5,Inference_time_5,Unseen_LLAMA_ZS_Zookeeper_5_TempOnly
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Output:
Connection broken for id 188978561024, my id = 1, error =

### Input:
Connection broken for id 188978561024, my id = 1, error = 2

### Response:
Connection broken for id 188978561024, my id = 1, error = 2

### Output:
Connection broken for id 188978561024, my id = 1, error = 2

### Input:
Connection broken for id 188978561024",5.410076141357422,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Input:
Connection broken for id 188978561024, my id = 1, error = Connection to server refused

### Response:
Connection broken for id <*>, my id = <*>, error = Connection to server refused

### Input:
Connection broken for id 188978561024, my id = 1, error = Connection to server refused

### Response:
Connection broken for id <*>, my id = <*>, error = Connection to server refused

### Input:
Connection broken for id 188978561",5.466369152069092,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <id>, my id = <my id>, error = <error>

### Input:
Connection broken for id 188978561024, my id = 1, error = 123

### Response:
Connection broken for id 188978561024, my id = 1, error = 123

### Input:
Connection broken for id 188978561024, my id = 1, error = 123

### Response:
Connection broken for id 188978561024, my id = 1, error = 123

### Input:
Connection broken",5.45382285118103,"Connection broken for id <id>, my id = <my id>, error = <error>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Explanation:
This log message contains three variable elements: id, my id, error. Replace them with placeholders.


### Note:
The input is a single log message. The output is a single template.",2.6312413215637207,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <1>, my id = <1>, error = <1>",0.9637188911437988,"Connection broken for id <1>, my id = <1>, error = <1>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Response:
Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Response:
Connection broken for id <*>, my id = <*>, error = <*>

### Input:
Connection broken for id 188978561024, my id = 1, error =",5.395416259765625,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =

### Tips:
1. Don't provide any explanation, only return the template.
2. Replace any variable element with the placeholder '<*>'.
",2.067040205001831,"Connection broken for id <*>, my id = <*>, error ="
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>

### Explanation:
The elements that are variable are the id and the error message. The placeholder '<*>' is used to represent the variable elements.",2.188634395599365,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.9846358299255372,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = Connection refused

### Response:
Connection broken for id <*>, my id = <*>, error = Connection refused


### Input:
Connection broken for id 188978561024, my id = 1, error = Connection refused

### Response:
Connection broken for id <*>, my id = <*>, error = Connection refused


### Input:
Connection broken for id 188978561024, my id = 1,",5.50578761100769,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Hint:
Please, pay attention to the fact that the template should be generalized. It should be applicable to any log message with the same structure. If you will provide a template that is not generalized, you will be marked as failed.
",3.0034635066986084,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*> my id = <1> error = <>

### Input:
Connection broken for id 188978561024, my id = 1, error =

### Response:
Connection broken for id <*> my id = <1> error = <>

### Input:
Connection broken for id 188978561024, my id = 1, error =

### Response:
Connection broken for id <*> my id = <1> error = <>

### Input:
Connection broken for id 188978561024, my id = 1, error =

### Response:",5.496043205261231,Connection broken for id <*> my id = <1> error = <>
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Explanation:
The template should represent the structure of the log message.",1.5745079517364502,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.9654378890991212,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <id>, my id = <id>, error = <error>


### Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Response:
Connection broken for id <id>, my id = <id>, error = <error>


### Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Response:
Connection broken for id <id>, my id = <id>, error = <error>


### Input:
Connection broken for id 188978561024",5.536888360977173,"Connection broken for id <id>, my id = <id>, error = <error>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.962310791015625,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*> my id = <*>, error = <*>


### Hint:
- The placeholder for the variable elements is '<*>'.
- The log message contains three variable elements.
",1.7868361473083496,"Connection broken for id <*> my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <1>, my id = <2>, error = <3>

### Input:
Connection broken for id 188978561024, my id = 1, error = 404

### Response:
Connection broken for id <1>, my id = <2>, error = <3>

### Input:
Connection broken for id 188978561024, my id = 1, error = 404

### Response:
Connection broken for id <1>, my id = <2>, error = <3>

### Input:
Connection broken for id 188978561024",5.420501947402954,"Connection broken for id <1>, my id = <2>, error = <3>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Connection broken for id 188978561024, my id = 1, error = Connection broken

### Response:
Connection broken for id <*>, my id = 1, error = Connection broken


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation",5.467168569564819,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error =

### Note:
The log message is composed of a fixed sequence of elements. These elements can be separated by either a space or a tab character. The placeholder '<*>' must be used to represent any variable element within the log message. The placeholder '<*>' can appear more than once in the template. The placeholder '<*>' can appear at the beginning of the template. The placeholder '<*>' can appear at the end of the template. The placeholder '<*>' can appear in the middle of the template.",5.427159309387207,"Connection broken for id <*>, my id = 1, error ="
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error =

",0.8214378356933594,"Connection broken for id <*>, my id = 1, error ="
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Output:
Connection broken for id <*>, my id = <*>, error = <*>
",1.9038519859313965,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <id>, my id = <my id>, error = <error>",1.0010251998901367,"Connection broken for id <id>, my id = <my id>, error = <error>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.982799768447876,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Note:
The response must be an exact match of the template.",1.4396421909332275,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.8433346748352051,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <1>, my id = <2>, error = <3>

### Note:
- The template is case-sensitive.
- The template is not a regex.
- The template can contain spaces.
- The template can contain tabs.
- The template can contain new lines.
- The template can contain carriage returns.
- The template can contain multiple placeholders.
- The template can contain multiple placeholders of the same type.
- The template can contain placeholders of different types.
- The template can contain placeholders in different positions.
- The template can contain placeholders in different positions of the same type.",5.434996366500855,"Connection broken for id <1>, my id = <2>, error = <3>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <1>, my id = <2>, error = <3>",0.9649612903594972,"Connection broken for id <1>, my id = <2>, error = <3>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.9787530899047852,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Response:
Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Response:
Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error =",5.46008038520813,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <1>, my id = <1>, error = <1>

### Hint:
* The placeholders for the template should be in the same order as the input log message.
* The placeholder should be replaced by any variable element in the log message.
* The placeholder should be replaced by the placeholder itself when there is no variable element in the log message.

### Sample Input:
Connection broken for id 188978561024, my id = 1, error = 1

### Sample Response:
Connection broken for id <1>, my id = <1>, error = <",5.471826791763306,"Connection broken for id <1>, my id = <1>, error = <1>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <id>, my id = 1, error = <error>


### Input:
Connection broken for id 188978561024, my id = 1, error = Connection broken for id 188978561024, my id = 1, error =

### Response:
Connection broken for id <id>, my id = 1, error = Connection broken for id <id>, my id = 1, error =


### Input:
Connection broken for id 188978561024, my id = 1, error = Connection broken for id 188978561",5.454758405685425,"Connection broken for id <id>, my id = 1, error = <error>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <id>, my id = <my id>, error = <error>",0.9949746131896972,"Connection broken for id <id>, my id = <my id>, error = <error>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.9467976093292236,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>",0.9030404090881348,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*> my id = 1, error = <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Connection broken for id 188978561024, my id = 1, error = 404

### Response:
Connection broken for id <*> my id = 1, error = <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any",5.468512296676636,"Connection broken for id <*> my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>


### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Input:
Error: 4, message = ""Connection broken for id 188978561024, my id = 1, error = Connection broken for id 188978561024, my id = 1, error = Connection broken for id 188978561024, my id = 1, error = Connection broken for id 188",5.454794406890869,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>",0.8633499145507812,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Input:
Connection broken for id 188978561024, my id = 1, error = 404

### Response:
Connection broken for id <*>, my id = <*>, error = <*>

### Input:
Connection broken for id 188978561024, my id = 1, error = 500

### Response:
Connection broken for id <*>, my id = <*>, error = <*>

### Input:
Connection broken for id 188978561024, my id = 1, error =",5.531927585601807,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = error1

### Response:
Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = error1, error2

### Response:
Connection broken for id <*>, my id = <*>, error = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my",5.456899881362915,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Note:
* The template should only contain placeholders for variable elements. No other placeholders or special characters are allowed.
* No spaces are allowed in the template.
* The order of the placeholders in the template should match the order of the variable elements in the log message.
* The number of placeholders in the template should match the number of variable elements in the log message.
* The variable elements in the log message can appear in any order.",4.770299673080444,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>",0.9064419269561768,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Example:
Input: Connection broken for id 188978561024, my id = 1, error = Connection refused
Response: Connection broken for id <*>, my id = <*>, error = <*>

",2.7636559009552,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*> my id = <*> error =

### Explanation:
The template for the log message is ""Connection broken for id <my id> my id = <my id> error ="", where my id is a variable element.
",2.3315224647521973,Connection broken for id <*> my id = <*> error =
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Sample Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Sample Output:
Connection broken for id <*>, my id = <*>, error = <*>


### Sample Input:
Connection broken for id 188978561024, my id = 1, error = 0

### Sample Output:
Connection broken for id <*>, my id = <*>, error = <*>


### Sample Input:
Connection broken for id 188978561024, my id =",5.437163352966309,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = 5

### Response:
Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = 5

### Response:
Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection broken for id 188978561024",5.452077627182007,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.9668877124786376,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Input:
Connection broken for id 188978561024, my id = 1, error = ""Connection refused""

### Response:
Connection broken for id <*>, my id = <*>, error = ""Connection refused""

### Input:
Connection broken for id 188978561024, my id = 1, error = ""Connection refused"", my id = 1

### Response:
Connection broken for id <*>, my id = <*>, error = ""Connection refused"", my id = <*>

### Input:
Connection",5.443715333938599,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Input:
Connection established for id 188978561024, my id = 1, error =

### Response:
Connection established for id <*>, my id = <*>, error = <*>


### Input:
Connection established for id 188978561024, my id = 1, error =

### Response:
Connection established for id <*>, my id = <*>, error = <*>


### Input:
Connection established for id 188978561024, my id = 1",5.447520017623901,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>


### Explanation:
There are three variable elements in the log message. They are id, my id, and error. We generalize these variable elements by replacing them with the placeholder '<*>'.


### Template:
Connection broken for id <*>, my id = <*>, error = <*>",3.424001932144165,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>",0.8522720336914062,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>

### Note:
The input and response are case sensitive.",1.3351593017578125,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error =

",0.8309378623962402,"Connection broken for id <*>, my id = 1, error ="
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error =

### Note:
The template is a string that represents the structure of the log message. The placeholder '<*>', is a regular expression that matches any sequence of characters.

### Input:
Connection broken for id 188978561024, my id = 1, error =

### Response:
Connection broken for id <*>, my id = 1, error =

### Note:
The template is a string that represents the structure of the log message. The placeholder '<*>', is a regular expression that matches any sequence of characters.",5.4465086460113525,"Connection broken for id <*>, my id = 1, error ="
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>


### Input:
Connection broken for id 188978561024, my id = 1, error = 404

### Response:
Connection broken for id <*>, my id = 1, error = 404


### Input:
Connection broken for id 188978561024, my id = 1, error = 404, time = 2019-09-10 17:55:40

### Response:
Connection broken for id <*>, my id = 1, error = 404,",5.4466729164123535,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>

### Note:
1. The log messages may contain multiple spaces.
2. The template should only contain one placeholder for each variable element.
3. If there are multiple placeholders in the template, please, return the template with the maximum number of placeholders.
4. If there is no variable element in the log message, please, return the empty string.
5. If there is no log message, please, return the empty string.
6. The log message and the template should be separated by a new line.",5.439267158508301,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>",0.8127474784851074,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.8041892051696777,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*> 

### Input:
Connection broken for id 188978561024, my id = 1, error = 123

### Response:
Connection broken for id 188978561024, my id = 1, error = 123

### Input:
Connection broken for id 188978561024, my id = 1, error = 1234567890

### Response:
Connection broken for id 188978561024, my id = 1, error = 1234567890

### Input",5.510726451873779,"Connection broken for id <*>, my id = 1, error = <*> "
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>


### Explanation:
The template for the log message is as follows:
Connection broken for id <id>, my id = 1, error = <error>

### Input:
Connection broken for id 188978561024, my id = 1, error =

### Response:
Connection broken for id <id>, my id = 1, error = <error>

### Explanation:
The template for the log message is as follows:
Connection broken for id <id>, my id = 1,",5.491814613342285,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <1>, my id = <2>, error =

### Explanation:
In the input log message, we have three variable elements:
- Connection broken for id
- my id
- error

These elements are separated by a comma and a space, so we can generalize these elements as:

- Connection broken for id <1>
- my id = <2>
- error =

We can then construct the template as:

Connection broken for id <1>, my id = <2>, error = <3>
",4.914795398712158,"Connection broken for id <1>, my id = <2>, error ="
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.9512250423431396,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>",0.9083502292633056,"Connection broken for id <*>, my id = <*>, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.946296453475952,"Connection broken for id <*>, my id = <*>, error = <*>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <*>

### Explanation:
The log message contains two variable elements, the id of the broken connection, and the error. The template has two placeholders, one for each variable element.
",2.429265022277832,"Connection broken for id <*>, my id = 1, error = <*>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error = <*>
",0.9717752933502196,"Connection broken for id <*>, my id = <*>, error = <*>
"
