Content,EventTemplate,Dataset,Category,Inference_time_1,Unseen_LLAMA_FT_OpenSSH_1
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.678445578,Connection closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.675774574,Connection closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.679349184,Connection closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.678174019,Connection closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.678739309,Connection closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.678272009,Connection closed by <*> [preauth]
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,2.026416063,PAM <*> more authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.679541349,Connection closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.670249224,Connection closed by <*> [preauth]
Connection closed by 5.188.10.180 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.676564217,Connection closed by <*> [preauth]
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.678528309,Connection closed by <*> [preauth]
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.002383709,Received disconnect from <*>: <*>: Bye Bye [preauth]
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.684883356,Connection closed by <*> [preauth]
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.685112,Connection closed by <*> [preauth]
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.682585001,Connection closed by <*> [preauth]
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.679459572,Connection closed by <*> [preauth]
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.672721863,Connection closed by <*> [preauth]
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.674824715,Connection closed by <*> [preauth]
PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.190.58.151,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,OpenSSH,Unseen,1.882912874,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.990800858,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.986319542,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.999802828,Received disconnect from <*>: <*>: Bye Bye [preauth]
Connection closed by 185.190.58.151 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,0.682552814,Connection closed by <*> [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.998307943,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.989441395,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.007106543,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.990271807,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.99004221,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.985839844,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.992450714,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.998206854,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.999398232,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.998463631,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.998903751,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.989798546,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.990767717,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.002355337,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.994752645,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.98699522,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.990316629,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.997204542,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.997821331,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.999656677,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.997953415,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.99857378,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.994741201,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.994005203,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.993019104,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.998788357,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.993134022,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.996678829,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.994619846,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.996094465,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.007874012,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.988158226,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.000375509,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.99616003,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.989479303,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.988732815,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.999693871,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.999504566,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.996340752,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.998628139,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.999388456,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.987772226,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.997306585,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.996538877,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.001499176,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.989680767,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.997470617,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.995746851,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.003108501,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.999214172,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.995083094,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.992734671,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.993992329,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.001404047,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.991332293,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.994233131,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.995124817,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.001237392,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.987435341,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.998135805,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.006884575,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.99347043,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.987458467,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.996088743,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.997289181,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.987181902,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.995775223,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.003504038,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.997505188,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.99442625,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,0.99992013,Received disconnect from <*>: <*>: Bye Bye [preauth]
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,1.005447865,Received disconnect from <*>: <*>: Bye Bye [preauth]
