Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_Spark_5,Inference_time_5
Finished task 1.0 in stage 10.0 (TID 416). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2651174068450928
Running task 0.0 in stage 11.0 (TID 450),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8774960041046143
Running task 1.0 in stage 11.0 (TID 464),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.903937816619873
Running task 2.0 in stage 11.0 (TID 475),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8678460121154785
Running task 3.0 in stage 11.0 (TID 478),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8785426616668701
Running task 4.0 in stage 11.0 (TID 479),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8658881187438965
Finished task 4.0 in stage 11.0 (TID 479). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2451581954956055
Finished task 0.0 in stage 11.0 (TID 450). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2510502338409424
Finished task 3.0 in stage 11.0 (TID 478). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.23939847946167
Finished task 2.0 in stage 11.0 (TID 475). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2453792095184326
Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2494378089904785
Running task 0.0 in stage 12.0 (TID 480),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8701908588409424
Running task 1.0 in stage 12.0 (TID 494),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8755111694335938
Running task 2.0 in stage 12.0 (TID 508),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8690252304077148
Running task 3.0 in stage 12.0 (TID 518),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.868624210357666
Running task 4.0 in stage 12.0 (TID 519),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8646860122680664
Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2352654933929443
Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.3158190250396729
Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.223304033279419
Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2556090354919434
Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2624123096466064
Running task 0.0 in stage 13.0 (TID 528),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.870344877243042
Running task 1.0 in stage 13.0 (TID 542),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8615057468414307
Running task 2.0 in stage 13.0 (TID 553),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8843638896942139
Running task 3.0 in stage 13.0 (TID 558),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8748006820678711
Running task 4.0 in stage 13.0 (TID 559),Running task <*> in stage <*> (TID <*>),Spark,Unseen,Running task <*> in stage <*> (TID <*>),0.8561339378356934
Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Spark,Unseen,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,1.2513842582702637
