Content,EventTemplate,Dataset,Category,New_LLAMA_FT_HDFS_4,Inference_time_4
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>,1.531139850616455
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.6673195362091064
Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8255650997161865
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.6513261795043945
Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>,1.2105677127838135
Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8546719551086426
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /<*>/<*>/<*>/_temporary/_task_<*>/<*>/<*>/<*>/<*>. blk_<*>,2.2528510093688965
Verification succeeded for blk_-4980916519894289629,Verification succeeded for <*>,HDFS,New,Verification succeeded for blk_<*>,0.5570628643035889
Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8156144618988037
Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.9376766681671143
Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8111062049865723
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>: <*> is added to blk_<*> size <*>,1.632645845413208
Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>: <*> dest: <*>:<*>,1.1951217651367188
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>,1.516066074371338
Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8610982894897461
Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8301870822906494
Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8094577789306641
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.6687004566192627
Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.9426696300506592
Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8377096652984619
Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8266372680664062
Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>,1.198854923248291
Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,Received block <*> of size <*> from <*>,HDFS,New,Received block <*> of size <*> from <*>,0.6810731887817383
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.6849365234375
PacketResponder 1 for block blk_-5073870177832699716 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7450559139251709
Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8174951076507568
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.7082767486572266
PacketResponder 0 for block blk_7791237942696729620 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7369568347930908
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>,1.523432731628418
Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8219506740570068
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.6699459552764893
PacketResponder 1 for block blk_-1527267659500322006 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7502548694610596
PacketResponder 1 for block blk_4886940526690879848 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7378857135772705
Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.805945634841919
PacketResponder 0 for block blk_-4229375751333894621 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7798089981079102
Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.9397709369659424
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: <*> blk_<*>,0.9146022796630859
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /<*>/<*>/<*>/_temporary/_task_<*>/<*>/<*>/blk_<*>,1.974442720413208
Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8240079879760742
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>,1.5322015285491943
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.646768569946289
Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8138601779937744
Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8168826103210449
Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8302998542785645
Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8040890693664551
Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.818148136138916
PacketResponder 0 for block blk_-5852844080027817147 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7446346282958984
Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.819507360458374
Verification succeeded for blk_-2827716238972737794,Verification succeeded for <*>,HDFS,New,Verification succeeded for blk_<*>,0.5590529441833496
Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>:<> dest: <*>:<*>,1.2159759998321533
PacketResponder 0 for block blk_9093049293972551787 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7507271766662598
Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,Deleting block <*> file <*>,HDFS,New,Deleting block <*> file <*>,0.48940467834472656
10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,<*>:<*> Served block <*> to <*>,HDFS,New,<*>: <*> Served block blk_<*> to /<*>,1.0690009593963623
10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,<*>:<*> Served block <*> to <*>,HDFS,New,<*>:<*> Served block blk_<*> to /<*>,1.079047679901123
10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,<*>:<*> Served block <*> to <*>,HDFS,New,<*>:<*> Served block blk_<*> to <*>,0.9458122253417969
10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,<*>:<*> Served block <*> to <*>,HDFS,New,<*>: <*> Served block <*> to <*>,0.8311500549316406
10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1193311214447021
10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:50010:Got exception while serving blk_<*> to <*>:,1.2259764671325684
10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,<*>:<*> Served block <*> to <*>,HDFS,New,<*>:50010 Served block blk_<*> to /<*>,1.125455617904663
10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1466364860534668
10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1355652809143066
10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,<*>:<*> Served block <*> to <*>,HDFS,New,<*>: <*> Served block blk_<*> to <*>,1.0068011283874512
10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1206011772155762
10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:Got exception while serving blk_<*> to <*>:,1.0793251991271973
10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:Got exception while serving blk_<*> to <*>:,1.0663926601409912
10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,<*>:<*> Served block <*> to <*>,HDFS,New,<*>:<*> Served block blk_<*> to <*>,0.9375462532043457
10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:Got exception while serving blk_<*> to <*>:,1.022193193435669
10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1489918231964111
10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,<*>:<*> Served block <*> to <*>,HDFS,New,<*>: <*> Served block <*> to <*>,0.8142433166503906
10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1562950611114502
10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1377670764923096
10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.143176555633545
10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.143618106842041
10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1427924633026123
10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1935012340545654
10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,<*>:<*> Served block <*> to <*>,HDFS,New,<*>:<*> Served block blk_<*> to <*>,1.0103888511657715
10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1324353218078613
10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1378076076507568
10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1874258518218994
10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1375844478607178
10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.13670015335083
10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,<*>:<*>:Got exception while serving <*> to <*>:,HDFS,New,<*>:<*>:Got exception while serving blk_<*> to <*>:,1.1259346008300781
Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.831385612487793
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.6205534934997559
Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.9409656524658203
PacketResponder 0 for block blk_-6837050820114491742 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7576084136962891
Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8141846656799316
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.649233102798462
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<> is added to blk_<*> size <*>,1.6662654876708984
Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8055276870727539
Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.9552998542785645
PacketResponder 0 for block blk_-54240672253074715 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7516484260559082
Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.9682109355926514
Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>: <*> dest: <*>: <*>,1.2038064002990723
Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.9722175598144531
Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>: <*> dest: <*>: <*>,1.2107973098754883
Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,Received block <*> of size <*> from <*>,HDFS,New,Received block blk_<*> of size <*> from <*>,0.8032410144805908
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to blk_<*> size <*>,1.5033912658691406
Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>: <*> dest: <*>:<*>,1.2012519836425781
BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /<*>/<*>/<*>/_temporary/_task_<*>/<*>_r_<*>/<*>/part-<*>. blk_<*>,2.5914225578308105
PacketResponder 1 for block blk_2028803850179311599 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7422506809234619
Receiving block blk_-8562334328670278932 src: /10.251.194.147:46714 dest: /10.251.194.147:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*> dest: <*>,0.943897008895874
PacketResponder 1 for block blk_-8108913101671416218 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> terminating,0.423137903213501
PacketResponder 0 for block blk_-7640601843607665080 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7415485382080078
Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_<*> src: <*>: <*> dest: <*>,1.0706157684326172
PacketResponder 1 for block blk_8320088109701056055 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,PacketResponder <*> for block blk_<*> terminating,0.7549409866333008
