Content,EventTemplate,Dataset,Category,New_LLAMA_FT_HPC_4,Inference_time_4
wait  (command 3698),wait (command <*>),HPC,New,wait  (command <*>),0.5439915657043457
wait  (command 3709),wait (command <*>),HPC,New,wait  (command <*>),0.5409548282623291
wait  (command 3837),wait (command <*>),HPC,New,wait  (command <*>,0.4770481586456299
wait  (command 3847),wait (command <*>),HPC,New,wait  (command <*>),0.5408258438110352
boot  (command 3951),boot (command <*>),HPC,New,boot  (command <*>),0.5637068748474121
boot  (command 3928),boot (command <*>),HPC,New,boot  (command <*>),0.5467920303344727
boot  (command 3939),boot (command <*>),HPC,New,boot  (command <*>),0.558762788772583
boot  (command 3964),boot (command <*>),HPC,New,boot  (command <*>),0.545398473739624
wait  (command 3973),wait (command <*>),HPC,New,wait  (command <*>),0.5435192584991455
wait  (command 3981),wait (command <*>),HPC,New,wait  (command <*>),0.5419647693634033
wait  (command 3981),wait (command <*>),HPC,New,,0.5423436164855957
boot  (command 4024),boot (command <*>),HPC,New,boot  (command <*>),0.5436272621154785
wait  (command 4061),wait (command <*>),HPC,New,wait  (command <*>),0.5489339828491211
wait  (command 4110),wait (command <*>),HPC,New,wait  (command <*>),0.5524394512176514
boot  (command 4118),boot (command <*>),HPC,New,boot  (command <*>),0.5508143901824951
wait  (command 4116),wait (command <*>),HPC,New,,0.5746951103210449
wait  (command 4117),wait (command <*>),HPC,New,,0.5579972267150879
boot  (command 4109),boot (command <*>),HPC,New,boot  (command <*>),0.5710933208465576
wait  (command 4145),wait (command <*>),HPC,New,wait  (command <*>),0.5462415218353271
boot  (command 4176),boot (command <*>),HPC,New,boot  (command <*>),0.549689769744873
boot  (command 4170),boot (command <*>),HPC,New,boot  (command <*>),0.5485761165618896
wait  (command 4176),wait (command <*>),HPC,New,wait  (command <*>,0.48192358016967773
wait  (command 4176),wait (command <*>),HPC,New,wait  (command <*>),0.5654394626617432
bootGenvmunix  (command 4185),bootGenvmunix (command <*>),HPC,New,,0.8067030906677246
boot  (command 4223),boot (command <*>),HPC,New,boot  (command <*>),0.5491149425506592
wait  (command 4221),wait (command <*>),HPC,New,wait  (command <*>),0.5523025989532471
wait  (command 4219),wait (command <*>),HPC,New,wait  (command <*>),0.5431194305419922
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.43411755561828613
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.41759419441223145
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4179210662841797
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4212026596069336
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4227256774902344
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4213263988494873
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.42136383056640625
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.44109058380126953
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.42084717750549316
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.4257314205169678
Targeting domains:node-D3 and nodes:node-[104-127] child of command 1963,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.017176628112793
Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.0029449462890625
Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.7459166049957275
Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.0113532543182373
Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> child of command <*>,0.7474112510681152
Targeting domains:node-D0 and nodes:node-0,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.7574241161346436
Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.7428202629089355
Targeting domains:node-D2 and nodes:node-[64-95] child of command 3488,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,0.9974391460418701
Targeting domains:node-D2 and nodes:node-84,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.7405784130096436
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6122932434082031
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6132216453552246
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6168825626373291
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6207807064056396
psu failure\ ambient=31,psu failure\ ambient=<*>,HPC,New,psu failure<*> ambient=<*>,0.6840651035308838
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.62396240234375
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.6216630935668945
ClusterFileSystem: There is no server for ServerFileSystem domain storage234,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,1.0915398597717285
ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9368953704833984
ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,1.0627918243408203
ClusterFileSystem: There is no server for ServerFileSystem domain storage1534,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9339585304260254
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9410438537597656
ClusterFileSystem: There is no server for ServerFileSystem domain storage934,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9355249404907227
ClusterFileSystem: There is no server for ServerFileSystem domain storage131,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9458162784576416
ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,1.0677497386932373
ClusterFileSystem: There is no server for ServerFileSystem domain storage444,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9495408535003662
ClusterFileSystem: There is no server for ServerFileSystem domain storage141,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9343130588531494
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,1.0579545497894287
ClusterFileSystem: There is no server for ServerFileSystem domain storage1612,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9472959041595459
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9279489517211914
ClusterFileSystem: There is no server for ServerFileSystem domain storage1542,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9572100639343262
ClusterFileSystem: There is no server for ServerFileSystem domain storage1644,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9411764144897461
ClusterFileSystem: There is no server for ServerFileSystem domain storage242,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9524705410003662
ClusterFileSystem: There is no server for ServerFileSystem domain storage1031,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage1031,1.0676989555358887
ClusterFileSystem: There is no server for ServerFileSystem domain storage1331,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9334957599639893
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage742,0.9903342723846436
ClusterFileSystem: There is no server for ServerFileSystem domain storage221,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,1.058443307876587
ClusterFileSystem: There is no server for ServerFileSystem domain storage622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage622,0.9969265460968018
ClusterFileSystem: There is no server for ServerFileSystem domain storage112,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage112,1.0248713493347168
ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,1.0827643871307373
ClusterFileSystem: There is no server for ServerFileSystem domain storage142,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9467780590057373
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage742,0.992640495300293
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9535064697265625
ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,1.076531171798706
ClusterFileSystem: There is no server for ServerFileSystem domain storage411,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9587459564208984
ClusterFileSystem: There is no server for ServerFileSystem domain storage132,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9540865421295166
ClusterFileSystem: There is no server for ServerFileSystem domain storage832,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,1.071467399597168
ClusterFileSystem: There is no server for ServerFileSystem domain storage531,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,0.9507236480712891
ClusterFileSystem: There is no server for ServerFileSystem domain storage321,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain storage321,0.9976418018341064
NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,NIFF: node <*> detected a failed network connection on network <*> via interface <*>,1.194512128829956
NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,NIFF: node node-162 detected a failed network connection on network <*> via interface <*>,1.349348545074463
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,HPC,New,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,0.954899787902832
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*> <*>),0.984468936920166
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.9411811828613281
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*>),0.875546932220459
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*> <*>),1.0001564025878906
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> ),0.8669006824493408
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.9388449192047119
Fan speeds ( 3552 3534 3375 11637 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> ),0.8955929279327393
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.9373738765716553
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.9531641006469727
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> ),0.871410608291626
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,,7.80340838432312
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.9328029155731201
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,,7.810168981552124
Fan speeds ( 3552 3534 3375 4470 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> ),0.8738133907318115
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*>),0.9305789470672607
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds (<*> <*> <*> <*> <*> <*> <*> <*> <*> <*>),1.0646660327911377
