Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_Linux_3,Inference_time_3
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6985530853271484
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6978003978729248
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6951842308044434
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.5002238750457764
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6931345462799072
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.4953286647796631
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.7002127170562744
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at <*>,2.0591018199920654
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.5037178993225098
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.5060036182403564
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.5019261837005615
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6958639621734619
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.701904296875
restart.,restart.,Linux,Unseen,restart.,0.29183101654052734
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5634140968322754
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5492408275604248
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5533969402313232
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5675952434539795
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5481760501861572
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5525283813476562
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5562219619750977
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5545215606689453
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5568952560424805
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5843493938446045
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5513451099395752
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5528535842895508
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.555382251739502
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5500171184539795
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5537080764770508
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5494110584259033
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5582067966461182
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5625672340393066
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5611393451690674
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5523583889007568
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5534758567810059
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5616874694824219
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5517098903656006
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5527825355529785
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5514254570007324
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5513050556182861
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5449233055114746
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5499229431152344
connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5492293834686279
connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.4879422187805176
connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5499184131622314
connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5524849891662598
connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5562887191772461
connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.559351921081543
connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5539460182189941
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5527105331420898
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5579483509063721
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.547278642654419
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5592749118804932
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5536971092224121
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5514359474182129
connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5527658462524414
connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5506570339202881
connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5977134704589844
connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5512733459472656
connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5509114265441895
connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5526585578918457
connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5588529109954834
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5506594181060791
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5530543327331543
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5544276237487793
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5518748760223389
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5527443885803223
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5566122531890869
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5636367797851562
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5507893562316895
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5720388889312744
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5589430332183838
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5531101226806641
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5517206192016602
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.546226978302002
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5541808605194092
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5488183498382568
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.494204044342041
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5670685768127441
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5536038875579834
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5485227108001709
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5522866249084473
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5512609481811523
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5528497695922852
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5589785575866699
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5528419017791748
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5650181770324707
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5537421703338623
connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5523874759674072
connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.552506685256958
connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5556635856628418
connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5582749843597412
connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.554833173751831
restart.,restart.,Linux,Unseen,restart.,0.2937304973602295
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5615031719207764
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5516233444213867
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5515561103820801
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.552680492401123
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5510251522064209
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5512356758117676
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5501391887664795
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5483109951019287
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5447559356689453
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5531647205352783
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5628647804260254
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5524406433105469
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5585238933563232
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5469069480895996
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5446841716766357
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5487444400787354
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5631756782531738
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5545558929443359
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.561471700668335
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5629243850708008
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5546953678131104
connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.562950611114502
connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5568597316741943
connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5533230304718018
connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5537164211273193
connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5689983367919922
connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.548084020614624
connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5693953037261963
connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5447700023651123
connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5494201183319092
connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5646317005157471
connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5557734966278076
connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5444197654724121
connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.4834895133972168
connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5633940696716309
connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5590126514434814
connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5541632175445557
connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5543158054351807
connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.49189114570617676
connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.5591001510620117
