Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_HealthApp_5,Inference_time_5
setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5690345764160156
REPORT : 7020 5012 150368 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5702791213989258
setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5762677192687988
REPORT : 7021 5012 150389 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5596418380737305
setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5678820610046387
REPORT : 7022 5013 150411 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5574219226837158
setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5868167877197266
REPORT : 7023 5014 150432 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.577294111251831
setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.559546709060669
REPORT : 7024 5015 150454 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5537741184234619
setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5752484798431396
REPORT : 7025 5015 150475 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5526704788208008
setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5704877376556396
REPORT : 7026 5016 150496 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5461807250976562
setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5652422904968262
REPORT : 7027 5017 150518 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.550194263458252
setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5430257320404053
REPORT : 7028 5017 150539 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5510213375091553
setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5984792709350586
REPORT : 7029 5018 150561 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5492994785308838
setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5608875751495361
REPORT : 7030 5019 150582 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5479393005371094
setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5708441734313965
REPORT : 7031 5020 150604 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5486927032470703
setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5955417156219482
REPORT : 7032 5020 150625 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5475413799285889
setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5667674541473389
REPORT : 7033 5021 150646 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5560429096221924
setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5853557586669922
REPORT : 7034 5022 150668 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5546190738677979
setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5608696937561035
REPORT : 7035 5022 150689 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5658578872680664
setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5701863765716553
REPORT : 7036 5023 150711 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5628905296325684
setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.6145243644714355
REPORT : 7037 5024 150732 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5541253089904785
setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5742623805999756
REPORT : 7038 5025 150753 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5481805801391602
setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.574974775314331
REPORT : 7039 5025 150775 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5485811233520508
setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5775375366210938
REPORT : 7040 5026 150796 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.55322265625
setTodayTotalDetailSteps=1514038440000##7041##548365##8661##15496##27194480,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.570312261581421
REPORT : 7041 5027 150818 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.546400785446167
setTodayTotalDetailSteps=1514038440000##7042##548365##8661##15591##27195470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5523629188537598
REPORT : 7042 5027 150839 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5683212280273438
setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5729987621307373
REPORT : 7044 5029 150882 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.548961877822876
setTodayTotalDetailSteps=1514038440000##7045##548365##8661##15781##27196970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.570009708404541
REPORT : 7045 5030 150903 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5467262268066406
setTodayTotalDetailSteps=1514038440000##7047##548365##8661##15876##27197972,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5699467658996582
REPORT : 7047 5031 150946 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.546334981918335
setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5724196434020996
REPORT : 7048 5032 150968 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5481574535369873
setTodayTotalDetailSteps=1514038440000##7050##548365##8661##16066##27199969,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5960586071014404
REPORT : 7050 5033 151011 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5487885475158691
setTodayTotalDetailSteps=1514038440000##7052##548365##8661##16161##27200470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5844385623931885
REPORT : 7052 5035 151053 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.547828197479248
setTodayTotalDetailSteps=1514038440000##7053##548365##8661##16256##27202475,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5848617553710938
REPORT : 7053 5035 151075 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5468475818634033
setTodayTotalDetailSteps=1514038500000##7054##548458##8661##16256##27204469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.58943772315979
REPORT : 7054 5036 151096 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5543882846832275
setTodayTotalDetailSteps=1514038500000##7054##548551##8661##16256##27205469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5670230388641357
setTodayTotalDetailSteps=1514038560000##7054##548552##8661##16256##27283470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5761852264404297
setTodayTotalDetailSteps=1514038560000##7056##548553##8661##16256##27284971,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.576667308807373
REPORT : 7056 5037 151139 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5449011325836182
setTodayTotalDetailSteps=1514038560000##7058##548554##8661##16256##27285475,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.564131259918213
REPORT : 7058 5039 151182 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5505521297454834
setTodayTotalDetailSteps=1514038560000##7060##548555##8661##16256##27285968,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5878190994262695
REPORT : 7060 5040 151225 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5527329444885254
setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.592881679534912
REPORT : 7062 5042 151268 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5546584129333496
setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5934147834777832
REPORT : 7064 5043 151310 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5506610870361328
setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5645287036895752
REPORT : 7066 5045 151353 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5492260456085205
setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5919487476348877
REPORT : 7068 5046 151396 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5512030124664307
setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5492284297943115
REPORT : 7070 5047 151439 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5476996898651123
setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.6034066677093506
REPORT : 7071 5048 151460 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5487189292907715
setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.589308261871338
REPORT : 7074 5050 151525 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5482838153839111
setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5992465019226074
setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5713894367218018
REPORT : 7075 5051 151546 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5464186668395996
setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5881752967834473
REPORT : 7077 5052 151589 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5501420497894287
setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.6067452430725098
REPORT : 7079 5054 151632 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5508847236633301
setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5723752975463867
REPORT : 7081 5055 151675 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5497028827667236
setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5934841632843018
REPORT : 7083 5057 151717 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.549462080001831
setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5764164924621582
REPORT : 7084 5057 151739 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5496819019317627
setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.6110126972198486
REPORT : 7086 5059 151782 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5500369071960449
setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5641517639160156
REPORT : 7088 5060 151824 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5507075786590576
setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.595644235610962
REPORT : 7090 5062 151867 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.553666353225708
setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5845303535461426
REPORT : 7092 5063 151910 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5458085536956787
setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,HealthApp,Unseen,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,1.5965712070465088
REPORT : 7094 5065 151953 240,REPORT : <*> <*> <*> <*>,HealthApp,Unseen,REPORT : <*> <*> <*> <*>,0.5445301532745361
