Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_4,Inference_time_4
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.7048141956329346
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8303766250610352
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8293824195861816
generating core.1786,generating core.<*>,BGL,Unseen,generating core.<*>,0.4535984992980957
generating core.26918,generating core.<*>,BGL,Unseen,generating core.<*>,0.4512355327606201
generating core.10125,generating core.<*>,BGL,Unseen,generating core.<*>,0.44597816467285156
generating core.4230,generating core.<*>,BGL,Unseen,generating core.<*>,0.460345983505249
generating core.179,generating core.<*>,BGL,Unseen,generating core.<*>,0.45314764976501465
generating core.1177,generating core.<*>,BGL,Unseen,generating core.<*>,0.4496326446533203
generating core.32693,generating core.<*>,BGL,Unseen,generating core.<*>,0.4534337520599365
generating core.7151,generating core.<*>,BGL,Unseen,generating core.<*>,0.44753432273864746
generating core.7023,generating core.<*>,BGL,Unseen,generating core.<*>,0.44775915145874023
generating core.29308,generating core.<*>,BGL,Unseen,generating core.<*>,0.4463627338409424
generating core.2586,generating core.<*>,BGL,Unseen,generating core.<*>,0.4454653263092041
generating core.6040,generating core.<*>,BGL,Unseen,generating core.<*>,0.4491863250732422
generating core.16904,generating core.<*>,BGL,Unseen,generating core.<*>,0.44592952728271484
generating core.26186,generating core.<*>,BGL,Unseen,generating core.<*>,0.4479999542236328
generating core.26156,generating core.<*>,BGL,Unseen,generating core.<*>,0.44228482246398926
generating core.2112,generating core.<*>,BGL,Unseen,generating core.<*>,0.43900036811828613
generating core.23659,generating core.<*>,BGL,Unseen,generating core.<*>,0.44155311584472656
generating core.1605,generating core.<*>,BGL,Unseen,generating core.<*>,0.43774938583374023
generating core.16483,generating core.<*>,BGL,Unseen,generating core.<*>,0.4423649311065674
generating core.257,generating core.<*>,BGL,Unseen,generating core.<*>,0.43778371810913086
generating core.18751,generating core.<*>,BGL,Unseen,generating core.<*>,0.44254136085510254
generating core.22783,generating core.<*>,BGL,Unseen,generating core.<*>,0.44269514083862305
generating core.8021,generating core.<*>,BGL,Unseen,generating core.<*>,0.4435606002807617
generating core.10734,generating core.<*>,BGL,Unseen,generating core.<*>,0.46131181716918945
generating core.3613,generating core.<*>,BGL,Unseen,generating core.<*>,0.45285868644714355
generating core.1916,generating core.<*>,BGL,Unseen,generating core.<*>,0.4497334957122803
generating core.4246,generating core.<*>,BGL,Unseen,generating core.<*>,0.45053982734680176
generating core.7777,generating core.<*>,BGL,Unseen,generating core.<*>,0.4592609405517578
generating core.5935,generating core.<*>,BGL,Unseen,generating core.<*>,0.45512962341308594
generating core.8691,generating core.<*>,BGL,Unseen,generating core.<*>,0.4679696559906006
generating core.5512,generating core.<*>,BGL,Unseen,generating core.<*>,0.4530329704284668
generating core.1123,generating core.<*>,BGL,Unseen,generating core.<*>,0.4575493335723877
generating core.1641,generating core.<*>,BGL,Unseen,generating core.<*>,0.45733046531677246
generating core.1165,generating core.<*>,BGL,Unseen,generating core.<*>,0.4504587650299072
generating core.23615,generating core.<*>,BGL,Unseen,generating core.<*>,0.4549698829650879
generating core.865,generating core.<*>,BGL,Unseen,generating core.<*>,0.4561436176300049
generating core.1626,generating core.<*>,BGL,Unseen,generating core.<*>,0.4527149200439453
generating core.16594,generating core.<*>,BGL,Unseen,generating core.<*>,0.4535098075866699
generating core.30586,generating core.<*>,BGL,Unseen,generating core.<*>,0.4624176025390625
generating core.18540,generating core.<*>,BGL,Unseen,generating core.<*>,0.45693325996398926
generating core.9825,generating core.<*>,BGL,Unseen,generating core.<*>,0.4577138423919678
generating core.6698,generating core.<*>,BGL,Unseen,generating core.<*>,0.457348108291626
generating core.4525,generating core.<*>,BGL,Unseen,generating core.<*>,0.4602816104888916
generating core.28084,generating core.<*>,BGL,Unseen,generating core.<*>,0.4583756923675537
generating core.6028,generating core.<*>,BGL,Unseen,generating core.<*>,0.4599180221557617
generating core.536,generating core.<*>,BGL,Unseen,generating core.<*>,0.454345703125
generating core.15655,generating core.<*>,BGL,Unseen,generating core.<*>,0.4516761302947998
generating core.8628,generating core.<*>,BGL,Unseen,generating core.<*>,0.4492616653442383
generating core.12122,generating core.<*>,BGL,Unseen,generating core.<*>,0.452467679977417
generating core.2210,generating core.<*>,BGL,Unseen,generating core.<*>,0.45177388191223145
generating core.10312,generating core.<*>,BGL,Unseen,generating core.<*>,0.45244383811950684
generating core.228,generating core.<*>,BGL,Unseen,generating core.<*>,0.4452040195465088
generating core.332,generating core.<*>,BGL,Unseen,generating core.<*>,0.45078158378601074
generating core.15740,generating core.<*>,BGL,Unseen,generating core.<*>,0.44962239265441895
generating core.3389,generating core.<*>,BGL,Unseen,generating core.<*>,0.4619102478027344
Can not get assembly information for node card,Can not get assembly information for node card,BGL,Unseen,Can not get assembly information for node card,0.6429097652435303
generating core.1114,generating core.<*>,BGL,Unseen,generating core.<*>,0.48670172691345215
generating core.848,generating core.<*>,BGL,Unseen,generating core.<*>,0.4497339725494385
generating core.2117,generating core.<*>,BGL,Unseen,generating core.<*>,0.4521212577819824
generating core.3293,generating core.<*>,BGL,Unseen,generating core.<*>,0.45029449462890625
generating core.1351,generating core.<*>,BGL,Unseen,generating core.<*>,0.4461648464202881
generating core.17222,generating core.<*>,BGL,Unseen,generating core.<*>,0.4497075080871582
generating core.20392,generating core.<*>,BGL,Unseen,generating core.<*>,0.4491996765136719
generating core.31006,generating core.<*>,BGL,Unseen,generating core.<*>,0.44681310653686523
generating core.20088,generating core.<*>,BGL,Unseen,generating core.<*>,0.4502110481262207
generating core.26993,generating core.<*>,BGL,Unseen,generating core.<*>,0.4470040798187256
generating core.20954,generating core.<*>,BGL,Unseen,generating core.<*>,0.4512746334075928
generating core.6139,generating core.<*>,BGL,Unseen,generating core.<*>,0.44612598419189453
generating core.10185,generating core.<*>,BGL,Unseen,generating core.<*>,0.4475431442260742
generating core.13776,generating core.<*>,BGL,Unseen,generating core.<*>,0.44840264320373535
generating core.19596,generating core.<*>,BGL,Unseen,generating core.<*>,0.45015788078308105
generating core.15557,generating core.<*>,BGL,Unseen,generating core.<*>,0.44818639755249023
generating core.4193,generating core.<*>,BGL,Unseen,generating core.<*>,0.44746923446655273
generating core.7539,generating core.<*>,BGL,Unseen,generating core.<*>,0.4417603015899658
generating core.22024,generating core.<*>,BGL,Unseen,generating core.<*>,0.44664955139160156
generating core.22905,generating core.<*>,BGL,Unseen,generating core.<*>,0.4473123550415039
generating core.24671,generating core.<*>,BGL,Unseen,generating core.<*>,0.44695448875427246
generating core.17853,generating core.<*>,BGL,Unseen,generating core.<*>,0.44529199600219727
generating core.25568,generating core.<*>,BGL,Unseen,generating core.<*>,0.44249725341796875
generating core.23080,generating core.<*>,BGL,Unseen,generating core.<*>,0.4532167911529541
generating core.9739,generating core.<*>,BGL,Unseen,generating core.<*>,0.44637489318847656
generating core.7187,generating core.<*>,BGL,Unseen,generating core.<*>,0.4488058090209961
generating core.23438,generating core.<*>,BGL,Unseen,generating core.<*>,0.44791722297668457
generating core.7881,generating core.<*>,BGL,Unseen,generating core.<*>,0.4481165409088135
generating core.9778,generating core.<*>,BGL,Unseen,generating core.<*>,0.45028257369995117
generating core.7915,generating core.<*>,BGL,Unseen,generating core.<*>,0.44997382164001465
generating core.3006,generating core.<*>,BGL,Unseen,generating core.<*>,0.4491875171661377
generating core.14627,generating core.<*>,BGL,Unseen,generating core.<*>,0.44976186752319336
generating core.2348,generating core.<*>,BGL,Unseen,generating core.<*>,0.4501969814300537
generating core.226,generating core.<*>,BGL,Unseen,generating core.<*>,0.44540882110595703
generating core.1219,generating core.<*>,BGL,Unseen,generating core.<*>,0.4499382972717285
generating core.8877,generating core.<*>,BGL,Unseen,generating core.<*>,0.44989585876464844
generating core.13558,generating core.<*>,BGL,Unseen,generating core.<*>,0.44710779190063477
generating core.404,generating core.<*>,BGL,Unseen,generating core.<*>,0.44971394538879395
generating core.631,generating core.<*>,BGL,Unseen,generating core.<*>,0.4421498775482178
generating core.998,generating core.<*>,BGL,Unseen,generating core.<*>,0.45073938369750977
generating core.1129,generating core.<*>,BGL,Unseen,generating core.<*>,0.4685819149017334
generating core.424,generating core.<*>,BGL,Unseen,generating core.<*>,0.46167540550231934
generating core.1213,generating core.<*>,BGL,Unseen,generating core.<*>,0.4596092700958252
generating core.1433,generating core.<*>,BGL,Unseen,generating core.<*>,0.4531893730163574
generating core.2950,generating core.<*>,BGL,Unseen,generating core.<*>,0.44989514350891113
generating core.319,generating core.<*>,BGL,Unseen,generating core.<*>,0.46722936630249023
generating core.303,generating core.<*>,BGL,Unseen,generating core.<*>,0.48137688636779785
generating core.1998,generating core.<*>,BGL,Unseen,generating core.<*>,0.44428110122680664
generating core.841,generating core.<*>,BGL,Unseen,generating core.<*>,0.46364593505859375
generating core.815,generating core.<*>,BGL,Unseen,generating core.<*>,0.4527316093444824
generating core.57762,generating core.<*>,BGL,Unseen,generating core.<*>,0.4526035785675049
generating core.3436,generating core.<*>,BGL,Unseen,generating core.<*>,0.4516725540161133
generating core.4592,generating core.<*>,BGL,Unseen,generating core.<*>,0.45136237144470215
generating core.149,generating core.<*>,BGL,Unseen,generating core.<*>,0.4520542621612549
generating core.62507,generating core.<*>,BGL,Unseen,generating core.<*>,0.4510498046875
generating core.1807,generating core.<*>,BGL,Unseen,generating core.<*>,0.4547240734100342
generating core.9652,generating core.<*>,BGL,Unseen,generating core.<*>,0.45451927185058594
generating core.11154,generating core.<*>,BGL,Unseen,generating core.<*>,0.45235395431518555
generating core.7571,generating core.<*>,BGL,Unseen,generating core.<*>,0.44713521003723145
generating core.12364,generating core.<*>,BGL,Unseen,generating core.<*>,0.44756579399108887
generating core.13817,generating core.<*>,BGL,Unseen,generating core.<*>,0.45441126823425293
generating core.14349,generating core.<*>,BGL,Unseen,generating core.<*>,0.45101451873779297
generating core.8897,generating core.<*>,BGL,Unseen,generating core.<*>,0.4510972499847412
generating core.7946,generating core.<*>,BGL,Unseen,generating core.<*>,0.44855451583862305
generating core.10299,generating core.<*>,BGL,Unseen,generating core.<*>,0.44983339309692383
generating core.9949,generating core.<*>,BGL,Unseen,generating core.<*>,0.4498872756958008
generating core.12012,generating core.<*>,BGL,Unseen,generating core.<*>,0.4498558044433594
generating core.9051,generating core.<*>,BGL,Unseen,generating core.<*>,0.45270276069641113
generating core.7752,generating core.<*>,BGL,Unseen,generating core.<*>,0.4507155418395996
generating core.10793,generating core.<*>,BGL,Unseen,generating core.<*>,0.4487755298614502
generating core.24671,generating core.<*>,BGL,Unseen,generating core.<*>,0.4480113983154297
generating core.40979,generating core.<*>,BGL,Unseen,generating core.<*>,0.44665098190307617
generating core.18129,generating core.<*>,BGL,Unseen,generating core.<*>,0.4443087577819824
generating core.47738,generating core.<*>,BGL,Unseen,generating core.<*>,0.44974207878112793
generating core.42109,generating core.<*>,BGL,Unseen,generating core.<*>,0.4451301097869873
generating core.6682,generating core.<*>,BGL,Unseen,generating core.<*>,0.4460275173187256
generating core.7672,generating core.<*>,BGL,Unseen,generating core.<*>,0.4485290050506592
generating core.47122,generating core.<*>,BGL,Unseen,generating core.<*>,0.44233202934265137
generating core.17493,generating core.<*>,BGL,Unseen,generating core.<*>,0.4448704719543457
generating core.23664,generating core.<*>,BGL,Unseen,generating core.<*>,0.44262146949768066
generating core.19296,generating core.<*>,BGL,Unseen,generating core.<*>,0.4444146156311035
generating core.6553,generating core.<*>,BGL,Unseen,generating core.<*>,0.4460630416870117
generating core.56320,generating core.<*>,BGL,Unseen,generating core.<*>,0.4478180408477783
generating core.3824,generating core.<*>,BGL,Unseen,generating core.<*>,0.44435811042785645
generating core.5781,generating core.<*>,BGL,Unseen,generating core.<*>,0.4490072727203369
generating core.55191,generating core.<*>,BGL,Unseen,generating core.<*>,0.44976186752319336
generating core.38077,generating core.<*>,BGL,Unseen,generating core.<*>,0.4477384090423584
generating core.41557,generating core.<*>,BGL,Unseen,generating core.<*>,0.4471447467803955
generating core.36539,generating core.<*>,BGL,Unseen,generating core.<*>,0.44730663299560547
generating core.51900,generating core.<*>,BGL,Unseen,generating core.<*>,0.4461781978607178
generating core.33018,generating core.<*>,BGL,Unseen,generating core.<*>,0.4443840980529785
