Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_Hadoop_5,Inference_time_5
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,<*> Task Transitioned from NEW to SCHEDULED,0.9319636821746826
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,<*> Task Transitioned from NEW to SCHEDULED,0.9309656620025635
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> > knownNMs=<*>",3.233577251434326
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4067692756652832
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2885980606079102
"Recalculating schedule, headroom=<memory:10240, vCores:-17>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4191462993621826
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2949252128601074
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,Assigned container <*> to <*>,Hadoop,Unseen,Assigned container <*> to attempt <*>,0.6777853965759277
"Recalculating schedule, headroom=<memory:8192, vCores:-19>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3903498649597168
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.264608383178711
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,4.658850193023682
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,1.2234277725219727
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,1.113027811050415
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-20> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> > knownNMs=<*>",3.2325947284698486
"Recalculating schedule, headroom=<memory:7168, vCores:-20>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3910636901855469
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2779159545898438
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0,Assigned container <*> to <*>,Hadoop,Unseen,Assigned container <*> to attempt <*>,0.6713566780090332
"Recalculating schedule, headroom=<memory:5120, vCores:-22>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.396087884902954
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.275294303894043
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:2 ContRel:0 HostLocal:0 RackLocal:2,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,4.777621269226074
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,1.2242655754089355
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,1.1082191467285156
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:4096, vCores:-23> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> > knownNMs=<*>",3.222627639770508
"Recalculating schedule, headroom=<memory:4096, vCores:-23>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3928923606872559
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.285189151763916
Assigned container container_1445144423722_0020_01_000004 to attempt_1445144423722_0020_m_000002_0,Assigned container <*> to <*>,Hadoop,Unseen,Assigned container <*> to attempt <*>,0.6732573509216309
"Recalculating schedule, headroom=<memory:3072, vCores:-24>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3980300426483154
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2623169422149658
After Scheduling: PendingReds:1 ScheduledMaps:7 ScheduledReds:0 AssignedMaps:3 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:3 ContRel:0 HostLocal:0 RackLocal:3,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,Unseen,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,4.676754951477051
attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop,Unseen,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,1.2304613590240479
attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop,Unseen,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,1.1011292934417725
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:1024, vCores:-26> knownNMs=4","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop,Unseen,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> > knownNMs=<*>",3.2284326553344727
"Recalculating schedule, headroom=<memory:1024, vCores:-26>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4454271793365479
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.286015510559082
"Recalculating schedule, headroom=<memory:1024, vCores:-26>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4101965427398682
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.292551040649414
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4175734519958496
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.3049616813659668
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.409590244293213
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.302966594696045
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4063727855682373
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2745938301086426
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4022953510284424
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2868645191192627
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3908405303955078
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2758359909057617
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.401973009109497
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2901148796081543
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3993594646453857
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.269519329071045
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.390233039855957
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2615718841552734
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3825452327728271
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2717208862304688
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4070305824279785
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.3174529075622559
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.447167158126831
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.3174216747283936
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4296092987060547
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2961480617523193
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.023958297,Progress of TaskAttempt <*> is : <*>,Hadoop,Unseen,Progress of TaskAttempt <*> is : <*>,0.7985317707061768
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4234461784362793
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2825989723205566
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3691906929016113
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2594921588897705
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4292423725128174
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2706701755523682
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3981823921203613
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2806956768035889
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.065791264,Progress of TaskAttempt <*> is : <*>,Hadoop,Unseen,Progress of TaskAttempt <*> is : <*>,0.7951054573059082
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3964059352874756
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2763524055480957
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.05713628,Progress of TaskAttempt <*> is : <*>,Hadoop,Unseen,Progress of TaskAttempt <*> is : <*>,0.793637752532959
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4182591438293457
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.3074231147766113
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.400773525238037
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2966949939727783
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4139578342437744
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2875216007232666
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10004553,Progress of TaskAttempt <*> is : <*>,Hadoop,Unseen,Progress of TaskAttempt <*> is : <*>,0.797882080078125
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.079464614,Progress of TaskAttempt <*> is : <*>,Hadoop,Unseen,Progress of TaskAttempt <*> is : <*>,0.7958922386169434
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.06741504,Progress of TaskAttempt <*> is : <*>,Hadoop,Unseen,Progress of TaskAttempt <*> is : <*>,0.8031539916992188
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.3902654647827148
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop,Unseen,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,1.2712688446044922
"Recalculating schedule, headroom=<memory:0, vCores:-27>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop,Unseen,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",1.4025371074676514
