Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_5,Inference_time_5
generating core.2605,generating core.<*>,BGL,Unseen,generating core.<*>,0.4500093460083008
generating core.6037,generating core.<*>,BGL,Unseen,generating core.<*>,0.43003082275390625
generating core.886,generating core.<*>,BGL,Unseen,generating core.<*>,0.42787909507751465
generating core.3053,generating core.<*>,BGL,Unseen,generating core.<*>,0.4281160831451416
generating core.2790,generating core.<*>,BGL,Unseen,generating core.<*>,0.4320032596588135
generating core.1488,generating core.<*>,BGL,Unseen,generating core.<*>,0.4281773567199707
generating core.2186,generating core.<*>,BGL,Unseen,generating core.<*>,0.427166223526001
generating core.978,generating core.<*>,BGL,Unseen,generating core.<*>,0.42586827278137207
generating core.2808,generating core.<*>,BGL,Unseen,generating core.<*>,0.4273242950439453
generating core.2486,generating core.<*>,BGL,Unseen,generating core.<*>,0.4256107807159424
generating core.334,generating core.<*>,BGL,Unseen,generating core.<*>,0.4270505905151367
generating core.5401,generating core.<*>,BGL,Unseen,generating core.<*>,0.42802929878234863
generating core.14418,generating core.<*>,BGL,Unseen,generating core.<*>,0.4264504909515381
generating core.2558,generating core.<*>,BGL,Unseen,generating core.<*>,0.42911481857299805
generating core.9785,generating core.<*>,BGL,Unseen,generating core.<*>,0.439255952835083
generating core.4614,generating core.<*>,BGL,Unseen,generating core.<*>,0.4368629455566406
generating core.7615,generating core.<*>,BGL,Unseen,generating core.<*>,0.436582088470459
generating core.15935,generating core.<*>,BGL,Unseen,generating core.<*>,0.44347524642944336
generating core.8089,generating core.<*>,BGL,Unseen,generating core.<*>,0.4374876022338867
generating core.4660,generating core.<*>,BGL,Unseen,generating core.<*>,0.43691587448120117
generating core.721,generating core.<*>,BGL,Unseen,generating core.<*>,0.4432647228240967
generating core.5287,generating core.<*>,BGL,Unseen,generating core.<*>,0.4313995838165283
generating core.783,generating core.<*>,BGL,Unseen,generating core.<*>,0.4422299861907959
generating core.24721,generating core.<*>,BGL,Unseen,generating core.<*>,0.43461084365844727
generating core.4184,generating core.<*>,BGL,Unseen,generating core.<*>,0.44953250885009766
generating core.58109,generating core.<*>,BGL,Unseen,generating core.<*>,0.43349504470825195
generating core.9881,generating core.<*>,BGL,Unseen,generating core.<*>,0.434581995010376
generating core.19579,generating core.<*>,BGL,Unseen,generating core.<*>,0.434664249420166
generating core.4501,generating core.<*>,BGL,Unseen,generating core.<*>,0.43389415740966797
generating core.50230,generating core.<*>,BGL,Unseen,generating core.<*>,0.4361145496368408
generating core.62516,generating core.<*>,BGL,Unseen,generating core.<*>,0.4282503128051758
generating core.27921,generating core.<*>,BGL,Unseen,generating core.<*>,0.4313490390777588
generating core.16830,generating core.<*>,BGL,Unseen,generating core.<*>,0.42424583435058594
generating core.9369,generating core.<*>,BGL,Unseen,generating core.<*>,0.43259191513061523
generating core.10140,generating core.<*>,BGL,Unseen,generating core.<*>,0.43213558197021484
generating core.37749,generating core.<*>,BGL,Unseen,generating core.<*>,0.4311079978942871
generating core.9654,generating core.<*>,BGL,Unseen,generating core.<*>,0.43192625045776367
generating core.56155,generating core.<*>,BGL,Unseen,generating core.<*>,0.42886972427368164
generating core.40250,generating core.<*>,BGL,Unseen,generating core.<*>,0.435300350189209
generating core.45353,generating core.<*>,BGL,Unseen,generating core.<*>,0.4294731616973877
generating core.9578,generating core.<*>,BGL,Unseen,generating core.<*>,0.4280107021331787
generating core.14856,generating core.<*>,BGL,Unseen,generating core.<*>,0.4265143871307373
generating core.62468,generating core.<*>,BGL,Unseen,generating core.<*>,0.43479442596435547
generating core.38415,generating core.<*>,BGL,Unseen,generating core.<*>,0.43676090240478516
generating core.39138,generating core.<*>,BGL,Unseen,generating core.<*>,0.4475412368774414
generating core.10394,generating core.<*>,BGL,Unseen,generating core.<*>,0.4382665157318115
generating core.41347,generating core.<*>,BGL,Unseen,generating core.<*>,0.4396185874938965
generating core.7619,generating core.<*>,BGL,Unseen,generating core.<*>,0.44189000129699707
generating core.54486,generating core.<*>,BGL,Unseen,generating core.<*>,0.43944334983825684
generating core.22421,generating core.<*>,BGL,Unseen,generating core.<*>,0.4378509521484375
generating core.18261,generating core.<*>,BGL,Unseen,generating core.<*>,0.4412353038787842
generating core.58616,generating core.<*>,BGL,Unseen,generating core.<*>,0.4330427646636963
generating core.47736,generating core.<*>,BGL,Unseen,generating core.<*>,0.43677568435668945
generating core.25048,generating core.<*>,BGL,Unseen,generating core.<*>,0.4314124584197998
generating core.58777,generating core.<*>,BGL,Unseen,generating core.<*>,0.4318068027496338
generating core.49137,generating core.<*>,BGL,Unseen,generating core.<*>,0.4324502944946289
generating core.42553,generating core.<*>,BGL,Unseen,generating core.<*>,0.4308950901031494
generating core.2109,generating core.<*>,BGL,Unseen,generating core.<*>,0.43325185775756836
generating core.718,generating core.<*>,BGL,Unseen,generating core.<*>,0.43285059928894043
generating core.10752,generating core.<*>,BGL,Unseen,generating core.<*>,0.4360828399658203
generating core.323,generating core.<*>,BGL,Unseen,generating core.<*>,0.4306623935699463
generating core.21112,generating core.<*>,BGL,Unseen,generating core.<*>,0.43497705459594727
generating core.28370,generating core.<*>,BGL,Unseen,generating core.<*>,0.4340536594390869
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.6766817569732666
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.7973344326019287
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.7956266403198242
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.7992434501647949
generating core.14700,generating core.<*>,BGL,Unseen,generating core.<*>,0.44599270820617676
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.6899049282073975
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8076596260070801
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.7961287498474121
generating core.1786,generating core.<*>,BGL,Unseen,generating core.<*>,0.42543721199035645
generating core.26918,generating core.<*>,BGL,Unseen,generating core.<*>,0.43705153465270996
generating core.10125,generating core.<*>,BGL,Unseen,generating core.<*>,0.4312868118286133
generating core.4230,generating core.<*>,BGL,Unseen,generating core.<*>,0.44791197776794434
generating core.179,generating core.<*>,BGL,Unseen,generating core.<*>,0.43113207817077637
generating core.1177,generating core.<*>,BGL,Unseen,generating core.<*>,0.434600830078125
generating core.32693,generating core.<*>,BGL,Unseen,generating core.<*>,0.4341464042663574
generating core.7151,generating core.<*>,BGL,Unseen,generating core.<*>,0.4354701042175293
generating core.7023,generating core.<*>,BGL,Unseen,generating core.<*>,0.43631529808044434
generating core.29308,generating core.<*>,BGL,Unseen,generating core.<*>,0.4386429786682129
generating core.2586,generating core.<*>,BGL,Unseen,generating core.<*>,0.4337775707244873
generating core.6040,generating core.<*>,BGL,Unseen,generating core.<*>,0.4353172779083252
generating core.16904,generating core.<*>,BGL,Unseen,generating core.<*>,0.4322965145111084
generating core.26186,generating core.<*>,BGL,Unseen,generating core.<*>,0.4318556785583496
generating core.26156,generating core.<*>,BGL,Unseen,generating core.<*>,0.42899227142333984
generating core.2112,generating core.<*>,BGL,Unseen,generating core.<*>,0.42746472358703613
generating core.23659,generating core.<*>,BGL,Unseen,generating core.<*>,0.4293181896209717
generating core.1605,generating core.<*>,BGL,Unseen,generating core.<*>,0.43800806999206543
generating core.16483,generating core.<*>,BGL,Unseen,generating core.<*>,0.43665146827697754
generating core.257,generating core.<*>,BGL,Unseen,generating core.<*>,0.4408445358276367
generating core.18751,generating core.<*>,BGL,Unseen,generating core.<*>,0.4424428939819336
generating core.22783,generating core.<*>,BGL,Unseen,generating core.<*>,0.43659496307373047
generating core.8021,generating core.<*>,BGL,Unseen,generating core.<*>,0.44784998893737793
generating core.10734,generating core.<*>,BGL,Unseen,generating core.<*>,0.439133882522583
generating core.3613,generating core.<*>,BGL,Unseen,generating core.<*>,0.42879319190979004
generating core.1916,generating core.<*>,BGL,Unseen,generating core.<*>,0.4317023754119873
generating core.4246,generating core.<*>,BGL,Unseen,generating core.<*>,0.4300985336303711
generating core.7777,generating core.<*>,BGL,Unseen,generating core.<*>,0.43517541885375977
generating core.5935,generating core.<*>,BGL,Unseen,generating core.<*>,0.4299626350402832
generating core.8691,generating core.<*>,BGL,Unseen,generating core.<*>,0.43204712867736816
generating core.5512,generating core.<*>,BGL,Unseen,generating core.<*>,0.4309968948364258
generating core.1123,generating core.<*>,BGL,Unseen,generating core.<*>,0.4343276023864746
generating core.1641,generating core.<*>,BGL,Unseen,generating core.<*>,0.42829370498657227
generating core.1165,generating core.<*>,BGL,Unseen,generating core.<*>,0.42346787452697754
generating core.23615,generating core.<*>,BGL,Unseen,generating core.<*>,0.4324836730957031
generating core.865,generating core.<*>,BGL,Unseen,generating core.<*>,0.4351940155029297
generating core.1626,generating core.<*>,BGL,Unseen,generating core.<*>,0.43150901794433594
generating core.16594,generating core.<*>,BGL,Unseen,generating core.<*>,0.43181800842285156
generating core.30586,generating core.<*>,BGL,Unseen,generating core.<*>,0.4293348789215088
generating core.18540,generating core.<*>,BGL,Unseen,generating core.<*>,0.43291354179382324
generating core.9825,generating core.<*>,BGL,Unseen,generating core.<*>,0.436382532119751
generating core.6698,generating core.<*>,BGL,Unseen,generating core.<*>,0.42973995208740234
generating core.4525,generating core.<*>,BGL,Unseen,generating core.<*>,0.4334750175476074
generating core.28084,generating core.<*>,BGL,Unseen,generating core.<*>,0.4336991310119629
generating core.6028,generating core.<*>,BGL,Unseen,generating core.<*>,0.4317319393157959
generating core.536,generating core.<*>,BGL,Unseen,generating core.<*>,0.42926549911499023
generating core.15655,generating core.<*>,BGL,Unseen,generating core.<*>,0.44414806365966797
generating core.8628,generating core.<*>,BGL,Unseen,generating core.<*>,0.4347703456878662
generating core.12122,generating core.<*>,BGL,Unseen,generating core.<*>,0.44325995445251465
generating core.2210,generating core.<*>,BGL,Unseen,generating core.<*>,0.4385685920715332
generating core.10312,generating core.<*>,BGL,Unseen,generating core.<*>,0.43236231803894043
generating core.228,generating core.<*>,BGL,Unseen,generating core.<*>,0.4316878318786621
generating core.332,generating core.<*>,BGL,Unseen,generating core.<*>,0.43277597427368164
generating core.15740,generating core.<*>,BGL,Unseen,generating core.<*>,0.43093347549438477
generating core.3389,generating core.<*>,BGL,Unseen,generating core.<*>,0.4410982131958008
Can not get assembly information for node card,Can not get assembly information for node card,BGL,Unseen,Can not get assembly information for node card,0.6168484687805176
generating core.1114,generating core.<*>,BGL,Unseen,generating core.<*>,0.4282186031341553
generating core.848,generating core.<*>,BGL,Unseen,generating core.<*>,0.4312868118286133
generating core.2117,generating core.<*>,BGL,Unseen,generating core.<*>,0.4319610595703125
generating core.3293,generating core.<*>,BGL,Unseen,generating core.<*>,0.4358253479003906
generating core.1351,generating core.<*>,BGL,Unseen,generating core.<*>,0.4375021457672119
generating core.17222,generating core.<*>,BGL,Unseen,generating core.<*>,0.44659972190856934
generating core.20392,generating core.<*>,BGL,Unseen,generating core.<*>,0.4314572811126709
generating core.31006,generating core.<*>,BGL,Unseen,generating core.<*>,0.43282604217529297
generating core.20088,generating core.<*>,BGL,Unseen,generating core.<*>,0.4317469596862793
generating core.26993,generating core.<*>,BGL,Unseen,generating core.<*>,0.43781185150146484
generating core.20954,generating core.<*>,BGL,Unseen,generating core.<*>,0.42902445793151855
generating core.6139,generating core.<*>,BGL,Unseen,generating core.<*>,0.43294453620910645
generating core.10185,generating core.<*>,BGL,Unseen,generating core.<*>,0.42972612380981445
generating core.13776,generating core.<*>,BGL,Unseen,generating core.<*>,0.4306051731109619
generating core.19596,generating core.<*>,BGL,Unseen,generating core.<*>,0.4301266670227051
generating core.15557,generating core.<*>,BGL,Unseen,generating core.<*>,0.43044137954711914
generating core.4193,generating core.<*>,BGL,Unseen,generating core.<*>,0.4439525604248047
generating core.7539,generating core.<*>,BGL,Unseen,generating core.<*>,0.4331841468811035
generating core.22024,generating core.<*>,BGL,Unseen,generating core.<*>,0.4716665744781494
generating core.22905,generating core.<*>,BGL,Unseen,generating core.<*>,0.4359416961669922
generating core.24671,generating core.<*>,BGL,Unseen,generating core.<*>,0.4448373317718506
generating core.17853,generating core.<*>,BGL,Unseen,generating core.<*>,0.439755916595459
generating core.25568,generating core.<*>,BGL,Unseen,generating core.<*>,0.4334397315979004
generating core.23080,generating core.<*>,BGL,Unseen,generating core.<*>,0.4343912601470947
generating core.9739,generating core.<*>,BGL,Unseen,generating core.<*>,0.4324953556060791
generating core.7187,generating core.<*>,BGL,Unseen,generating core.<*>,0.4330112934112549
generating core.23438,generating core.<*>,BGL,Unseen,generating core.<*>,0.4351210594177246
generating core.7881,generating core.<*>,BGL,Unseen,generating core.<*>,0.4341702461242676
generating core.9778,generating core.<*>,BGL,Unseen,generating core.<*>,0.43343186378479004
generating core.7915,generating core.<*>,BGL,Unseen,generating core.<*>,0.4312264919281006
generating core.3006,generating core.<*>,BGL,Unseen,generating core.<*>,0.4307985305786133
generating core.14627,generating core.<*>,BGL,Unseen,generating core.<*>,0.4322664737701416
generating core.2348,generating core.<*>,BGL,Unseen,generating core.<*>,0.4390552043914795
generating core.226,generating core.<*>,BGL,Unseen,generating core.<*>,0.43197178840637207
generating core.1219,generating core.<*>,BGL,Unseen,generating core.<*>,0.4319586753845215
generating core.8877,generating core.<*>,BGL,Unseen,generating core.<*>,0.43152689933776855
generating core.13558,generating core.<*>,BGL,Unseen,generating core.<*>,0.43251609802246094
generating core.404,generating core.<*>,BGL,Unseen,generating core.<*>,0.43004536628723145
generating core.631,generating core.<*>,BGL,Unseen,generating core.<*>,0.42960286140441895
generating core.998,generating core.<*>,BGL,Unseen,generating core.<*>,0.4398953914642334
generating core.1129,generating core.<*>,BGL,Unseen,generating core.<*>,0.44691014289855957
generating core.424,generating core.<*>,BGL,Unseen,generating core.<*>,0.43350815773010254
generating core.1213,generating core.<*>,BGL,Unseen,generating core.<*>,0.44992637634277344
generating core.1433,generating core.<*>,BGL,Unseen,generating core.<*>,0.4496285915374756
generating core.2950,generating core.<*>,BGL,Unseen,generating core.<*>,0.4547767639160156
generating core.319,generating core.<*>,BGL,Unseen,generating core.<*>,0.4394240379333496
generating core.303,generating core.<*>,BGL,Unseen,generating core.<*>,0.43766236305236816
generating core.1998,generating core.<*>,BGL,Unseen,generating core.<*>,0.4329564571380615
generating core.841,generating core.<*>,BGL,Unseen,generating core.<*>,0.4334557056427002
generating core.815,generating core.<*>,BGL,Unseen,generating core.<*>,0.4337432384490967
generating core.57762,generating core.<*>,BGL,Unseen,generating core.<*>,0.43521857261657715
generating core.3436,generating core.<*>,BGL,Unseen,generating core.<*>,0.4346582889556885
generating core.4592,generating core.<*>,BGL,Unseen,generating core.<*>,0.43571019172668457
generating core.149,generating core.<*>,BGL,Unseen,generating core.<*>,0.4370129108428955
generating core.62507,generating core.<*>,BGL,Unseen,generating core.<*>,0.4366898536682129
generating core.1807,generating core.<*>,BGL,Unseen,generating core.<*>,0.43672966957092285
generating core.9652,generating core.<*>,BGL,Unseen,generating core.<*>,0.43039965629577637
generating core.11154,generating core.<*>,BGL,Unseen,generating core.<*>,0.43452906608581543
generating core.7571,generating core.<*>,BGL,Unseen,generating core.<*>,0.4355144500732422
generating core.12364,generating core.<*>,BGL,Unseen,generating core.<*>,0.4351792335510254
generating core.13817,generating core.<*>,BGL,Unseen,generating core.<*>,0.42703890800476074
generating core.14349,generating core.<*>,BGL,Unseen,generating core.<*>,0.4245121479034424
generating core.8897,generating core.<*>,BGL,Unseen,generating core.<*>,0.4264106750488281
generating core.7946,generating core.<*>,BGL,Unseen,generating core.<*>,0.42426156997680664
generating core.10299,generating core.<*>,BGL,Unseen,generating core.<*>,0.4263300895690918
generating core.9949,generating core.<*>,BGL,Unseen,generating core.<*>,0.42651844024658203
generating core.12012,generating core.<*>,BGL,Unseen,generating core.<*>,0.4248659610748291
generating core.9051,generating core.<*>,BGL,Unseen,generating core.<*>,0.42841100692749023
generating core.7752,generating core.<*>,BGL,Unseen,generating core.<*>,0.44339632987976074
generating core.10793,generating core.<*>,BGL,Unseen,generating core.<*>,0.440906286239624
generating core.24671,generating core.<*>,BGL,Unseen,generating core.<*>,0.43918323516845703
generating core.40979,generating core.<*>,BGL,Unseen,generating core.<*>,0.434093713760376
generating core.18129,generating core.<*>,BGL,Unseen,generating core.<*>,0.4245877265930176
generating core.47738,generating core.<*>,BGL,Unseen,generating core.<*>,0.42232537269592285
generating core.42109,generating core.<*>,BGL,Unseen,generating core.<*>,0.4216735363006592
generating core.6682,generating core.<*>,BGL,Unseen,generating core.<*>,0.4247713088989258
generating core.7672,generating core.<*>,BGL,Unseen,generating core.<*>,0.4246084690093994
generating core.47122,generating core.<*>,BGL,Unseen,generating core.<*>,0.42787742614746094
generating core.17493,generating core.<*>,BGL,Unseen,generating core.<*>,0.4309375286102295
generating core.23664,generating core.<*>,BGL,Unseen,generating core.<*>,0.4246048927307129
generating core.19296,generating core.<*>,BGL,Unseen,generating core.<*>,0.4227447509765625
generating core.6553,generating core.<*>,BGL,Unseen,generating core.<*>,0.42006421089172363
generating core.56320,generating core.<*>,BGL,Unseen,generating core.<*>,0.42487287521362305
generating core.3824,generating core.<*>,BGL,Unseen,generating core.<*>,0.42334723472595215
generating core.5781,generating core.<*>,BGL,Unseen,generating core.<*>,0.42394208908081055
generating core.55191,generating core.<*>,BGL,Unseen,generating core.<*>,0.4248478412628174
generating core.38077,generating core.<*>,BGL,Unseen,generating core.<*>,0.4262728691101074
generating core.41557,generating core.<*>,BGL,Unseen,generating core.<*>,0.4285883903503418
generating core.36539,generating core.<*>,BGL,Unseen,generating core.<*>,0.42540836334228516
generating core.51900,generating core.<*>,BGL,Unseen,generating core.<*>,0.430633544921875
generating core.33018,generating core.<*>,BGL,Unseen,generating core.<*>,0.4380929470062256
