Content,EventTemplate,Dataset,Category,New_Mistral_FT_HPC_2,Inference_time_2
halt  (command 1982),halt (command <*>),HPC,New,halt (command <*>),0.4968693256378174
boot  (command 1981),boot (command <*>),HPC,New,boot (command <*>),0.5219199657440186
boot  (command 1973),boot (command <*>),HPC,New,boot (command <*>),0.5012457370758057
wait  (command 1973),wait (command <*>),HPC,New,wait (command <*>),0.5089936256408691
wait  (command 2057),wait (command <*>),HPC,New,wait (command <*>),0.5136077404022217
boot  (command 2152),boot (command <*>),HPC,New,boot (command <*>),0.5038018226623535
wait  (command 2154),wait (command <*>),HPC,New,wait (command <*>),0.49960947036743164
boot  (command 2141),boot (command <*>),HPC,New,boot (command <*>),0.5002226829528809
boot  (command 2110),boot (command <*>),HPC,New,boot (command <*>),0.5000958442687988
boot  (command 2160),boot (command <*>),HPC,New,boot (command <*>),0.5006804466247559
halt  (command 2221),halt (command <*>),HPC,New,halt (command <*>),0.5034875869750977
wait  (command 2217),wait (command <*>),HPC,New,wait (command <*>),0.5110819339752197
wait  (command 2217),wait (command <*>),HPC,New,wait (command <*>),0.5089082717895508
wait  (command 2201),wait (command <*>),HPC,New,wait (command <*>),0.5160691738128662
wait  (command 2199),wait (command <*>),HPC,New,wait (command <*>),0.5114808082580566
boot  (command 2183),boot (command <*>),HPC,New,boot (command <*>),0.5004880428314209
wait  (command 2189),wait (command <*>),HPC,New,wait (command <*>),0.5040969848632812
wait  (command 2302),wait (command <*>),HPC,New,wait (command <*>),0.505486011505127
wait  (command 2270),wait (command <*>),HPC,New,wait (command <*>),0.5049059391021729
wait  (command 2257),wait (command <*>),HPC,New,wait (command <*>),0.5047507286071777
boot  (command 2257),boot (command <*>),HPC,New,boot (command <*>),0.5157921314239502
boot  (command 2316),boot (command <*>),HPC,New,boot (command <*>),0.5026938915252686
boot  (command 2316),boot (command <*>),HPC,New,boot (command <*>),0.5022871494293213
wait  (command 2322),wait (command <*>),HPC,New,wait (command <*>),0.5048131942749023
wait  (command 2354),wait (command <*>),HPC,New,wait (command <*>),0.5109117031097412
wait  (command 2347),wait (command <*>),HPC,New,wait (command <*>),0.5027525424957275
boot  (command 2368),boot (command <*>),HPC,New,boot (command <*>),0.50341796875
boot  (command 2392),boot (command <*>),HPC,New,boot (command <*>),0.5036392211914062
boot  (command 2406),boot (command <*>),HPC,New,boot (command <*>),0.5032987594604492
boot  (command 2417),boot (command <*>),HPC,New,boot (command <*>),0.5038931369781494
boot  (command 2423),boot (command <*>),HPC,New,boot (command <*>),0.5017247200012207
wait  (command 2424),wait (command <*>),HPC,New,wait (command <*>),0.5129754543304443
wait  (command 2449),wait (command <*>),HPC,New,wait (command <*>),0.5123343467712402
boot  (command 2464),boot (command <*>),HPC,New,boot (command <*>),0.5067019462585449
wait  (command 2468),wait (command <*>),HPC,New,wait (command <*>),0.5142993927001953
boot  (command 2520),boot (command <*>),HPC,New,boot (command <*>),0.5231618881225586
wait  (command 2517),wait (command <*>),HPC,New,wait (command <*>),0.5197117328643799
boot  (command 2517),boot (command <*>),HPC,New,boot (command <*>),0.5132389068603516
wait  (command 2511),wait (command <*>),HPC,New,wait (command <*>),0.5266199111938477
wait  (command 2513),wait (command <*>),HPC,New,wait (command <*>),0.5077419281005859
boot  (command 2514),boot (command <*>),HPC,New,boot (command <*>),0.5038871765136719
wait  (command 2484),wait (command <*>),HPC,New,wait (command <*>),0.5021898746490479
boot  (command 2625),boot (command <*>),HPC,New,boot (command <*>),0.4976687431335449
wait  (command 2607),wait (command <*>),HPC,New,wait (command <*>),0.50341796875
boot  (command 2616),boot (command <*>),HPC,New,boot (command <*>),0.4976050853729248
boot  (command 2619),boot (command <*>),HPC,New,boot (command <*>),0.5030350685119629
boot  (command 2616),boot (command <*>),HPC,New,boot (command <*>),0.5070440769195557
boot  (command 2616),boot (command <*>),HPC,New,boot (command <*>),0.5130884647369385
boot  (command 2602),boot (command <*>),HPC,New,boot (command <*>),0.5117807388305664
wait  (command 2582),wait (command <*>),HPC,New,wait (command <*>),0.5121626853942871
boot  (command 2584),boot (command <*>),HPC,New,boot (command <*>),0.5233526229858398
wait  (command 2549),wait (command <*>),HPC,New,wait (command <*>),0.5116097927093506
boot  (command 2550),boot (command <*>),HPC,New,boot (command <*>),0.504685640335083
boot  (command 2548),boot (command <*>),HPC,New,boot (command <*>),0.5076990127563477
boot  (command 2538),boot (command <*>),HPC,New,boot (command <*>),0.5029747486114502
wait  (command 2683),wait (command <*>),HPC,New,wait (command <*>),0.5093986988067627
boot  (command 2686),boot (command <*>),HPC,New,boot (command <*>),0.505312442779541
wait  (command 2682),wait (command <*>),HPC,New,wait (command <*>),0.5162975788116455
wait  (command 2763),wait (command <*>),HPC,New,wait (command <*>),0.5131275653839111
wait  (command 2800),wait (command <*>),HPC,New,wait (command <*>),0.5188190937042236
boot  (command 2790),boot (command <*>),HPC,New,boot (command <*>),0.5235023498535156
wait  (command 2817),wait (command <*>),HPC,New,wait (command <*>),0.5077104568481445
wait  (command 2823),wait (command <*>),HPC,New,wait (command <*>),0.5013749599456787
wait  (command 2817),wait (command <*>),HPC,New,wait (command <*>),0.5118138790130615
wait  (command 2900),wait (command <*>),HPC,New,wait (command <*>),0.503476619720459
wait  (command 2885),wait (command <*>),HPC,New,wait (command <*>),0.5031332969665527
wait  (command 2909),wait (command <*>),HPC,New,wait (command <*>),0.5060391426086426
boot  (command 2960),boot (command <*>),HPC,New,boot (command <*>),0.5072386264801025
wait  (command 2963),wait (command <*>),HPC,New,wait (command <*>),0.5013885498046875
boot  (command 2999),boot (command <*>),HPC,New,boot (command <*>),0.5012497901916504
halt  (command 2992),halt (command <*>),HPC,New,halt (command <*>),0.501298189163208
wait  (command 3087),wait (command <*>),HPC,New,wait (command <*>),0.49475765228271484
wait  (command 3079),wait (command <*>),HPC,New,wait (command <*>),0.5039305686950684
wait  (command 3078),wait (command <*>),HPC,New,wait (command <*>),0.5027239322662354
wait  (command 3141),wait (command <*>),HPC,New,wait (command <*>),0.5036962032318115
boot  (command 3138),boot (command <*>),HPC,New,boot (command <*>),0.5078294277191162
boot  (command 3169),boot (command <*>),HPC,New,boot (command <*>),0.5072948932647705
boot  (command 3169),boot (command <*>),HPC,New,boot (command <*>),0.5009467601776123
boot  (command 3194),boot (command <*>),HPC,New,boot (command <*>),0.5174663066864014
boot  (command 3320),boot (command <*>),HPC,New,boot (command <*>),0.5181300640106201
boot  (command 3318),boot (command <*>),HPC,New,boot (command <*>),0.5110743045806885
boot  (command 3317),boot (command <*>),HPC,New,boot (command <*>),0.5170745849609375
wait  (command 3319),wait (command <*>),HPC,New,wait (command <*>),0.5135135650634766
wait  (command 3334),wait (command <*>),HPC,New,wait (command <*>),0.5136456489562988
boot  (command 3334),boot (command <*>),HPC,New,boot (command <*>),0.5082690715789795
wait  (command 3412),wait (command <*>),HPC,New,wait (command <*>),0.5068387985229492
boot  (command 3413),boot (command <*>),HPC,New,boot (command <*>),0.5075588226318359
boot  (command 3473),boot (command <*>),HPC,New,boot (command <*>),0.5070760250091553
wait  (command 3523),wait (command <*>),HPC,New,wait (command <*>),0.5054092407226562
wait  (command 3525),wait (command <*>),HPC,New,wait (command <*>),0.5033609867095947
wait  (command 3519),wait (command <*>),HPC,New,wait (command <*>),0.5011739730834961
boot  (command 3519),boot (command <*>),HPC,New,boot (command <*>),0.506009578704834
boot  (command 3512),boot (command <*>),HPC,New,boot (command <*>),0.5007138252258301
boot  (command 3579),boot (command <*>),HPC,New,boot (command <*>),0.49607276916503906
boot  (command 3572),boot (command <*>),HPC,New,boot (command <*>),0.4976980686187744
boot  (command 3580),boot (command <*>),HPC,New,boot (command <*>),0.5019371509552002
wait  (command 3612),wait (command <*>),HPC,New,wait (command <*>),0.5068621635437012
boot  (command 3615),boot (command <*>),HPC,New,boot (command <*>),0.4979269504547119
wait  (command 3609),wait (command <*>),HPC,New,wait (command <*>),0.5268213748931885
boot  (command 3624),boot (command <*>),HPC,New,boot (command <*>),0.5131032466888428
wait  (command 3649),wait (command <*>),HPC,New,wait (command <*>),0.5092105865478516
boot  (command 3639),boot (command <*>),HPC,New,boot (command <*>),0.5239081382751465
wait  (command 3690),wait (command <*>),HPC,New,wait (command <*>),0.5178804397583008
boot  (command 3696),boot (command <*>),HPC,New,boot (command <*>),0.5139000415802002
wait  (command 3698),wait (command <*>),HPC,New,wait (command <*>),0.5170083045959473
wait  (command 3709),wait (command <*>),HPC,New,wait (command <*>),0.5078685283660889
wait  (command 3837),wait (command <*>),HPC,New,wait (command <*>),0.5099833011627197
wait  (command 3847),wait (command <*>),HPC,New,wait (command <*>),0.5164129734039307
boot  (command 3951),boot (command <*>),HPC,New,boot (command <*>),0.5147573947906494
boot  (command 3928),boot (command <*>),HPC,New,boot (command <*>),0.5062835216522217
boot  (command 3939),boot (command <*>),HPC,New,boot (command <*>),0.5070550441741943
boot  (command 3964),boot (command <*>),HPC,New,boot (command <*>),0.519514799118042
wait  (command 3973),wait (command <*>),HPC,New,wait (command <*>),0.5062716007232666
wait  (command 3981),wait (command <*>),HPC,New,wait (command <*>),0.5020010471343994
wait  (command 3981),wait (command <*>),HPC,New,wait (command <*>),0.5188090801239014
boot  (command 4024),boot (command <*>),HPC,New,boot (command <*>),0.5013964176177979
wait  (command 4061),wait (command <*>),HPC,New,wait (command <*>),0.49798011779785156
wait  (command 4110),wait (command <*>),HPC,New,wait (command <*>),0.515641450881958
boot  (command 4118),boot (command <*>),HPC,New,boot (command <*>),0.510312557220459
wait  (command 4116),wait (command <*>),HPC,New,wait (command <*>),0.4993100166320801
wait  (command 4117),wait (command <*>),HPC,New,wait (command <*>),0.499767541885376
boot  (command 4109),boot (command <*>),HPC,New,boot (command <*>),0.5166077613830566
wait  (command 4145),wait (command <*>),HPC,New,wait (command <*>),0.5099654197692871
boot  (command 4176),boot (command <*>),HPC,New,boot (command <*>),0.5164151191711426
boot  (command 4170),boot (command <*>),HPC,New,boot (command <*>),0.5194144248962402
wait  (command 4176),wait (command <*>),HPC,New,wait (command <*>),0.5185785293579102
wait  (command 4176),wait (command <*>),HPC,New,wait (command <*>),0.5241091251373291
bootGenvmunix  (command 4185),bootGenvmunix (command <*>),HPC,New,bootGenvmunix (command <*>),0.7475039958953857
boot  (command 4223),boot (command <*>),HPC,New,boot (command <*>),0.4997260570526123
wait  (command 4221),wait (command <*>),HPC,New,wait (command <*>),0.5127274990081787
wait  (command 4219),wait (command <*>),HPC,New,wait (command <*>),0.49907946586608887
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.38964343070983887
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.38011622428894043
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3798394203186035
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.37509846687316895
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3765718936920166
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.3861267566680908
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.38297390937805176
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.38379359245300293
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.37514281272888184
Command has completed successfully,Command has completed successfully,HPC,New,Command has completed successfully,0.37396907806396484
Targeting domains:node-D3 and nodes:node-[104-127] child of command 1963,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.118237018585205
Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1215965747833252
Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.8265519142150879
Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1350467205047607
Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1256299018859863
Targeting domains:node-D0 and nodes:node-0,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.8070375919342041
Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191],Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.790153980255127
Targeting domains:node-D2 and nodes:node-[64-95] child of command 3488,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>,HPC,New,Targeting domains:<*> and nodes:<*> child of command <*>,1.1015779972076416
Targeting domains:node-D2 and nodes:node-84,Targeting domains:node-<*> nodes:node-<*>,HPC,New,Targeting domains:<*> and nodes:<*>,0.8050460815429688
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6856708526611328
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6768853664398193
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6850090026855469
psu failure\ ambient=28,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6872122287750244
psu failure\ ambient=31,psu failure\ ambient=<*>,HPC,New,psu failure\ ambient=<*>,0.6805438995361328
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.7608973979949951
Temperature (41C) exceeds warning threshold,Temperature (<*>) exceeds warning threshold,HPC,New,Temperature (<*>) exceeds warning threshold,0.7403709888458252
ClusterFileSystem: There is no server for ServerFileSystem domain storage234,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0484397411346436
ClusterFileSystem: There is no server for ServerFileSystem domain storage1412,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0846152305603027
ClusterFileSystem: There is no server for ServerFileSystem domain storage1024,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0795984268188477
ClusterFileSystem: There is no server for ServerFileSystem domain storage1534,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0547165870666504
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.048548936843872
ClusterFileSystem: There is no server for ServerFileSystem domain storage934,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0435924530029297
ClusterFileSystem: There is no server for ServerFileSystem domain storage131,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0551977157592773
ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0657100677490234
ClusterFileSystem: There is no server for ServerFileSystem domain storage444,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.053447961807251
ClusterFileSystem: There is no server for ServerFileSystem domain storage141,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.063323974609375
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0524804592132568
ClusterFileSystem: There is no server for ServerFileSystem domain storage1612,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0586447715759277
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.1009478569030762
ClusterFileSystem: There is no server for ServerFileSystem domain storage1542,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0588593482971191
ClusterFileSystem: There is no server for ServerFileSystem domain storage1644,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0330734252929688
ClusterFileSystem: There is no server for ServerFileSystem domain storage242,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.044665813446045
ClusterFileSystem: There is no server for ServerFileSystem domain storage1031,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0507278442382812
ClusterFileSystem: There is no server for ServerFileSystem domain storage1331,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0817248821258545
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0562984943389893
ClusterFileSystem: There is no server for ServerFileSystem domain storage221,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0615990161895752
ClusterFileSystem: There is no server for ServerFileSystem domain storage622,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0578432083129883
ClusterFileSystem: There is no server for ServerFileSystem domain storage112,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0631134510040283
ClusterFileSystem: There is no server for ServerFileSystem domain storage1432,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0744774341583252
ClusterFileSystem: There is no server for ServerFileSystem domain storage142,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0822932720184326
ClusterFileSystem: There is no server for ServerFileSystem domain storage742,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0593538284301758
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0540058612823486
ClusterFileSystem: There is no server for ServerFileSystem domain storage1311,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0593047142028809
ClusterFileSystem: There is no server for ServerFileSystem domain storage411,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0541226863861084
ClusterFileSystem: There is no server for ServerFileSystem domain storage132,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0674939155578613
ClusterFileSystem: There is no server for ServerFileSystem domain storage832,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0481557846069336
ClusterFileSystem: There is no server for ServerFileSystem domain storage531,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0738656520843506
ClusterFileSystem: There is no server for ServerFileSystem domain storage321,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,HPC,New,ClusterFileSystem: There is no server for ServerFileSystem domain <*>,1.0536587238311768
NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,NIFF: node <*> detected a failed network connection on network <*> via interface alt0,1.3282537460327148
NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0,NIFF: node node-<*> detected a failed network connection on network <*> via interface alt0,HPC,New,NIFF: node <*> detected a failed network connection on network <*> via interface alt0,1.313138723373413
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,HPC,New,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>,1.0656242370605469
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2026350498199463
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1965148448944092
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1841709613800049
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1809895038604736
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1687517166137695
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1773712635040283
Fan speeds ( 3552 3534 3375 11637 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1823482513427734
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1841285228729248
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.2189340591430664
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1816542148590088
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1922852993011475
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1693611145019531
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1749207973480225
Fan speeds ( 3552 3534 3375 4470 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.169358730316162
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.172698974609375
Fan speeds ( 3552 3534 3375 **** 3515 3479 ),Fan speeds ( <*> <*> <*> **** <*> <*> ),HPC,New,Fan speeds ( <*> <*> <*> <*> <*> <*> ),1.1819159984588623
